recommendations listening on port 3003
recommendations request | id=63b0cef3-b88d-45d1-b6e2-cedac1b6663e | GET /health | status=200 | durationMs=5 | usersMs=n/a | catalogMs=n/a
recommendations request | id=f11291f3-758c-4d2e-9dca-352f0aade224 | GET /recommendations/1 | status=200 | durationMs=112 | usersMs=105 | catalogMs=110
recommendations request | id=af496482-dbdb-495b-b107-57635ee03e61 | GET /recommendations/1 | status=200 | durationMs=112 | usersMs=107 | catalogMs=110
recommendations request | id=dbb196da-8089-4641-9773-a309eea21b4f | GET /recommendations/1 | status=200 | durationMs=111 | usersMs=108 | catalogMs=109
recommendations request | id=fc4a16ba-67c6-4fab-bd0f-c1f449dbfb30 | GET /recommendations/1 | status=200 | durationMs=105 | usersMs=103 | catalogMs=102
recommendations request | id=47f60525-a405-47f1-aa08-cc5b19297dff | GET /recommendations/1 | status=200 | durationMs=107 | usersMs=102 | catalogMs=105
recommendations request | id=65887b7b-6e08-41d9-a9d0-09b18b95964c | GET /recommendations/1 | status=200 | durationMs=109 | usersMs=102 | catalogMs=108
recommendations request | id=96c9a5f0-03cb-44b5-9974-4538b5f4e620 | GET /recommendations/1 | status=200 | durationMs=112 | usersMs=102 | catalogMs=111
recommendations request | id=fec33a3e-3c95-4f21-881f-aae86fe4bd62 | GET /recommendations/1 | status=200 | durationMs=119 | usersMs=102 | catalogMs=113
recommendations request | id=be41623e-7626-47a1-ac57-c1c8d18676c2 | GET /recommendations/1 | status=200 | durationMs=117 | usersMs=106 | catalogMs=116
recommendations request | id=399af403-7cdf-46c1-9c28-a7b024e98f54 | GET /recommendations/1 | status=200 | durationMs=121 | usersMs=105 | catalogMs=119
recommendations request | id=be82ab1e-4316-4cb2-8c67-df50089b2411 | GET /recommendations/1 | status=200 | durationMs=124 | usersMs=105 | catalogMs=122
recommendations request | id=d1f76c75-cdc4-49d9-8da6-7074b612a4b0 | GET /recommendations/1 | status=200 | durationMs=126 | usersMs=105 | catalogMs=124
recommendations request | id=03d356eb-ecec-4b91-88ba-d7ff6fcbd478 | GET /recommendations/1 | status=200 | durationMs=128 | usersMs=105 | catalogMs=126
recommendations request | id=9e0503f9-e144-4654-94ac-718d61d70469 | GET /recommendations/1 | status=200 | durationMs=129 | usersMs=105 | catalogMs=128
recommendations request | id=15e9bcbb-fa5e-4de5-9d1b-f8158e9634ff | GET /recommendations/1 | status=200 | durationMs=130 | usersMs=104 | catalogMs=129
recommendations request | id=2e9fdc5d-c6d2-461b-a812-ba204de33dfd | GET /recommendations/1 | status=200 | durationMs=133 | usersMs=104 | catalogMs=131
recommendations request | id=f738d356-9760-4083-afcf-471d1189bc4f | GET /recommendations/1 | status=200 | durationMs=135 | usersMs=104 | catalogMs=133
recommendations request | id=c67e4560-c2b1-4e76-82ec-7f13931cc161 | GET /recommendations/1 | status=200 | durationMs=138 | usersMs=107 | catalogMs=136
recommendations request | id=d8874fd5-1a31-4f3a-a6c1-7e5c8b3d434d | GET /recommendations/1 | status=200 | durationMs=142 | usersMs=108 | catalogMs=139
recommendations request | id=075a7276-7c72-440c-bf26-4e25b7760b59 | GET /recommendations/1 | status=200 | durationMs=148 | usersMs=114 | catalogMs=138
recommendations request | id=7d2ec60a-9fe6-421b-9a6c-4ec636585047 | GET /recommendations/1 | status=200 | durationMs=119 | usersMs=116 | catalogMs=115
recommendations request | id=56dacd2a-f1c9-4d9d-bbc8-0f914f426bc7 | GET /recommendations/1 | status=200 | durationMs=127 | usersMs=115 | catalogMs=118
recommendations request | id=aa908b6e-3dd7-410a-aa7e-950b610fab33 | GET /recommendations/1 | status=200 | durationMs=139 | usersMs=115 | catalogMs=129
recommendations request | id=761bfe3d-68e1-49ff-bffa-32d3dd3c1248 | GET /recommendations/1 | status=200 | durationMs=138 | usersMs=124 | catalogMs=136
recommendations request | id=8b568854-03a2-4ee1-9cc6-4d296ce3594c | GET /recommendations/1 | status=200 | durationMs=140 | usersMs=134 | catalogMs=138
recommendations request | id=37eb8fed-2fcb-4b58-939e-7d9fbe7f692a | GET /recommendations/1 | status=200 | durationMs=136 | usersMs=134 | catalogMs=133
recommendations request | id=8f76b44e-e22d-47d9-ad2f-96762fd08bb3 | GET /recommendations/1 | status=200 | durationMs=137 | usersMs=133 | catalogMs=135
recommendations request | id=7374b399-09bd-43d6-85bb-00176318e2d2 | GET /recommendations/1 | status=200 | durationMs=138 | usersMs=132 | catalogMs=136
recommendations request | id=a83f6c51-0eca-49f1-8fa7-b2db7401149f | GET /recommendations/1 | status=200 | durationMs=121 | usersMs=118 | catalogMs=119
recommendations request | id=b99c7859-e3a2-4795-9803-b0019ea8dae2 | GET /recommendations/1 | status=200 | durationMs=124 | usersMs=118 | catalogMs=122
recommendations request | id=bce288a0-8442-440e-a7e1-44c71c1a4393 | GET /recommendations/1 | status=200 | durationMs=126 | usersMs=118 | catalogMs=124
recommendations request | id=2e5b7c56-2268-40de-9c3c-dd799dae69be | GET /recommendations/1 | status=200 | durationMs=128 | usersMs=118 | catalogMs=126
recommendations request | id=d5782ef8-12d1-469d-91df-2e84ae36dcc4 | GET /recommendations/1 | status=200 | durationMs=131 | usersMs=118 | catalogMs=129
recommendations request | id=a04cc7eb-a0a9-45fa-bae0-908488459ab4 | GET /recommendations/1 | status=200 | durationMs=131 | usersMs=124 | catalogMs=130
recommendations request | id=be36263b-f927-4468-ab5d-a882552fe950 | GET /recommendations/1 | status=200 | durationMs=133 | usersMs=123 | catalogMs=131
recommendations request | id=44b5334d-adea-407e-91ce-5d9c1834e3dc | GET /recommendations/1 | status=200 | durationMs=135 | usersMs=123 | catalogMs=133
recommendations request | id=f070808f-9ee6-4f71-bfc5-808a52a278d9 | GET /recommendations/1 | status=200 | durationMs=137 | usersMs=123 | catalogMs=135
recommendations request | id=a506fa83-e4a4-4a2f-9402-d5697f0fc4fc | GET /recommendations/1 | status=200 | durationMs=135 | usersMs=126 | catalogMs=134
recommendations request | id=e81d834a-787a-43c4-8110-9e8be971b8d5 | GET /recommendations/1 | status=200 | durationMs=129 | usersMs=126 | catalogMs=127
recommendations request | id=e827dd57-6241-4bd8-aa4d-817216dea2ad | GET /recommendations/1 | status=200 | durationMs=128 | usersMs=125 | catalogMs=126
recommendations request | id=6ee06dd8-288c-4203-a8ac-251c15f55a4e | GET /recommendations/1 | status=200 | durationMs=129 | usersMs=126 | catalogMs=127
recommendations request | id=27917752-d302-4881-bb0d-db323d82e1bb | GET /recommendations/1 | status=200 | durationMs=131 | usersMs=126 | catalogMs=129
recommendations request | id=caa3fac0-48de-4b7f-99cc-b1b68634cc30 | GET /recommendations/1 | status=200 | durationMs=132 | usersMs=125 | catalogMs=130
recommendations request | id=f1e0696c-e979-4202-95bb-0f3560c93e79 | GET /recommendations/1 | status=200 | durationMs=129 | usersMs=127 | catalogMs=127
recommendations request | id=8b8f8fca-845d-45d0-a2c1-b6c698ed3bbc | GET /recommendations/1 | status=200 | durationMs=112 | usersMs=110 | catalogMs=110
recommendations request | id=dbaa14ff-d053-4c8c-bba2-9716378ac8bc | GET /recommendations/1 | status=200 | durationMs=114 | usersMs=110 | catalogMs=112
recommendations request | id=ef9d549f-1934-40eb-8ab9-cc4687a5c6bd | GET /recommendations/1 | status=200 | durationMs=114 | usersMs=112 | catalogMs=112
recommendations request | id=43587763-2084-465d-9747-ead91813f5ea | GET /recommendations/1 | status=200 | durationMs=107 | usersMs=104 | catalogMs=104
recommendations request | id=6861f9c8-c70d-4b64-b616-70e287d6a1ec | GET /recommendations/1 | status=200 | durationMs=76 | usersMs=73 | catalogMs=74
recommendations request | id=cc88ada5-42f0-4d89-9635-fe671fd7f2b1 | GET /recommendations/1 | status=200 | durationMs=70 | usersMs=67 | catalogMs=68
recommendations request | id=69c85e23-212c-4f62-ae5c-e80027709c60 | GET /recommendations/1 | status=200 | durationMs=71 | usersMs=66 | catalogMs=69
recommendations request | id=61891b39-70bd-4db2-86fb-05dae03e4530 | GET /recommendations/1 | status=200 | durationMs=73 | usersMs=66 | catalogMs=72
recommendations request | id=5f03a708-0286-4aee-979b-fb3e96e2b3c1 | GET /recommendations/1 | status=200 | durationMs=75 | usersMs=66 | catalogMs=74
recommendations request | id=7bd1cd33-efb1-46e1-9c0a-be125c9496cf | GET /recommendations/1 | status=200 | durationMs=78 | usersMs=67 | catalogMs=76
recommendations request | id=b42de053-3d4c-4d5d-8918-5870e93f0681 | GET /recommendations/1 | status=200 | durationMs=79 | usersMs=66 | catalogMs=77
recommendations request | id=9fa49e3f-7e54-42b8-885e-5c962d13efc7 | GET /recommendations/1 | status=200 | durationMs=80 | usersMs=66 | catalogMs=79
recommendations request | id=163ab9d4-61e6-42ec-ad1c-a6051846ec8f | GET /recommendations/1 | status=200 | durationMs=83 | usersMs=66 | catalogMs=81
recommendations request | id=7a48117a-dc1c-4848-b161-807770b0e446 | GET /recommendations/1 | status=200 | durationMs=85 | usersMs=66 | catalogMs=83
recommendations request | id=d3a33f87-6219-4f69-bd0d-2a05116f50b1 | GET /recommendations/1 | status=200 | durationMs=81 | usersMs=60 | catalogMs=79
recommendations request | id=5731a600-c57a-47a8-b82f-69b99f5ed7d3 | GET /recommendations/1 | status=200 | durationMs=79 | usersMs=58 | catalogMs=75
recommendations request | id=15cb6c8a-31fa-4353-b781-98fa9814e354 | GET /recommendations/1 | status=200 | durationMs=79 | usersMs=61 | catalogMs=73
recommendations request | id=579b7705-0a79-491b-81db-fcaf6ed5466f | GET /recommendations/1 | status=200 | durationMs=76 | usersMs=67 | catalogMs=74
recommendations request | id=bbc01d0d-013b-490e-8a15-a404e881fe2c | GET /recommendations/1 | status=200 | durationMs=78 | usersMs=67 | catalogMs=76
recommendations request | id=b9b453b3-9233-4ab6-b445-028c2e832b5f | GET /recommendations/1 | status=200 | durationMs=77 | usersMs=73 | catalogMs=76
recommendations request | id=7bdaa6d0-b2d4-4ac2-bdec-5dfdbc2ba2fa | GET /recommendations/1 | status=200 | durationMs=106 | usersMs=70 | catalogMs=74
recommendations request | id=c1af8631-c5f5-47e7-ada8-4d1085ca7066 | GET /recommendations/1 | status=200 | durationMs=111 | usersMs=63 | catalogMs=102
recommendations request | id=39180706-b823-49ea-a15d-cba16d967ec7 | GET /recommendations/1 | status=200 | durationMs=120 | usersMs=61 | catalogMs=117
recommendations request | id=6fa236d6-b038-4a3b-8463-61f07d731f4e | GET /recommendations/1 | status=200 | durationMs=122 | usersMs=60 | catalogMs=120
recommendations request | id=d63aaba7-cc29-40a1-bd5f-7eb6c401ce62 | GET /recommendations/1 | status=200 | durationMs=125 | usersMs=59 | catalogMs=123
recommendations request | id=c8edc159-8034-40c1-b3c0-00f88a5f897c | GET /recommendations/1 | status=200 | durationMs=126 | usersMs=58 | catalogMs=124
recommendations request | id=bc50352b-37c7-4a07-9988-7b012ee76519 | GET /recommendations/1 | status=200 | durationMs=129 | usersMs=58 | catalogMs=127
recommendations request | id=373f65d9-105f-4024-bcaa-98e359e3a318 | GET /recommendations/1 | status=200 | durationMs=132 | usersMs=58 | catalogMs=130
recommendations request | id=7f2981e9-abe6-40c4-979e-509ede88ff5c | GET /recommendations/1 | status=200 | durationMs=136 | usersMs=101 | catalogMs=133
recommendations request | id=3f089d7c-0b77-4800-8cc3-548530828b75 | GET /recommendations/1 | status=200 | durationMs=138 | usersMs=100 | catalogMs=135
recommendations request | id=4765637c-eb77-4fba-ae31-7284a101b08d | GET /recommendations/1 | status=200 | durationMs=137 | usersMs=98 | catalogMs=135
recommendations request | id=a91ccd78-9994-4983-9767-c5060f7bad3a | GET /recommendations/1 | status=200 | durationMs=139 | usersMs=97 | catalogMs=137
recommendations request | id=b01c22df-acd1-4647-93af-553e3c760251 | GET /recommendations/1 | status=200 | durationMs=142 | usersMs=97 | catalogMs=139
recommendations request | id=2a116623-e68c-459b-94fa-8737393668fe | GET /recommendations/1 | status=200 | durationMs=144 | usersMs=97 | catalogMs=142
recommendations request | id=c3580a9b-95b8-4e7b-9fad-47256f7884c7 | GET /recommendations/1 | status=200 | durationMs=150 | usersMs=97 | catalogMs=144
recommendations request | id=b428dac1-2ce6-428b-91ba-325b1eaf1f62 | GET /recommendations/1 | status=200 | durationMs=151 | usersMs=96 | catalogMs=149
recommendations request | id=ac1bfe79-28c9-4ec8-a456-e8d148cd153c | GET /recommendations/1 | status=200 | durationMs=154 | usersMs=100 | catalogMs=152
recommendations request | id=3ef8ee43-2066-4b24-ac72-e41bf7ad8d34 | GET /recommendations/1 | status=200 | durationMs=155 | usersMs=100 | catalogMs=153
recommendations request | id=dcd1a308-3c38-494c-a8ce-f19c0d538aae | GET /recommendations/1 | status=200 | durationMs=157 | usersMs=100 | catalogMs=155
recommendations request | id=c51297d2-f81b-4bc8-bb06-2eb3ea281f2f | GET /recommendations/1 | status=200 | durationMs=154 | usersMs=95 | catalogMs=152
recommendations request | id=bd4f3bc5-4c37-460e-ac71-2b4f9d59a162 | GET /recommendations/1 | status=200 | durationMs=154 | usersMs=96 | catalogMs=152
recommendations request | id=19de8032-1069-470e-baf1-2a5db8544750 | GET /recommendations/1 | status=200 | durationMs=155 | usersMs=95 | catalogMs=153
recommendations request | id=70af7c20-dfa3-4b50-9e79-4a51bc733217 | GET /recommendations/1 | status=200 | durationMs=156 | usersMs=95 | catalogMs=155
recommendations request | id=fe30f05c-f3f2-48e9-a579-dd8b3ea4317d | GET /recommendations/1 | status=200 | durationMs=158 | usersMs=95 | catalogMs=157
recommendations request | id=116df75b-fe53-4e6f-a470-49e739f46daf | GET /recommendations/1 | status=200 | durationMs=157 | usersMs=96 | catalogMs=156
recommendations request | id=4af916d4-8673-45ec-88d7-370fa31b09a8 | GET /recommendations/1 | status=200 | durationMs=159 | usersMs=91 | catalogMs=152
recommendations request | id=7c6c0847-4b4a-4cd5-8623-1fc2e29d5de9 | GET /recommendations/1 | status=200 | durationMs=156 | usersMs=87 | catalogMs=153
recommendations request | id=6a0ae841-6972-488a-a4c6-40d63e4c25ed | GET /recommendations/1 | status=200 | durationMs=141 | usersMs=69 | catalogMs=138
recommendations request | id=63c77302-f510-4272-a0e3-3ee0b4ffdfcd | GET /recommendations/1 | status=200 | durationMs=138 | usersMs=67 | catalogMs=136
recommendations request | id=29d80cc4-a9b5-4099-9c4b-eaebf11d3dee | GET /recommendations/1 | status=200 | durationMs=81 | usersMs=77 | catalogMs=79
recommendations request | id=e86da3b3-323c-4531-b7b6-f8b1dfe0fe6b | GET /recommendations/1 | status=200 | durationMs=82 | usersMs=77 | catalogMs=80
recommendations request | id=79fcaf12-53d4-4512-91b1-c41170745155 | GET /recommendations/1 | status=200 | durationMs=84 | usersMs=76 | catalogMs=82
recommendations request | id=2623bb4b-afe2-48a1-a19a-3ceafa0383d7 | GET /recommendations/1 | status=200 | durationMs=86 | usersMs=77 | catalogMs=83
recommendations request | id=e81ea09e-f77e-4743-bea0-b7bfba3ea6fe | GET /recommendations/1 | status=200 | durationMs=109 | usersMs=76 | catalogMs=96
recommendations request | id=c10d689c-772e-45a0-a192-c4b98db60861 | GET /recommendations/1 | status=200 | durationMs=114 | usersMs=76 | catalogMs=111
recommendations request | id=19f93e8e-fb08-4d7e-84bc-b3996147d8f5 | GET /recommendations/1 | status=200 | durationMs=122 | usersMs=75 | catalogMs=117
recommendations request | id=ac71f758-0629-41ae-b33c-eaecec0153a7 | GET /recommendations/1 | status=200 | durationMs=127 | usersMs=75 | catalogMs=125
recommendations request | id=b7a4e760-f806-4889-b8cd-484917b7d0b4 | GET /recommendations/1 | status=200 | durationMs=131 | usersMs=76 | catalogMs=128
recommendations request | id=85baccb4-e17b-4d25-8710-49fda92a862b | GET /recommendations/1 | status=200 | durationMs=134 | usersMs=76 | catalogMs=132
recommendations request | id=df745dbe-b78a-41ae-bd0e-e6df676500ca | GET /recommendations/1 | status=200 | durationMs=138 | usersMs=76 | catalogMs=134
recommendations request | id=44a68409-8956-4e15-855b-fdf34be1c2fb | GET /recommendations/1 | status=200 | durationMs=139 | usersMs=75 | catalogMs=137
recommendations request | id=070ae289-f5ab-4cb5-a5de-f03803efa994 | GET /recommendations/1 | status=200 | durationMs=143 | usersMs=75 | catalogMs=139
recommendations request | id=f5b1f0cc-8504-4c98-a79d-44556b85d55f | GET /recommendations/1 | status=200 | durationMs=145 | usersMs=75 | catalogMs=143
recommendations request | id=3ea926d4-911b-4cdb-a577-c3ca745e71e0 | GET /recommendations/1 | status=200 | durationMs=147 | usersMs=77 | catalogMs=144
recommendations request | id=793b7e76-810e-40c9-a1de-5916187a9918 | GET /recommendations/1 | status=200 | durationMs=140 | usersMs=98 | catalogMs=137
recommendations request | id=77e86354-e5d4-4049-b508-e5ac52f6a05f | GET /recommendations/1 | status=200 | durationMs=141 | usersMs=98 | catalogMs=139
recommendations request | id=7e5c57a2-3d76-474a-b5bb-729489901e45 | GET /recommendations/1 | status=200 | durationMs=142 | usersMs=104 | catalogMs=140
recommendations request | id=e9dea10b-6e18-44ff-800c-ffed679f054d | GET /recommendations/1 | status=200 | durationMs=143 | usersMs=108 | catalogMs=141
recommendations request | id=d0f3ba09-d620-449e-a4d7-de5449c40540 | GET /recommendations/1 | status=200 | durationMs=151 | usersMs=108 | catalogMs=149
recommendations request | id=18aa77db-bd65-491a-829d-112d02a92715 | GET /recommendations/1 | status=200 | durationMs=153 | usersMs=109 | catalogMs=151
recommendations request | id=d182be89-9ff6-4e87-a415-132f70baa4d8 | GET /recommendations/1 | status=200 | durationMs=156 | usersMs=109 | catalogMs=154
recommendations request | id=7a0193c8-f065-404f-85fa-036828d5f4f8 | GET /recommendations/1 | status=200 | durationMs=159 | usersMs=108 | catalogMs=157
recommendations request | id=70fd83ca-44ec-4ddc-8971-ef80c180a4ef | GET /recommendations/1 | status=200 | durationMs=163 | usersMs=109 | catalogMs=160
recommendations request | id=fd913226-83a9-4d1f-81c7-315c1c5aca25 | GET /recommendations/1 | status=200 | durationMs=168 | usersMs=109 | catalogMs=166
recommendations request | id=08c590ec-29f4-4339-9e8b-8d1ca1c97246 | GET /recommendations/1 | status=200 | durationMs=170 | usersMs=109 | catalogMs=168
recommendations request | id=ffc7ae0a-d11e-471c-b50f-c143de48be35 | GET /recommendations/1 | status=200 | durationMs=172 | usersMs=112 | catalogMs=170
recommendations request | id=9bf3504c-00ac-4c86-bbac-bf8ebee83c74 | GET /recommendations/1 | status=200 | durationMs=174 | usersMs=112 | catalogMs=173
recommendations request | id=138a005e-cef0-4253-8760-c7ab6bb9e027 | GET /recommendations/1 | status=200 | durationMs=177 | usersMs=113 | catalogMs=175
recommendations request | id=c3380d9e-c699-4749-831e-1aecd95eb726 | GET /recommendations/1 | status=200 | durationMs=166 | usersMs=107 | catalogMs=148
recommendations request | id=d2c48d0b-e450-4837-bb68-3beddb160a2f | GET /recommendations/1 | status=200 | durationMs=169 | usersMs=106 | catalogMs=166
recommendations request | id=4d9cd601-15cb-4a8e-8991-9df35ae98ad0 | GET /recommendations/1 | status=200 | durationMs=172 | usersMs=106 | catalogMs=169
recommendations request | id=a089fd47-811e-40ec-aaf9-c49bd692f11f | GET /recommendations/1 | status=200 | durationMs=154 | usersMs=108 | catalogMs=149
recommendations request | id=5f6c037d-5205-4ec7-bce6-a25e9c53d7df | GET /recommendations/1 | status=200 | durationMs=153 | usersMs=105 | catalogMs=151
recommendations request | id=6bd06b6a-86ee-4dbf-a263-0d49eb9cdc13 | GET /recommendations/1 | status=200 | durationMs=157 | usersMs=105 | catalogMs=154
recommendations request | id=718b25ce-32f0-4e23-8b87-b076d1dee613 | GET /recommendations/1 | status=200 | durationMs=155 | usersMs=101 | catalogMs=153
recommendations request | id=46163d1a-01aa-4756-b759-cca2c0da1b5d | GET /recommendations/1 | status=200 | durationMs=132 | usersMs=112 | catalogMs=130
recommendations request | id=f2fbb30a-b993-4a27-baca-2408b172bd07 | GET /recommendations/1 | status=200 | durationMs=131 | usersMs=120 | catalogMs=125
recommendations request | id=eb4f61ce-71a7-4df0-9e26-759ab4ceae21 | GET /recommendations/1 | status=200 | durationMs=125 | usersMs=121 | catalogMs=122
recommendations request | id=9c128a6b-1d31-403e-ac24-2a058e0a9794 | GET /recommendations/1 | status=200 | durationMs=127 | usersMs=124 | catalogMs=124
recommendations request | id=d38ea60c-f0ca-46b2-8c65-5dace064d42d | GET /recommendations/1 | status=200 | durationMs=121 | usersMs=119 | catalogMs=119
recommendations request | id=f4760fe9-d95f-4da3-bdbd-615886661479 | GET /recommendations/1 | status=200 | durationMs=107 | usersMs=98 | catalogMs=98
recommendations request | id=54f50809-fa3f-4104-91b7-1b94f0197240 | GET /recommendations/1 | status=200 | durationMs=111 | usersMs=97 | catalogMs=106
recommendations request | id=dd7b8541-c82c-402c-b68b-149d71545f45 | GET /recommendations/1 | status=200 | durationMs=108 | usersMs=105 | catalogMs=106
recommendations request | id=b0cc3515-0849-4717-9d11-632f1de47116 | GET /recommendations/1 | status=200 | durationMs=111 | usersMs=105 | catalogMs=108
recommendations request | id=8055f7dc-e03f-457e-98f8-a3e2ae9af037 | GET /recommendations/1 | status=200 | durationMs=114 | usersMs=106 | catalogMs=112
recommendations request | id=fd188484-707a-4682-99bd-d9313a9b1ce1 | GET /recommendations/1 | status=200 | durationMs=114 | usersMs=105 | catalogMs=112
recommendations request | id=165bf11d-8d97-4ef2-896e-174d160285e5 | GET /recommendations/1 | status=200 | durationMs=118 | usersMs=108 | catalogMs=115
recommendations request | id=d04a702a-6d4b-4479-b9b4-a68c5f022c87 | GET /recommendations/1 | status=200 | durationMs=120 | usersMs=107 | catalogMs=117
recommendations request | id=67e25550-a5c1-46fd-8ba0-74ea8a7266d0 | GET /recommendations/1 | status=200 | durationMs=123 | usersMs=107 | catalogMs=120
recommendations request | id=3d66d650-cf63-4741-a8b2-76ce2aeb2a87 | GET /recommendations/1 | status=200 | durationMs=127 | usersMs=107 | catalogMs=125
recommendations request | id=3b2c9154-9d86-4ac1-bf49-1c5f132da175 | GET /recommendations/1 | status=200 | durationMs=139 | usersMs=110 | catalogMs=130
recommendations request | id=ed2c1472-9f59-4927-b4a3-e637012d3dd5 | GET /recommendations/1 | status=200 | durationMs=143 | usersMs=111 | catalogMs=139
recommendations request | id=907afd48-b839-4803-8d24-fde0bf874125 | GET /recommendations/1 | status=200 | durationMs=143 | usersMs=111 | catalogMs=141
recommendations request | id=24c3642f-702a-4db6-b39f-cc161b8f648c | GET /recommendations/1 | status=200 | durationMs=147 | usersMs=114 | catalogMs=143
recommendations request | id=cd970f78-da07-4a09-9ae2-de9cdf779cfe | GET /recommendations/1 | status=200 | durationMs=145 | usersMs=120 | catalogMs=143
recommendations request | id=cf973677-c08f-4ad5-b37a-dbe0efeea5fd | GET /recommendations/1 | status=200 | durationMs=137 | usersMs=135 | catalogMs=135
recommendations request | id=eb82dbd5-d9d3-4bbd-8e31-1c04781991a2 | GET /recommendations/1 | status=200 | durationMs=140 | usersMs=137 | catalogMs=138
recommendations request | id=ba206495-0934-45d4-bbde-4149eda7aa8a | GET /recommendations/1 | status=200 | durationMs=143 | usersMs=137 | catalogMs=140
recommendations request | id=bfcce214-57db-47e8-88e8-c5621411b9f8 | GET /recommendations/1 | status=200 | durationMs=146 | usersMs=137 | catalogMs=142
recommendations request | id=a77df8d5-bc0a-4be0-b335-8a5b08f2f5ef | GET /recommendations/1 | status=200 | durationMs=147 | usersMs=136 | catalogMs=145
recommendations request | id=1ba2d2ef-7d73-4d6e-9c83-9b0df245226f | GET /recommendations/1 | status=200 | durationMs=149 | usersMs=136 | catalogMs=147
recommendations request | id=567478e5-29d5-4e3d-8d37-45fc252fa21a | GET /recommendations/1 | status=200 | durationMs=153 | usersMs=139 | catalogMs=150
recommendations request | id=618d9447-d169-4ba9-8795-e3d0dae2b07e | GET /recommendations/1 | status=200 | durationMs=155 | usersMs=139 | catalogMs=153
recommendations request | id=a2168067-a10f-459e-964d-876e9006f4ad | GET /recommendations/1 | status=200 | durationMs=141 | usersMs=138 | catalogMs=137
recommendations request | id=7f68279b-acf6-494e-b1fa-9bcafbae87ff | GET /recommendations/1 | status=200 | durationMs=127 | usersMs=126 | catalogMs=126
recommendations request | id=5a41dee3-7374-4c1e-a46d-c19f1a39d761 | GET /recommendations/1 | status=200 | durationMs=126 | usersMs=123 | catalogMs=123
recommendations request | id=daf923b4-37a3-497c-ad65-4d7326cf4018 | GET /recommendations/1 | status=200 | durationMs=126 | usersMs=125 | catalogMs=125
recommendations request | id=c8a8ad79-9cdc-41c1-b60f-607ab258c79a | GET /recommendations/1 | status=200 | durationMs=122 | usersMs=119 | catalogMs=120
recommendations request | id=4e0755af-3419-40b2-b2c2-cc7ce4955adc | GET /recommendations/1 | status=200 | durationMs=118 | usersMs=116 | catalogMs=116
recommendations request | id=61c0ab9a-31b8-4d22-b2c9-765daa442728 | GET /recommendations/1 | status=200 | durationMs=120 | usersMs=115 | catalogMs=118
recommendations request | id=ab247714-ef47-499b-9764-e6a843a7599a | GET /recommendations/1 | status=200 | durationMs=121 | usersMs=115 | catalogMs=117
recommendations request | id=01284f65-2f97-44d3-9f63-44ca6be4a33c | GET /recommendations/1 | status=200 | durationMs=122 | usersMs=115 | catalogMs=120
recommendations request | id=8c140c65-ba89-48ec-bccf-12dc95196083 | GET /recommendations/1 | status=200 | durationMs=125 | usersMs=116 | catalogMs=123
recommendations request | id=565048c1-367d-4d70-a575-64118c7059f8 | GET /recommendations/1 | status=200 | durationMs=127 | usersMs=116 | catalogMs=125
recommendations request | id=899c472f-2969-4665-acc4-89614264e7a0 | GET /recommendations/1 | status=200 | durationMs=131 | usersMs=116 | catalogMs=129
recommendations request | id=e497cd48-243b-4303-8c93-f1efabf9b28b | GET /recommendations/1 | status=200 | durationMs=134 | usersMs=115 | catalogMs=131
recommendations request | id=20e81e14-8369-454b-b28b-e8cb0fcb8b25 | GET /recommendations/1 | status=200 | durationMs=103 | usersMs=100 | catalogMs=100
recommendations request | id=df44f349-92df-4f91-b331-e7b51ae10664 | GET /recommendations/1 | status=200 | durationMs=121 | usersMs=100 | catalogMs=104
recommendations request | id=f463096e-6f45-4f00-97c5-5369608d91d3 | GET /recommendations/1 | status=200 | durationMs=125 | usersMs=99 | catalogMs=120
recommendations request | id=62007b2c-8e7d-4c15-b26f-1ed205e1a484 | GET /recommendations/1 | status=200 | durationMs=132 | usersMs=99 | catalogMs=128
recommendations request | id=9380629d-d2f6-48a2-adce-fa51a7152f93 | GET /recommendations/1 | status=200 | durationMs=133 | usersMs=124 | catalogMs=127
recommendations request | id=e3790a39-3002-4517-bed8-faae20f3693e | GET /recommendations/1 | status=200 | durationMs=134 | usersMs=127 | catalogMs=132
recommendations request | id=54bd6720-1804-4a1d-a3e0-ba561ceffc81 | GET /recommendations/1 | status=200 | durationMs=136 | usersMs=127 | catalogMs=134
recommendations request | id=c1f5e3c2-d5a5-4d32-90c6-230da6df78c6 | GET /recommendations/1 | status=200 | durationMs=133 | usersMs=123 | catalogMs=123
recommendations request | id=106c0fb9-ac4f-43cc-8c39-2e2de3d20702 | GET /recommendations/1 | status=200 | durationMs=131 | usersMs=130 | catalogMs=130
recommendations request | id=3ab44b8e-7c7a-4296-b8f8-40c1c7a11e52 | GET /recommendations/1 | status=200 | durationMs=132 | usersMs=129 | catalogMs=129
recommendations request | id=e2203166-11aa-4fac-906f-e2b1f6d65017 | GET /recommendations/1 | status=200 | durationMs=115 | usersMs=108 | catalogMs=113
recommendations request | id=fe8b51a1-6fd6-4717-8d47-b1f6dc2d11ed | GET /recommendations/1 | status=200 | durationMs=118 | usersMs=108 | catalogMs=116
recommendations request | id=dadbe894-7829-48be-b344-601c97d51346 | GET /recommendations/1 | status=200 | durationMs=121 | usersMs=108 | catalogMs=119
