recommendations listening on port 3003
recommendations request | id=3854eec6-f1f3-4ed5-9f8d-8d3fc76aaa74 | GET /recommendations/1 | status=200 | durationMs=31 | usersMs=26 | catalogMs=14
recommendations request | id=8169e7e4-7cfd-46cb-87f3-77c0cb22df8b | GET /recommendations/1 | status=200 | durationMs=1 | usersMs=1 | catalogMs=1
recommendations request | id=828966b6-a738-46e6-b926-ce77cdb8b2c2 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=0
recommendations request | id=d4b45e55-3d3f-488d-8b9c-8772af6a728f | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=2713c703-5cd7-4e9f-bd90-05e0294f93cd | GET /recommendations/1 | status=200 | durationMs=1 | usersMs=1 | catalogMs=1
recommendations request | id=89f3d5e1-e8c9-43e1-b3c3-539275c21740 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=2c3483b8-204e-4677-b0be-4dd037e0b260 | GET /recommendations/1 | status=200 | durationMs=4 | usersMs=2 | catalogMs=2
recommendations request | id=18270e21-da30-4e14-8f53-ae6eae631518 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=2
recommendations request | id=cee01e17-06ab-4302-9dcd-0c55fca3f082 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=e5e41fed-ead6-4a3e-a7dc-79f2115372d6 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=1
recommendations request | id=d544d3e8-6ddb-42dc-8609-6d98517c36c2 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=2
recommendations request | id=b5c2fc4c-ef19-4e0d-8c17-79736f1d8431 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=45188f20-662a-4328-9208-58fa782ce48a | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=2 | catalogMs=2
recommendations request | id=d6af9eac-effc-43f8-9408-a64fae4255cd | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=1
recommendations request | id=c083fbef-0474-4cf4-ba1b-558b20430c56 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=2
recommendations request | id=6bf6f558-539c-4ecd-922c-dc7a49ef119d | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=25e3feb9-66f8-41c2-9311-0371d8d193d8 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=e487f68d-e07a-4296-91c3-bb405d2f204e | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=26900a48-0e31-4d35-8a58-1111a5a65cc2 | GET /recommendations/1 | status=200 | durationMs=4 | usersMs=3 | catalogMs=4
recommendations request | id=698a7f31-1bec-492d-9fb2-350447d460bb | GET /recommendations/1 | status=200 | durationMs=4 | usersMs=3 | catalogMs=4
recommendations request | id=9da4e1b6-9238-4efe-bf11-c34993ea7820 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=2
recommendations request | id=51c4b27c-def7-4f81-9847-6b72c08ad065 | GET /recommendations/1 | status=200 | durationMs=4 | usersMs=2 | catalogMs=2
recommendations request | id=c41b59a1-a170-4f9d-8d29-d60568a40c4a | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=138afe90-61e9-4277-bdeb-b60a67646214 | GET /recommendations/1 | status=200 | durationMs=4 | usersMs=3 | catalogMs=2
recommendations request | id=7c77ad76-d3e5-4d25-bd9a-2d33576dceb4 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=2
recommendations request | id=53b12217-441b-4bdb-b36d-16c04f4536da | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=2
recommendations request | id=0fdd90d7-5a92-45d5-bac7-a93cfb9387d2 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=3
recommendations request | id=65bc033e-66fa-40c0-a18f-afd12109435c | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=2
recommendations request | id=0637be24-9126-4115-9245-fc3b92755e69 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=1
recommendations request | id=63c68b2b-7477-4bbb-b933-6f119b513360 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=03b022bd-7d72-47ba-9d34-77dbc238afbf | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=f1971d91-c4c6-4830-902a-b8af6a744aee | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=7f8d4ffc-c9fe-436f-875e-b461837c7852 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=fdf56902-3a60-4c0e-9e58-aba9aaff4832 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=2
recommendations request | id=149ebb30-a16f-4215-b0f3-60b7d85f03be | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=1
recommendations request | id=f000a45c-64e3-4cfd-abd9-720fcddf4d97 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=ce203a3d-72b0-47d1-b81b-e8d17afa30c2 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=1
recommendations request | id=fcab5441-33ef-492d-980b-f1cb1c8df246 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=2
recommendations request | id=8709e978-a51d-4bc4-9f76-2d07ab84ccf0 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=2 | catalogMs=1
recommendations request | id=b007894c-d64d-4053-8aa0-de16934c64a0 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=3a44963f-0202-4aa4-9aa9-e6634d9d9484 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=2
recommendations request | id=420c57d3-7cca-430d-8d6e-e6c5ceb20912 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=1
recommendations request | id=c09133fb-ff04-4446-8cde-add61e566afe | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=1
recommendations request | id=b93e85d1-6b3f-4ec1-bf4e-444878e15b71 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=2
recommendations request | id=9551baa7-1a43-407a-9384-3666863ded29 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=1
recommendations request | id=736ce4b6-4f33-49db-a547-e2c919f1c145 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=70df7a9a-e934-458a-8f9e-39fb8d89bf03 | GET /recommendations/1 | status=200 | durationMs=1 | usersMs=1 | catalogMs=1
recommendations request | id=1edf10dd-8947-43b6-a6be-e6086c665e63 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=c3c504c8-dfcf-4027-828f-ddeb682926bd | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=a3e73e6f-f38d-4da3-92f9-1ca8199913c8 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=2
recommendations request | id=8cbf5a46-0e45-4702-817f-289d029e6d59 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=14b6a74a-4482-48b8-acb4-4b281c493c25 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=e4237208-5b1a-438c-8246-397cd82a8645 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=2
recommendations request | id=9d904bd8-6fd7-453c-a2db-5f94a184e0dc | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=3
recommendations request | id=1589290e-33b7-493f-a080-5c9f6679419b | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=3
recommendations request | id=83979bd7-d700-4b8c-87e1-210082782d4c | GET /recommendations/1 | status=200 | durationMs=4 | usersMs=1 | catalogMs=3
recommendations request | id=cfeae187-0249-45c7-afc5-994b488b2f5e | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=7ea10464-eecd-4bde-86d0-437e528d9e4e | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=8f480fb8-2203-4aba-b9be-8cd4e93b6482 | GET /recommendations/1 | status=200 | durationMs=1 | usersMs=1 | catalogMs=1
recommendations request | id=16e2ce14-5bf5-4cef-8ae2-94256cd0033a | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=1
recommendations request | id=4aa87996-0d37-4236-944d-b7e37e2d47fb | GET /recommendations/1 | status=200 | durationMs=1 | usersMs=1 | catalogMs=1
recommendations request | id=e3bf3171-5b62-49fe-9d78-1e90ca2afc2d | GET /recommendations/1 | status=200 | durationMs=1 | usersMs=0 | catalogMs=1
recommendations request | id=af281dec-7893-4da4-a229-fa8c09832b06 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=68bf6f09-5f61-4f69-b7ec-014f79693783 | GET /recommendations/1 | status=200 | durationMs=1 | usersMs=1 | catalogMs=1
recommendations request | id=1632df50-8daf-42e7-8d2e-1e3eb8d32f39 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=3915c22b-eafc-411a-a59e-6ad3e09de817 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=2
recommendations request | id=f9b5b825-8431-4b14-b7bb-c83db4f7246a | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=9b5dc432-a1b3-4a10-9c4b-b7f8146c5d12 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=1
recommendations request | id=e819b94b-f756-4189-8499-0c7e627f9727 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=2
recommendations request | id=269adfab-9fd8-47c8-b3b1-8321d9af56e0 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=2
recommendations request | id=c384046d-da26-4e97-a4ac-7cb9e5444199 | GET /recommendations/1 | status=200 | durationMs=4 | usersMs=1 | catalogMs=3
recommendations request | id=f8522ac3-56c9-4397-86b3-d1522f697191 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=2
recommendations request | id=522b1f64-55cf-4e0c-902f-4bed81c0a91c | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=69325c5e-cdd9-4765-9adc-34fdaa6f5d42 | GET /recommendations/1 | status=200 | durationMs=4 | usersMs=2 | catalogMs=2
recommendations request | id=365d0e9b-b826-42a4-9d05-4628c072da9e | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=e99e66e0-a7aa-495d-b79d-b0c7ac4a06df | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=2
recommendations request | id=6ab0bcdf-da81-4037-b93a-e9acd5897bb6 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=e030fc57-fbf8-4397-9b81-916e63d6b7d0 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=0 | catalogMs=1
recommendations request | id=a403c351-7844-4ed8-8cd3-afc8b66dc6c7 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=3abc0753-e69d-4650-8b85-c08ada7dec45 | GET /recommendations/1 | status=200 | durationMs=4 | usersMs=3 | catalogMs=3
recommendations request | id=a44f7f2f-91ed-4d83-b2f9-1cee81aeeee2 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=1
recommendations request | id=89c76fca-0b88-4c1c-bfed-0f16319b4dee | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=df7b98f8-c5b6-4c8c-82d0-a8c8fd25ce54 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=1
recommendations request | id=886e892f-ccf2-495a-b620-03b2f05a3b59 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=181bed59-ca00-4efd-977a-3d12bd914037 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=84532198-a30b-40a1-8e9b-0cabd744d5e1 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=2
recommendations request | id=5e60b5f4-916b-4ed8-aa83-f8b35eb2b0e0 | GET /recommendations/1 | status=200 | durationMs=4 | usersMs=2 | catalogMs=3
recommendations request | id=9960f406-6c9b-4411-a074-2346689afb8c | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=db6036b9-7e8a-4b67-a290-9e8bac491526 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=d9758a81-311a-4c16-a37a-4f88768e3d53 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=15796db0-8990-445d-b720-c3a78c9cb6f0 | GET /recommendations/1 | status=200 | durationMs=1 | usersMs=0 | catalogMs=1
recommendations request | id=439eb786-c3ce-44cf-8b24-7db6cb0f09ce | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=d63cef57-8722-44fd-85b3-8c0d896a818d | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=0 | catalogMs=1
recommendations request | id=18723e1d-b09e-4644-ad39-b9368b040534 | GET /recommendations/1 | status=200 | durationMs=1 | usersMs=1 | catalogMs=1
recommendations request | id=48ea8f26-1adf-476c-80f6-9398a236beb3 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=1e356600-0f6b-46a5-a551-da4765ea454a | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=1
recommendations request | id=33fcf572-14d2-4760-b32d-5a15791692ee | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=52dc32ed-abc6-4cf8-80fe-44bab4e69100 | GET /recommendations/1 | status=200 | durationMs=4 | usersMs=2 | catalogMs=3
recommendations request | id=6541a7b2-0493-42cd-9f78-888b1252df74 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=4b944555-0141-42dd-bec6-bc4bdbf1dd4e | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=0 | catalogMs=1
recommendations request | id=1d85ad2d-d73d-4b28-b7e9-6123a36c6271 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=bbfe6a8d-e83e-4973-8216-1ca78e50dd7e | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=1
recommendations request | id=0f821234-b389-4162-b43e-b6f858d1865f | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=1
recommendations request | id=9e94119c-1686-4b35-a8a5-4fd8b7dae7c5 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=1
recommendations request | id=ea3308a2-9b6b-46ad-bcd6-749409e9eb10 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=2
recommendations request | id=1f8e0358-6ed3-4bcd-8b04-b322ab2bdd09 | GET /recommendations/1 | status=200 | durationMs=1 | usersMs=1 | catalogMs=1
recommendations request | id=b8e958b1-53d7-4dd5-ae8c-4c925b6517aa | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=f589545a-c058-4f11-9074-f6f456fc6a78 | GET /recommendations/1 | status=200 | durationMs=1 | usersMs=0 | catalogMs=1
recommendations request | id=5e01db02-2eb0-4599-9d05-87ea2aebd454 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=30c4146e-65ac-4c8c-8558-e58a1e4c0c28 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=0371d275-2ee4-4905-ab9f-ba1a2843b26b | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=2
recommendations request | id=287110ff-3f9c-4f27-b3f4-4e9819075f94 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=c5a69c3e-b93e-4859-babe-30afdd31ec6d | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=1
recommendations request | id=258e0cda-5139-4cc4-a5c7-a4ff20f25264 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=ba2a7366-1d66-4e6c-bd6e-fc5b5199433d | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=0 | catalogMs=2
recommendations request | id=85801481-3ea3-4291-baea-6198bc78095e | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=0 | catalogMs=2
recommendations request | id=7bc9e52e-dbc5-47dd-b13e-f2d58cef15ce | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=02e8385f-9c8f-4e05-85e6-3a50bd34b446 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=95cae2ea-1177-4c44-ab80-84d7938c3931 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=db9bd39f-8834-43d5-af8a-c70ec46213f5 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=1
recommendations request | id=23019205-8a79-444b-9b0c-f3566abfdeb6 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=6345261b-2126-43e1-a015-e6ef351c98ee | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=6df76e7c-5bc0-41ff-97ee-9496d3955879 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=9ce756f6-d764-437c-9134-6faddb88d788 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=8159b175-8c0a-4c62-9283-4a67ef63d21d | GET /recommendations/1 | status=200 | durationMs=1 | usersMs=1 | catalogMs=1
recommendations request | id=bc662032-c39e-40f0-90dc-a8ecf6688e26 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=d54e1cba-bfe1-421c-8980-7fdb5cdb9ffc | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=d2aa409b-f603-4c8a-b352-ed9a1b536c34 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=c58700bb-ee11-46bf-a1ea-0f10ae774864 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=53123f12-6020-405e-8e2a-6bcdb9a24d33 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=1
recommendations request | id=a48896d5-01a3-4796-bc36-af581eab66a5 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=2 | catalogMs=2
recommendations request | id=88ea2df4-93a3-43fa-904e-75ba0832442e | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=c255e130-b2d9-465b-b201-480570ce93a1 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=aaa3d2fa-d96a-4d33-9d75-922ac20b7092 | GET /recommendations/1 | status=200 | durationMs=1 | usersMs=1 | catalogMs=1
recommendations request | id=fca9ad80-8103-461c-8185-7982a02bece0 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=79e52a0f-f0cb-40ee-830f-71d61f29b614 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=0a2b74ff-a60e-4490-a188-e2273263f6a5 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=e716afac-53d6-4b03-928d-bd44d721646f | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=0 | catalogMs=1
recommendations request | id=da7bf917-16c7-4ac1-a22b-cbb1dce1c029 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=1
recommendations request | id=8cd2a3b1-4c23-44b8-bceb-ae8cec2f7283 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=bf7b930a-7489-4ad4-b252-3feca496135d | GET /recommendations/1 | status=200 | durationMs=4 | usersMs=1 | catalogMs=2
recommendations request | id=c58d7741-2170-4881-bc13-157e0dd1edb4 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=87d00e75-5261-4e9f-afc9-12f730e9a9cf | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=3
recommendations request | id=345adf4f-fbf2-468a-b533-04fd76e5e867 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=736ae98c-9e16-4dda-94f1-4a9576507efb | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=1
recommendations request | id=339ab48b-fa9c-4935-8756-7f4b9f98f249 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=3e93fb85-c011-4deb-aedf-2e6da5600e46 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=f576c9e6-dcc8-4a1d-aa89-42e881b4ed93 | GET /recommendations/1 | status=200 | durationMs=1 | usersMs=0 | catalogMs=1
recommendations request | id=7611c323-43e6-4bbb-b156-1122a9eb95f1 | GET /recommendations/1 | status=200 | durationMs=1 | usersMs=1 | catalogMs=1
recommendations request | id=b8d565d7-4f82-40d0-bbfe-3c9b08649d0e | GET /recommendations/1 | status=200 | durationMs=1 | usersMs=1 | catalogMs=1
recommendations request | id=098ee4e1-ee8b-4863-a171-0d5be970f02d | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=b3a32b35-5d0d-44af-9086-bd0dba2d9780 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=ed7e87d0-46bb-4856-b019-bb0604be0c7e | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=da56c322-26d7-47f5-bab6-93f916767061 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=2 | catalogMs=1
recommendations request | id=82ba479f-bd4b-4593-9dce-44ab1771ee2c | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=5a6a290c-788c-4611-a7d9-76d6689f6783 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=e4811cfd-8852-4fec-a5cc-36db39cf2bcb | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=bd9391be-3fbc-4e37-809a-bc3c5abd3603 | GET /recommendations/1 | status=200 | durationMs=1 | usersMs=0 | catalogMs=1
recommendations request | id=09e3a68a-9bf4-45a3-8d51-34ea50da431a | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=e81763f6-8a3c-4e15-86fd-729b0e2f8cb0 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=ea1bca5a-0259-4d25-b7bc-664d5234c977 | GET /recommendations/1 | status=200 | durationMs=1 | usersMs=0 | catalogMs=1
recommendations request | id=a033598d-cfec-417e-aaba-5941a0f699f0 | GET /recommendations/1 | status=200 | durationMs=1 | usersMs=1 | catalogMs=1
recommendations request | id=07606a8c-d237-47f4-9d57-a0e5ced42dcc | GET /recommendations/1 | status=200 | durationMs=1 | usersMs=0 | catalogMs=1
recommendations request | id=9e8b2d6e-f186-43e0-b9a3-778b07cf004a | GET /recommendations/1 | status=200 | durationMs=1 | usersMs=1 | catalogMs=1
recommendations request | id=1fb693d5-4c54-4d7a-aa04-1b6196a3aa08 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=5bbee4f0-3f93-4518-98c4-78d0e8101d2b | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=a8267789-9b9a-40dc-ae5d-28ad8141ef71 | GET /recommendations/1 | status=200 | durationMs=1 | usersMs=0 | catalogMs=1
recommendations request | id=d367b70e-d2bf-4549-889c-255587b895ab | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=8f3ff8f6-20e9-4085-b959-3fddc7532402 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=fbf17fa1-be2a-48f8-9b7e-f9cb9c9dc8d3 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=81e4b3d1-f1ea-4c9b-a45a-38334cdea207 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=2
recommendations request | id=499d0609-ba2d-4a0a-a454-5c59949463b8 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=e607db76-e67f-4fc9-8995-4d235d2f5642 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=1
recommendations request | id=7836cc98-0f7c-4ac0-8b8b-96e474f58cec | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=bdf7233a-1997-4b9f-af69-5e1e5cd33c7b | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=94c445a1-3213-4342-861b-ddc50400fff0 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=2
recommendations request | id=cd9eee5e-589c-410c-9f12-3ec74826007d | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=2 | catalogMs=2
recommendations request | id=259900d2-3569-4385-8782-172b6d09c9c8 | GET /recommendations/1 | status=200 | durationMs=3 | usersMs=1 | catalogMs=3
recommendations request | id=62566de2-70b7-414b-bf1f-53dba354276f | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=af452dbd-fe5e-4449-a402-ed192a292556 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
recommendations request | id=942438a2-2aed-4945-b87f-5920f5e2ad7a | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=e6e1d4e9-039a-4f64-8bbb-8e1219e8cf62 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=6e3022b4-bbac-42e1-9276-3670f59162c2 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=1
recommendations request | id=a1762301-031d-4600-b8ee-e622bbd68c13 | GET /recommendations/1 | status=200 | durationMs=2 | usersMs=1 | catalogMs=2
