gateway listening on port 3000
gateway request | id=3f49c99a-ebfc-4d4f-b4e2-49989e481a64 | GET /health | status=200 | durationMs=7 | upstream=n/a | cache=n/a | source=n/a
gateway request | id=961f73fd-6375-4336-9e80-1ec9a89d6992 | GET /api/recommendations/1 | status=200 | durationMs=10 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=f0a21767-9df0-456c-bd02-cd134c51b30e | GET /api/recommendations/1 | status=200 | durationMs=12 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=9e5da753-cefc-4f0b-b8fb-9dcf8c9770af | GET /api/recommendations/1 | status=200 | durationMs=16 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=b36ef66a-b68b-409c-aaf0-087ede0fabb2 | GET /api/recommendations/1 | status=200 | durationMs=17 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=b27cdad7-ed78-4d56-949f-2887cfb94835 | GET /api/recommendations/1 | status=200 | durationMs=15 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=bd27c0bc-73e6-4873-a071-6dd2e352ef34 | GET /api/recommendations/1 | status=200 | durationMs=10 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=9eced03f-7ac5-42d7-a937-36ec572fcefd | GET /api/recommendations/1 | status=200 | durationMs=14 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=33c9973b-afe7-4ca4-ba1d-393628eceba2 | GET /api/recommendations/1 | status=200 | durationMs=14 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=94b9d5c1-0435-427d-824b-1d5f30e78482 | GET /api/recommendations/1 | status=200 | durationMs=16 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=fade98af-f1f5-491c-ae65-ab029231cabc | GET /api/recommendations/1 | status=200 | durationMs=16 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=02c596df-7b48-4788-a158-9c36269f8b54 | GET /api/recommendations/1 | status=200 | durationMs=18 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=b76ed2a2-cca7-4ec4-84b7-529f5fc96835 | GET /api/recommendations/1 | status=200 | durationMs=15 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=eb851891-3dd1-4e92-a3d7-97cbc2d6a947 | GET /api/recommendations/1 | status=200 | durationMs=16 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=eed7630d-9d03-40ca-a300-739f84898e10 | GET /api/recommendations/1 | status=200 | durationMs=17 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=05ebfab3-d27b-4069-a95d-a681c7641ff5 | GET /api/recommendations/1 | status=200 | durationMs=16 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=2bf54e99-a943-4f74-82a4-fdb586618bc0 | GET /api/recommendations/1 | status=200 | durationMs=13 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=4e47883a-553e-4376-89bc-1a030cfa5b9c | GET /api/recommendations/1 | status=200 | durationMs=17 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=fd328261-b6d0-4e32-8518-a6d8f432be34 | GET /api/recommendations/1 | status=200 | durationMs=15 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=6182037f-f94f-49da-9ebc-70592fb5f230 | GET /api/recommendations/1 | status=200 | durationMs=17 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=aaffdade-1b29-459a-873b-69834b9409c7 | GET /api/recommendations/1 | status=200 | durationMs=15 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=313ef6ef-261c-4414-8a50-529b8b32b2cd | GET /api/recommendations/1 | status=200 | durationMs=14 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=d7fe209f-2506-41d1-8d2c-80898a6bea7f | GET /api/recommendations/1 | status=200 | durationMs=13 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=573dcfc7-c4e7-48bb-ad81-659a205802fa | GET /api/recommendations/1 | status=200 | durationMs=14 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=dd508993-2d63-4c30-83c0-f9c6fd1574f5 | GET /api/recommendations/1 | status=200 | durationMs=12 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=bf7a7f31-9723-4dae-98b7-e40980050dac | GET /api/recommendations/1 | status=200 | durationMs=14 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=81e34be7-1ca7-4b08-b18a-dbc349eb1a41 | GET /api/recommendations/1 | status=200 | durationMs=17 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=5a9ddd31-828b-4f19-8db9-afa5520119c4 | GET /api/recommendations/1 | status=200 | durationMs=12 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=507e18cd-c51e-4a25-b065-5156e3fb82b1 | GET /api/recommendations/1 | status=200 | durationMs=10 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=f273d6fc-905e-4c3a-a66f-91e146eef047 | GET /api/recommendations/1 | status=200 | durationMs=11 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=78a3b5e0-75ba-4aec-960c-610aa6f29942 | GET /api/recommendations/1 | status=200 | durationMs=13 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=c825159b-2f71-480b-8cc9-0e148cdda8b8 | GET /api/recommendations/1 | status=200 | durationMs=13 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=caea65bd-772a-4110-9aab-39b7b82678d8 | GET /api/recommendations/1 | status=200 | durationMs=15 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=181911fa-b007-4c6f-9a2c-b89e34208f22 | GET /api/recommendations/1 | status=200 | durationMs=15 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=23d58cba-e3b0-40b6-a59a-e9755a92246c | GET /api/recommendations/1 | status=200 | durationMs=16 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=45282216-801c-44e6-9b78-b54542eaafbf | GET /api/recommendations/1 | status=200 | durationMs=15 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=b40af830-eb47-4539-9757-01e41b5aff7b | GET /api/recommendations/1 | status=200 | durationMs=17 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=446046e5-31c0-4e0e-8463-8dc5a9894555 | GET /api/recommendations/1 | status=200 | durationMs=10 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=dbf725b1-d912-48d9-b53c-477cef437572 | GET /api/recommendations/1 | status=200 | durationMs=15 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=e0edce69-7d33-4dd4-9cdc-f9e23ee36810 | GET /api/recommendations/1 | status=200 | durationMs=18 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=3fd2595e-cc70-495c-8e9a-2cb5423bc929 | GET /api/recommendations/1 | status=200 | durationMs=18 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=1e514531-d029-4fb8-a4d4-2ac38ae05420 | GET /api/recommendations/1 | status=200 | durationMs=18 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=45d9194f-9fd3-4571-9fae-df2dc01900fc | GET /api/recommendations/1 | status=200 | durationMs=14 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=2834be87-ae97-4d16-ac8e-baa4a9db1878 | GET /api/recommendations/1 | status=200 | durationMs=16 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=46d33852-b1ff-49e1-b34d-ba044c374164 | GET /api/recommendations/1 | status=200 | durationMs=19 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=36caa4f8-cdbb-47af-9377-71b9342e4f67 | GET /api/recommendations/1 | status=200 | durationMs=23 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=ac8c3d4e-664b-4183-a432-012f8463c4f4 | GET /api/recommendations/1 | status=200 | durationMs=25 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=da0dcc6a-1a63-40ba-b669-02abdbeac3b6 | GET /api/recommendations/1 | status=200 | durationMs=22 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=0b694172-6147-4876-9394-084e1e0bc05a | GET /api/recommendations/1 | status=200 | durationMs=20 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=17602519-426f-4947-800d-8b897dcd1654 | GET /api/recommendations/1 | status=200 | durationMs=16 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=d4471bf1-bfab-4442-b7be-c35d0272c68d | GET /api/recommendations/1 | status=200 | durationMs=18 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=4abe36a4-c6e2-475b-9520-88e2fd06ad75 | GET /api/recommendations/1 | status=200 | durationMs=19 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=31ce52d7-0500-4852-b9b9-aa15421ffab3 | GET /api/recommendations/1 | status=200 | durationMs=12 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=d7d7462f-5626-48d0-9d55-c8825f6f93e1 | GET /api/recommendations/1 | status=200 | durationMs=11 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=1a8318cc-ad2a-4a23-9e9e-85c1fe70b147 | GET /api/recommendations/1 | status=200 | durationMs=16 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=d64cf04c-7497-43cd-a82b-b42af2ac78f7 | GET /api/recommendations/1 | status=200 | durationMs=10 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=a955ad64-e119-49c1-be51-84c3361de2be | GET /api/recommendations/1 | status=200 | durationMs=19 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=ee0c5a17-c4b2-4df6-a984-166f6a49c25c | GET /api/recommendations/1 | status=200 | durationMs=18 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=b4aa472c-30c9-476d-bcfa-1213a87f6186 | GET /api/recommendations/1 | status=200 | durationMs=17 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=dad3530a-7379-4439-bd0b-46a3f6fe7cb3 | GET /api/recommendations/1 | status=200 | durationMs=15 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=a2f50aa5-60d2-48c3-9302-baa3d9f064ac | GET /api/recommendations/1 | status=200 | durationMs=15 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=1bc4bb74-a4a2-47e3-a7d7-c202b3bf1429 | GET /api/recommendations/1 | status=200 | durationMs=17 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=f04009f4-dd3a-4bad-a53f-8d57b09ca712 | GET /api/recommendations/1 | status=200 | durationMs=12 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=928dacbd-df56-4714-96aa-a37a7f30b880 | GET /api/recommendations/1 | status=200 | durationMs=11 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=154e655d-3d00-4503-a563-5cab5b2b0bc9 | GET /api/recommendations/1 | status=200 | durationMs=15 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=79aa39fc-de02-49e1-915d-8515a9d71a0e | GET /api/recommendations/1 | status=200 | durationMs=16 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=898d1c5c-abd5-498f-8009-aff17c5132a9 | GET /api/recommendations/1 | status=200 | durationMs=10 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=af390d7f-2513-44c9-9378-e0041a239691 | GET /api/recommendations/1 | status=200 | durationMs=11 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=c3ff112d-36c2-4ec7-87c4-0de22d9a7ca0 | GET /api/recommendations/1 | status=200 | durationMs=14 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=ae7ecf66-5815-4611-a8b6-600d7988034f | GET /api/recommendations/1 | status=200 | durationMs=13 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=d5b6b934-9aae-4b7f-a42f-2a6a8ee3772d | GET /api/recommendations/1 | status=200 | durationMs=14 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=280cd5a6-0a00-419d-9041-2caf6c448662 | GET /api/recommendations/1 | status=200 | durationMs=16 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=e5e5fa14-fdc5-4294-9fef-290f4b51e0af | GET /api/recommendations/1 | status=200 | durationMs=15 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=590f1ef7-64dc-46c3-a4c0-570999b1f780 | GET /api/recommendations/1 | status=200 | durationMs=15 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=75c233e8-4c3d-4d05-a19b-78894b5f178c | GET /api/recommendations/1 | status=200 | durationMs=16 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=7e140137-41da-42b2-9ea6-2297339da929 | GET /api/recommendations/1 | status=200 | durationMs=18 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=d0f767b6-d33e-46e1-bfa3-3e0b3df8085d | GET /api/recommendations/1 | status=200 | durationMs=20 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=58267e69-be11-48cc-a230-786b42bed41b | GET /api/recommendations/1 | status=200 | durationMs=20 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=d2c14960-5448-46d9-8751-c82c5902f6f5 | GET /api/recommendations/1 | status=200 | durationMs=20 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=946a7cd4-52a1-4efc-ac40-b6376a6996f7 | GET /api/recommendations/1 | status=200 | durationMs=19 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=38edd814-9a5c-4c97-82e7-62ece80e1b5a | GET /api/recommendations/1 | status=200 | durationMs=12 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=5bba2398-0ce8-4293-b5ff-82f35a170d7c | GET /api/recommendations/1 | status=200 | durationMs=16 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=3cfd079e-ba80-4659-b6cf-ddcf48536fce | GET /api/recommendations/1 | status=200 | durationMs=18 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=c8204b8f-4504-41d3-89e7-be22d369e6eb | GET /api/recommendations/1 | status=200 | durationMs=11 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=4b18c219-3613-4e2d-8e2f-cc2e16b4d925 | GET /api/recommendations/1 | status=200 | durationMs=11 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=a821ee0e-4e22-40a6-b0db-0225caf0aa98 | GET /api/recommendations/1 | status=200 | durationMs=11 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=4251357f-aa5b-4499-aae5-cad5cdd2e2b8 | GET /api/recommendations/1 | status=200 | durationMs=13 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=a425c7f4-7131-41d7-b18b-1772402c9527 | GET /api/recommendations/1 | status=200 | durationMs=16 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=19c7ee57-0514-4b1c-a7ae-532d430ed231 | GET /api/recommendations/1 | status=200 | durationMs=15 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=84d90e7a-f7ed-4b5c-9804-ed89feb51071 | GET /api/recommendations/1 | status=200 | durationMs=14 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=1e63e2ea-bb3d-4b6b-bd28-e2b6d604209b | GET /api/recommendations/1 | status=200 | durationMs=11 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=cb0aa5cc-d3a7-484a-a86d-1e2568ff81e6 | GET /api/recommendations/1 | status=200 | durationMs=12 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=58352ac6-c5bf-4b56-af48-67bd2f160a6b | GET /api/recommendations/1 | status=200 | durationMs=13 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=dd7804ae-e7fa-4d4c-8511-ecb42f8c6e33 | GET /api/recommendations/1 | status=200 | durationMs=11 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=4e9c30f7-81f3-421d-b215-9fb4c150e3b6 | GET /api/recommendations/1 | status=200 | durationMs=10 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=6de72864-5c0a-42de-a0de-1a005a126b75 | GET /api/recommendations/1 | status=200 | durationMs=10 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=c95bfe1e-9c9a-45a3-8151-5a0017a7f641 | GET /api/recommendations/1 | status=200 | durationMs=11 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=5aed02f5-de1b-4343-9014-cb1d69c611cf | GET /api/recommendations/1 | status=200 | durationMs=12 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=c89d54ae-dbe7-416c-9555-0662ce388095 | GET /api/recommendations/1 | status=200 | durationMs=10 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=222ade58-9d4f-41b4-a53a-1b04d0537c5f | GET /api/recommendations/1 | status=200 | durationMs=10 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=3c1bc050-cffa-4a7b-a4e4-846405a6028b | GET /api/recommendations/1 | status=200 | durationMs=14 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=b6132cd9-17a5-4307-af8e-499124edf4a5 | GET /api/recommendations/1 | status=200 | durationMs=16 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=5019c801-5d70-46b6-994a-8f1e460ce5e0 | GET /api/recommendations/1 | status=200 | durationMs=15 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=4bcdf7dd-64aa-41a0-b2df-e45b0413a78e | GET /api/recommendations/1 | status=200 | durationMs=15 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=28ae0569-2c95-42cf-8b46-bf6b89a09a1b | GET /api/recommendations/1 | status=200 | durationMs=14 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=295d2882-5fdd-4fe1-9d03-2d9c0b18a01a | GET /api/recommendations/1 | status=200 | durationMs=12 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=8840e12f-76c4-4527-9f92-a2eaa6eb50c8 | GET /api/recommendations/1 | status=200 | durationMs=11 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=3d55734c-4326-4c2f-bcd9-0f65ec9aba4f | GET /api/recommendations/1 | status=200 | durationMs=14 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=be5ca5de-4c79-4e2c-b50b-3938093d9436 | GET /api/recommendations/1 | status=200 | durationMs=17 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=0f8abdc5-4956-4658-8262-7135945b52ee | GET /api/recommendations/1 | status=200 | durationMs=12 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=a5ef77cb-7ae5-4190-93be-09fd2267f45a | GET /api/recommendations/1 | status=200 | durationMs=15 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=7b0a62e5-3673-4f63-8ff0-9c0b7b7b4e44 | GET /api/recommendations/1 | status=200 | durationMs=13 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=fe16b3be-f58b-4041-bfb2-7c125c0e31b0 | GET /api/recommendations/1 | status=200 | durationMs=14 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=623cc492-5d69-43df-a64a-2b441bec488d | GET /api/recommendations/1 | status=200 | durationMs=13 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=a597afac-ea5a-4732-96ee-b2709bd4818d | GET /api/recommendations/1 | status=200 | durationMs=12 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=45c26a7b-a346-4693-9e88-d0585a75b8f7 | GET /api/recommendations/1 | status=200 | durationMs=12 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=1a009a0f-82b3-43e0-aa80-6da330b219b1 | GET /api/recommendations/1 | status=200 | durationMs=15 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=0c9561a7-0e95-43b8-8230-7d1fa7d76511 | GET /api/recommendations/1 | status=200 | durationMs=15 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=c3f07992-ba80-48a8-b46e-131ce93544e4 | GET /api/recommendations/1 | status=200 | durationMs=15 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=90bf9c7f-f057-4f3f-9d95-ef6ec3284af8 | GET /api/recommendations/1 | status=200 | durationMs=14 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=3bab7f17-d895-4d1e-a4eb-168713890d53 | GET /api/recommendations/1 | status=200 | durationMs=13 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=9e10edf9-1241-4fd4-a657-70fda157c853 | GET /api/recommendations/1 | status=200 | durationMs=14 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=08c48d8e-3e99-44a2-81e1-c13ee8c5e613 | GET /api/recommendations/1 | status=200 | durationMs=12 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=a1b0dbad-7aba-4ad4-8e42-fe24c7354674 | GET /api/recommendations/1 | status=200 | durationMs=11 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=712e60e8-d47d-4ada-9c2b-0ccba4e0d3b3 | GET /api/recommendations/1 | status=200 | durationMs=11 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=e3857db6-9ef7-4e5c-89e5-45e21c5ea691 | GET /api/recommendations/1 | status=200 | durationMs=12 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=3ac52a91-a873-4e9c-a12e-5a05cabd84e3 | GET /api/recommendations/1 | status=200 | durationMs=13 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=c80f86ea-865e-4de9-b8a8-08d390b15a40 | GET /api/recommendations/1 | status=200 | durationMs=13 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=d0308bd3-bc58-4296-9ce6-177f032c89e8 | GET /api/recommendations/1 | status=200 | durationMs=14 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=75668837-0a81-496a-b9cb-bef7d0a8c2a4 | GET /api/recommendations/1 | status=200 | durationMs=13 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=21603379-1a40-4c88-9b9e-ffb8a08e5095 | GET /api/recommendations/1 | status=200 | durationMs=13 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=e989bf7d-6384-4a22-922e-df57e3224f52 | GET /api/recommendations/1 | status=200 | durationMs=14 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=2a880d91-5c94-4622-bebd-4526a346ea31 | GET /api/recommendations/1 | status=200 | durationMs=12 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=4baf6ae7-f5b3-428b-8ab0-f8e2babb3773 | GET /api/recommendations/1 | status=200 | durationMs=9 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=be4e3f06-9e63-484e-8774-c9afa2051de8 | GET /api/recommendations/1 | status=200 | durationMs=13 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=d824ea73-2c9d-415f-aecf-b52121affa40 | GET /api/recommendations/1 | status=200 | durationMs=14 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=d5a8dbd1-7038-4279-92d7-6db1bf48fc0f | GET /api/recommendations/1 | status=200 | durationMs=14 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=6d8ad32d-6c9f-4177-9d5c-f6de1886c426 | GET /api/recommendations/1 | status=200 | durationMs=14 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=8aabfc49-142b-44c1-9910-479d203e2536 | GET /api/recommendations/1 | status=200 | durationMs=13 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=defa3762-1d18-439a-a8c7-e6c5bdf92ec0 | GET /api/recommendations/1 | status=200 | durationMs=11 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=6f83184d-ed75-4c87-9961-c011ae6f4902 | GET /api/recommendations/1 | status=200 | durationMs=11 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=e6c8dbfd-667b-4eb4-a7cf-c1e0a480db0e | GET /api/recommendations/1 | status=200 | durationMs=13 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=6ad5f50f-0a2e-4d4a-99e6-b87f52d012b4 | GET /api/recommendations/1 | status=200 | durationMs=14 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=a50d8ebb-365c-4a44-a2d4-3aa8f9dd7212 | GET /api/recommendations/1 | status=200 | durationMs=12 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=98401eaf-0306-492d-8bd5-cfd751227efd | GET /api/recommendations/1 | status=200 | durationMs=15 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=78635c2f-14fe-4ee2-970a-d706ec2a4c9e | GET /api/recommendations/1 | status=200 | durationMs=20 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=538c61b8-af5d-4b04-8a45-efd63d4a3fdd | GET /api/recommendations/1 | status=200 | durationMs=20 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=797fd33f-4954-4bfb-8440-f19a4677455b | GET /api/recommendations/1 | status=200 | durationMs=22 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=e1464b80-f992-439a-ba09-1208b36ed7ca | GET /api/recommendations/1 | status=200 | durationMs=23 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=f8290674-98af-43dc-b485-27442de87dcd | GET /api/recommendations/1 | status=200 | durationMs=25 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=b93a44ba-90c2-4d34-8f18-543cf820ae2b | GET /api/recommendations/1 | status=200 | durationMs=27 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=7d8023ec-b702-4bfc-99d9-8baef006f89f | GET /api/recommendations/1 | status=200 | durationMs=24 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=3b1bd650-63a2-4c17-a169-10ab0278039c | GET /api/recommendations/1 | status=200 | durationMs=21 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=e56f9ed3-965d-4f1f-9c0b-243e0c06cde0 | GET /api/recommendations/1 | status=200 | durationMs=25 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=130dcb96-8ce7-4a49-acd2-902e52e5ed1d | GET /api/recommendations/1 | status=200 | durationMs=28 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=681fe877-d094-4069-86c7-36ff79b60805 | GET /api/recommendations/1 | status=200 | durationMs=29 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=52a7782d-237d-43d2-a941-c65f8d4b9b92 | GET /api/recommendations/1 | status=200 | durationMs=29 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=5dfd3cda-6500-4739-a9d4-dcffc6bcf6ff | GET /api/recommendations/1 | status=200 | durationMs=31 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=d837cff9-1e85-4eff-8584-54286613510e | GET /api/recommendations/1 | status=200 | durationMs=31 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=ab1c2316-53ab-41bc-abc3-53237e8e1adf | GET /api/recommendations/1 | status=200 | durationMs=31 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=815f9117-8e50-478e-a15d-02cdcb70b3e8 | GET /api/recommendations/1 | status=200 | durationMs=26 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=f186b74e-5248-4133-8240-d0f1858a5d48 | GET /api/recommendations/1 | status=200 | durationMs=21 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=d466cac0-feeb-4431-8c54-8c51dec8b12f | GET /api/recommendations/1 | status=200 | durationMs=20 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=a1a76ab1-ca0b-4cbb-a65f-1d1281743f39 | GET /api/recommendations/1 | status=200 | durationMs=28 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=5e3417a0-9044-4107-9b59-f9038a027c6c | GET /api/recommendations/1 | status=200 | durationMs=29 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=6be342da-3bdd-42b8-820b-b7b9ab5353c6 | GET /api/recommendations/1 | status=200 | durationMs=29 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=12f74d92-7a3a-4607-8d8d-ca447afd9d9f | GET /api/recommendations/1 | status=200 | durationMs=21 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=05200f59-4da2-4479-83da-efabcf1a342d | GET /api/recommendations/1 | status=200 | durationMs=24 | upstream=recommendations | cache=n/a | source=n/a
