recommendations listening on port 3003
recommendations request | id=7c9cea9c-f47a-4909-bca3-878955c78b01 | GET /health | status=200 | durationMs=3 | usersMs=n/a | catalogMs=n/a
recommendations request | id=73205487-ecae-4525-aaec-d628d7600af6 | GET /recommendations/1 | status=200 | durationMs=98 | usersMs=94 | catalogMs=97
recommendations request | id=0934fc29-1cb1-4951-91f5-dc13ff4110a4 | GET /recommendations/1 | status=200 | durationMs=99 | usersMs=92 | catalogMs=97
recommendations request | id=c881ce11-dcde-45b2-8229-7858d7e284a1 | GET /recommendations/1 | status=200 | durationMs=97 | usersMs=92 | catalogMs=91
recommendations request | id=af97c610-566f-41c5-a8aa-cb3bfee2ffa5 | GET /recommendations/1 | status=200 | durationMs=95 | usersMs=93 | catalogMs=93
recommendations request | id=c4a6a26f-b233-4923-9179-151619c6038d | GET /recommendations/1 | status=200 | durationMs=94 | usersMs=91 | catalogMs=92
recommendations request | id=7ac95244-8f70-43f6-aacd-8cc78c25222f | GET /recommendations/1 | status=200 | durationMs=79 | usersMs=77 | catalogMs=77
recommendations request | id=792f5bf3-9455-4179-abaa-652cc3d3b148 | GET /recommendations/1 | status=200 | durationMs=74 | usersMs=72 | catalogMs=71
recommendations request | id=cd275761-c40c-41d8-94ba-57e562599fec | GET /recommendations/1 | status=200 | durationMs=63 | usersMs=60 | catalogMs=61
recommendations request | id=79ffd6d5-669a-4494-9a1f-cdc1a5a8d9e0 | GET /recommendations/1 | status=200 | durationMs=56 | usersMs=52 | catalogMs=54
recommendations request | id=bffdb508-5cc3-4cf8-8f2b-de79da55c023 | GET /recommendations/1 | status=200 | durationMs=57 | usersMs=51 | catalogMs=55
recommendations request | id=fea2e666-d42c-40e8-ac46-b29d0b9ae677 | GET /recommendations/1 | status=200 | durationMs=61 | usersMs=52 | catalogMs=58
recommendations request | id=af3e4c01-88f5-41a8-b5d4-a8ea2ee5ebdd | GET /recommendations/1 | status=200 | durationMs=63 | usersMs=52 | catalogMs=61
recommendations request | id=682cdafa-c51a-478c-8c60-71d91df78537 | GET /recommendations/1 | status=200 | durationMs=67 | usersMs=52 | catalogMs=65
recommendations request | id=58ea2c69-8822-4cf6-adce-44df6bf97e85 | GET /recommendations/1 | status=200 | durationMs=68 | usersMs=56 | catalogMs=67
recommendations request | id=1b20a88c-34b7-49a5-be48-dceea7f25c69 | GET /recommendations/1 | status=200 | durationMs=71 | usersMs=56 | catalogMs=69
recommendations request | id=90202777-7801-4fc5-be7f-ccb85cd1c072 | GET /recommendations/1 | status=200 | durationMs=74 | usersMs=56 | catalogMs=72
recommendations request | id=3e0e7960-8341-4453-8c6f-71a05ab5b6e4 | GET /recommendations/1 | status=200 | durationMs=75 | usersMs=60 | catalogMs=73
recommendations request | id=58c469a0-11e1-4d42-b98d-deaa7a2c801e | GET /recommendations/1 | status=200 | durationMs=76 | usersMs=65 | catalogMs=74
recommendations request | id=e4e0690b-9bee-4aa4-b8f6-d3ca824222b6 | GET /recommendations/1 | status=200 | durationMs=76 | usersMs=64 | catalogMs=74
recommendations request | id=0fc74672-f83d-4d08-a401-89f4087204e3 | GET /recommendations/1 | status=200 | durationMs=80 | usersMs=68 | catalogMs=77
recommendations request | id=2b7decfb-c284-42cf-9f55-a71b05b6bd8b | GET /recommendations/1 | status=200 | durationMs=80 | usersMs=71 | catalogMs=77
recommendations request | id=67858172-bd21-4fc6-a751-3fa728542142 | GET /recommendations/1 | status=200 | durationMs=81 | usersMs=71 | catalogMs=80
recommendations request | id=caf87a1e-a8c9-4da4-aa3c-185ab48d7b8e | GET /recommendations/1 | status=200 | durationMs=84 | usersMs=71 | catalogMs=82
recommendations request | id=c2812f24-698e-4343-a09d-713b8cb577ba | GET /recommendations/1 | status=200 | durationMs=79 | usersMs=78 | catalogMs=78
recommendations request | id=f585e4ee-df72-4dc1-8a8a-260d7ce7ef32 | GET /recommendations/1 | status=200 | durationMs=79 | usersMs=78 | catalogMs=78
recommendations request | id=f9004283-c149-481c-a144-e9537bed7df0 | GET /recommendations/1 | status=200 | durationMs=79 | usersMs=77 | catalogMs=77
recommendations request | id=c79dc24a-3319-4e24-a406-f2ec78f84933 | GET /recommendations/1 | status=200 | durationMs=81 | usersMs=77 | catalogMs=79
recommendations request | id=664e617d-a7f6-4dee-aec8-4dbebcd77c2c | GET /recommendations/1 | status=200 | durationMs=84 | usersMs=77 | catalogMs=82
recommendations request | id=96e2a1e5-74a7-4062-83b8-784cc737b661 | GET /recommendations/1 | status=200 | durationMs=88 | usersMs=77 | catalogMs=86
recommendations request | id=5ed274ac-1189-4106-b0cd-6e50062f9d4f | GET /recommendations/1 | status=200 | durationMs=87 | usersMs=81 | catalogMs=85
recommendations request | id=74affa23-4297-4d32-86a6-36dfdbb778fb | GET /recommendations/1 | status=200 | durationMs=91 | usersMs=83 | catalogMs=88
recommendations request | id=35b174a4-5399-460f-a7a7-19f21abf2f30 | GET /recommendations/1 | status=200 | durationMs=93 | usersMs=85 | catalogMs=91
recommendations request | id=8776bf31-95c1-4669-96d6-f6d70475528b | GET /recommendations/1 | status=200 | durationMs=94 | usersMs=84 | catalogMs=92
recommendations request | id=96bb1b6e-48fb-4aaf-973b-c799ec942545 | GET /recommendations/1 | status=200 | durationMs=94 | usersMs=90 | catalogMs=92
recommendations request | id=e6403bf4-9fd2-4142-a056-21b2ff87d233 | GET /recommendations/1 | status=200 | durationMs=94 | usersMs=92 | catalogMs=92
recommendations request | id=1226a151-0679-468b-b2eb-1df4b6fda1cb | GET /recommendations/1 | status=200 | durationMs=94 | usersMs=92 | catalogMs=92
recommendations request | id=219e1a22-2ce5-47ce-a70e-c4c2c10cbf25 | GET /recommendations/1 | status=200 | durationMs=97 | usersMs=92 | catalogMs=95
recommendations request | id=03eee843-a2ea-4334-aca1-77cca4d9c25b | GET /recommendations/1 | status=200 | durationMs=98 | usersMs=95 | catalogMs=96
recommendations request | id=8005a3b8-a449-4e59-8330-5265b19bea0c | GET /recommendations/1 | status=200 | durationMs=100 | usersMs=94 | catalogMs=97
recommendations request | id=6a59094f-1407-4e3b-8a3e-d2491b2ae97a | GET /recommendations/1 | status=200 | durationMs=104 | usersMs=94 | catalogMs=102
recommendations request | id=ce9e0388-c737-4ea9-a4fc-7c6f3e777c53 | GET /recommendations/1 | status=200 | durationMs=105 | usersMs=99 | catalogMs=104
recommendations request | id=0c87841b-dc29-4786-a680-fb1e8a273531 | GET /recommendations/1 | status=200 | durationMs=107 | usersMs=99 | catalogMs=106
recommendations request | id=f6534408-854a-4ef0-b4d7-3d4f3282eb49 | GET /recommendations/1 | status=200 | durationMs=110 | usersMs=99 | catalogMs=108
recommendations request | id=ed138ccc-1666-4c31-bc17-d0a38bd06b7e | GET /recommendations/1 | status=200 | durationMs=111 | usersMs=98 | catalogMs=109
recommendations request | id=be5d453e-5317-44c7-90eb-d7d30b593094 | GET /recommendations/1 | status=200 | durationMs=117 | usersMs=98 | catalogMs=111
recommendations request | id=275e4b5c-6271-42a2-97ef-675d7e16eea7 | GET /recommendations/1 | status=200 | durationMs=122 | usersMs=101 | catalogMs=119
recommendations request | id=f8c30dda-5670-4647-b72c-6ebe29cc6a69 | GET /recommendations/1 | status=200 | durationMs=122 | usersMs=103 | catalogMs=120
recommendations request | id=c5d9a6bf-9bd0-4d17-bfc1-66a660f120f1 | GET /recommendations/1 | status=200 | durationMs=124 | usersMs=104 | catalogMs=122
recommendations request | id=cf870919-34c7-45f5-8013-4c19f35a3d2b | GET /recommendations/1 | status=200 | durationMs=127 | usersMs=104 | catalogMs=124
recommendations request | id=7698ae9c-1632-4857-8900-ec723c4b1d05 | GET /recommendations/1 | status=200 | durationMs=128 | usersMs=103 | catalogMs=126
recommendations request | id=c5e77d30-18e1-4bca-bffc-f5c501e49c44 | GET /recommendations/1 | status=200 | durationMs=127 | usersMs=116 | catalogMs=124
recommendations request | id=69a2dd1f-6b77-4a68-88c4-b06570467d18 | GET /recommendations/1 | status=200 | durationMs=124 | usersMs=121 | catalogMs=122
recommendations request | id=6f4b98c7-4214-46cd-8a97-f81c1ad36c58 | GET /recommendations/1 | status=200 | durationMs=121 | usersMs=118 | catalogMs=118
recommendations request | id=3330c2ce-74d5-40c0-97c3-d0b4eb5338c5 | GET /recommendations/1 | status=200 | durationMs=113 | usersMs=111 | catalogMs=111
recommendations request | id=a3ff0661-2ad1-4ec8-8692-77062b64ee83 | GET /recommendations/1 | status=200 | durationMs=110 | usersMs=107 | catalogMs=108
recommendations request | id=beae8e85-810c-44c9-934b-c3ab6b9e05af | GET /recommendations/1 | status=200 | durationMs=82 | usersMs=79 | catalogMs=79
recommendations request | id=d1da20c5-5559-424a-ba37-66748a69f4ae | GET /recommendations/1 | status=200 | durationMs=79 | usersMs=77 | catalogMs=77
recommendations request | id=8c0829ff-41eb-41c6-90e2-03aa2a64757b | GET /recommendations/1 | status=200 | durationMs=82 | usersMs=77 | catalogMs=80
recommendations request | id=9d89b008-9255-4dfb-a293-85692327f4d5 | GET /recommendations/1 | status=200 | durationMs=84 | usersMs=78 | catalogMs=79
recommendations request | id=07458df3-71e4-4599-af5a-32f6e3036ea5 | GET /recommendations/1 | status=200 | durationMs=86 | usersMs=77 | catalogMs=84
recommendations request | id=13f01ac2-fecc-4f78-bd54-91c868a352ed | GET /recommendations/1 | status=200 | durationMs=84 | usersMs=81 | catalogMs=80
recommendations request | id=ff385d97-40e3-486e-84a3-013024e79f9b | GET /recommendations/1 | status=200 | durationMs=84 | usersMs=80 | catalogMs=81
recommendations request | id=c10ed6a9-d645-4d72-948a-6a1cd795f063 | GET /recommendations/1 | status=200 | durationMs=88 | usersMs=81 | catalogMs=86
recommendations request | id=28141974-c8b0-4417-9499-2b5406829ed8 | GET /recommendations/1 | status=200 | durationMs=90 | usersMs=86 | catalogMs=86
recommendations request | id=ec9531e4-0965-44ce-9ea8-f0b65da813a5 | GET /recommendations/1 | status=200 | durationMs=92 | usersMs=85 | catalogMs=89
recommendations request | id=9ddc40be-e1ba-4635-9f2b-12d7c5cbb77d | GET /recommendations/1 | status=200 | durationMs=89 | usersMs=86 | catalogMs=86
recommendations request | id=e9cd6035-4e7f-4106-9c6e-b74adf23ae27 | GET /recommendations/1 | status=200 | durationMs=84 | usersMs=82 | catalogMs=82
recommendations request | id=715ba093-f5ad-4c5e-af45-a73481088b21 | GET /recommendations/1 | status=200 | durationMs=87 | usersMs=82 | catalogMs=85
recommendations request | id=7056d7e0-81f0-4bff-ba80-9ca324c59123 | GET /recommendations/1 | status=200 | durationMs=76 | usersMs=74 | catalogMs=73
recommendations request | id=1aa552a0-ba0c-433c-b529-7ddf4e88a91a | GET /recommendations/1 | status=200 | durationMs=79 | usersMs=70 | catalogMs=70
recommendations request | id=bd60f844-12ee-4def-a424-09b16d583755 | GET /recommendations/1 | status=200 | durationMs=81 | usersMs=70 | catalogMs=80
recommendations request | id=d2b1b5da-91b1-449d-9f08-a5394488a900 | GET /recommendations/1 | status=200 | durationMs=80 | usersMs=78 | catalogMs=79
recommendations request | id=96579429-2e7b-4754-9c3c-284bc4edf5a1 | GET /recommendations/1 | status=200 | durationMs=83 | usersMs=78 | catalogMs=80
recommendations request | id=39815cb8-fd0f-4000-b295-749fbc6d95b0 | GET /recommendations/1 | status=200 | durationMs=88 | usersMs=77 | catalogMs=84
recommendations request | id=8069deff-13d7-4a4b-bd0b-f554e62e7356 | GET /recommendations/1 | status=200 | durationMs=93 | usersMs=79 | catalogMs=86
recommendations request | id=a0e1bc40-d17a-4592-a4c9-a35e4f068ffe | GET /recommendations/1 | status=200 | durationMs=95 | usersMs=81 | catalogMs=93
recommendations request | id=79d28fe4-7a88-47d7-9206-f20f92ead852 | GET /recommendations/1 | status=200 | durationMs=94 | usersMs=90 | catalogMs=93
recommendations request | id=1a0e57aa-28c6-44ea-8a80-e58809dbfca8 | GET /recommendations/1 | status=200 | durationMs=97 | usersMs=90 | catalogMs=95
recommendations request | id=57418984-b833-4699-baf9-0f0e7e4b8148 | GET /recommendations/1 | status=200 | durationMs=99 | usersMs=92 | catalogMs=98
recommendations request | id=6251a5c3-5a42-4f89-ae9b-f59f962616e1 | GET /recommendations/1 | status=200 | durationMs=102 | usersMs=92 | catalogMs=100
recommendations request | id=60f501d5-8147-4f2a-a989-b6b1a3b41fb6 | GET /recommendations/1 | status=200 | durationMs=103 | usersMs=92 | catalogMs=101
recommendations request | id=672e6cd2-ed57-46ec-b6f4-993d8a1386b2 | GET /recommendations/1 | status=200 | durationMs=104 | usersMs=92 | catalogMs=103
recommendations request | id=e328f123-cebd-4383-966f-adf66f21fc59 | GET /recommendations/1 | status=200 | durationMs=106 | usersMs=92 | catalogMs=105
recommendations request | id=c285aa5c-9cac-4293-b4bf-3daf94c85d8f | GET /recommendations/1 | status=200 | durationMs=105 | usersMs=96 | catalogMs=103
recommendations request | id=ec92617e-cfe8-4fc5-a83f-ed707d1c5b48 | GET /recommendations/1 | status=200 | durationMs=110 | usersMs=96 | catalogMs=105
recommendations request | id=aeca2339-c9d0-4f66-b8b1-ea2b71d7be9d | GET /recommendations/1 | status=200 | durationMs=108 | usersMs=105 | catalogMs=104
recommendations request | id=b2f7fbcc-0e4a-491b-9d8d-0131018bd743 | GET /recommendations/1 | status=200 | durationMs=106 | usersMs=103 | catalogMs=104
recommendations request | id=31b6c180-f70b-4879-bed5-2c9dee083bd0 | GET /recommendations/1 | status=200 | durationMs=104 | usersMs=99 | catalogMs=100
recommendations request | id=7fb6b4b9-9f9f-4d46-b785-ea7c8be2a69c | GET /recommendations/1 | status=200 | durationMs=106 | usersMs=99 | catalogMs=104
recommendations request | id=4e778458-77b0-40f1-a8d6-96f4ac0d4fc4 | GET /recommendations/1 | status=200 | durationMs=109 | usersMs=99 | catalogMs=107
recommendations request | id=f4d4339e-aa52-418b-8725-793782e3885b | GET /recommendations/1 | status=200 | durationMs=112 | usersMs=99 | catalogMs=109
recommendations request | id=e16c31b2-eeaf-49c0-a62f-c9f89ad060e2 | GET /recommendations/1 | status=200 | durationMs=109 | usersMs=106 | catalogMs=107
recommendations request | id=36edf8ab-8784-4433-b835-14dd35580cd6 | GET /recommendations/1 | status=200 | durationMs=110 | usersMs=106 | catalogMs=109
recommendations request | id=727e43c9-6481-4b02-b285-dc7bc703e2b1 | GET /recommendations/1 | status=200 | durationMs=107 | usersMs=104 | catalogMs=105
recommendations request | id=b7c48034-d0f2-40ba-86e9-20266381613c | GET /recommendations/1 | status=200 | durationMs=109 | usersMs=104 | catalogMs=107
recommendations request | id=599e7bed-4225-4f77-b779-9b88ddae8308 | GET /recommendations/1 | status=200 | durationMs=114 | usersMs=105 | catalogMs=110
recommendations request | id=92a0c05f-0a7e-432e-a127-912f94462b64 | GET /recommendations/1 | status=200 | durationMs=122 | usersMs=110 | catalogMs=118
recommendations request | id=fa219283-a9d5-49d4-abe6-861e0e167486 | GET /recommendations/1 | status=200 | durationMs=124 | usersMs=118 | catalogMs=121
recommendations request | id=aa3c1dbf-0a13-4b7e-82b0-31231fd78312 | GET /recommendations/1 | status=200 | durationMs=123 | usersMs=119 | catalogMs=120
recommendations request | id=08b5347b-be8a-46df-bc9a-4028421e6bc1 | GET /recommendations/1 | status=200 | durationMs=126 | usersMs=119 | catalogMs=123
recommendations request | id=63f65037-e5f9-43a4-99a4-e49483f816ea | GET /recommendations/1 | status=200 | durationMs=127 | usersMs=118 | catalogMs=125
recommendations request | id=8cae19d6-7835-4f62-b82b-57cab10e37f8 | GET /recommendations/1 | status=200 | durationMs=127 | usersMs=125 | catalogMs=126
recommendations request | id=f95fb4ce-b1e1-4613-a560-7ebdcd6113ae | GET /recommendations/1 | status=200 | durationMs=130 | usersMs=125 | catalogMs=128
recommendations request | id=160b4658-e71d-47b1-ac30-8038583f3af4 | GET /recommendations/1 | status=200 | durationMs=132 | usersMs=125 | catalogMs=129
recommendations request | id=801a2c7a-a432-4065-b144-ab46de56b3c6 | GET /recommendations/1 | status=200 | durationMs=134 | usersMs=125 | catalogMs=132
recommendations request | id=1f9e6816-7fb1-48d1-9b7c-4a7584157726 | GET /recommendations/1 | status=200 | durationMs=128 | usersMs=126 | catalogMs=126
recommendations request | id=370b7f69-b946-494f-8703-99caeb12b7d8 | GET /recommendations/1 | status=200 | durationMs=128 | usersMs=126 | catalogMs=126
recommendations request | id=1247b3d5-e8d8-4eda-bd46-feff6020d9f7 | GET /recommendations/1 | status=200 | durationMs=129 | usersMs=125 | catalogMs=127
recommendations request | id=4fcddec7-9213-47c4-9fe1-3ca31180398c | GET /recommendations/1 | status=200 | durationMs=131 | usersMs=127 | catalogMs=127
recommendations request | id=e03d9d98-7bb5-44e1-a506-f0c232830534 | GET /recommendations/1 | status=200 | durationMs=128 | usersMs=124 | catalogMs=124
recommendations request | id=41b4944d-5a45-4983-bfb2-f71b77771938 | GET /recommendations/1 | status=200 | durationMs=131 | usersMs=124 | catalogMs=128
recommendations request | id=18eebe4a-9622-4a75-b304-f2ad3a71af1f | GET /recommendations/1 | status=200 | durationMs=132 | usersMs=128 | catalogMs=129
recommendations request | id=81b6c246-9301-40b9-b500-589e6f97f7b9 | GET /recommendations/1 | status=200 | durationMs=130 | usersMs=129 | catalogMs=129
recommendations request | id=ee91f49a-a33a-4345-ae49-05c17cb47e8f | GET /recommendations/1 | status=200 | durationMs=119 | usersMs=117 | catalogMs=117
recommendations request | id=59c63f31-db46-452d-8d02-ebe3f923b235 | GET /recommendations/1 | status=200 | durationMs=117 | usersMs=115 | catalogMs=114
recommendations request | id=6544e061-1538-41dd-a8de-30f3eca9066f | GET /recommendations/1 | status=200 | durationMs=119 | usersMs=114 | catalogMs=117
recommendations request | id=e71ca557-00c8-4d1a-9add-7357796a1688 | GET /recommendations/1 | status=200 | durationMs=122 | usersMs=114 | catalogMs=120
recommendations request | id=470a648b-f8da-41ff-8cc0-7be2b5fb3492 | GET /recommendations/1 | status=200 | durationMs=124 | usersMs=114 | catalogMs=122
recommendations request | id=27539348-3d30-4b69-be4e-d1199e99224c | GET /recommendations/1 | status=200 | durationMs=112 | usersMs=109 | catalogMs=109
recommendations request | id=b2805ab1-409b-49f7-8441-4da53e0a564c | GET /recommendations/1 | status=200 | durationMs=114 | usersMs=109 | catalogMs=112
recommendations request | id=865a32c8-e127-41ab-ae6d-90468fbe1aa7 | GET /recommendations/1 | status=200 | durationMs=115 | usersMs=108 | catalogMs=113
recommendations request | id=2c93135f-4f81-41fa-a93d-f5863ce2de64 | GET /recommendations/1 | status=200 | durationMs=117 | usersMs=110 | catalogMs=115
recommendations request | id=b57c56c0-aee2-4d31-9829-fa399baa6a30 | GET /recommendations/1 | status=200 | durationMs=115 | usersMs=112 | catalogMs=113
recommendations request | id=e51a37e5-1313-4c34-8250-ba44e3ab225f | GET /recommendations/1 | status=200 | durationMs=118 | usersMs=112 | catalogMs=116
recommendations request | id=ae31b871-11e1-460a-b358-405b63e02e25 | GET /recommendations/1 | status=200 | durationMs=115 | usersMs=113 | catalogMs=113
recommendations request | id=846e44ae-2dd4-4607-bbdf-c07988a69ac8 | GET /recommendations/1 | status=200 | durationMs=117 | usersMs=112 | catalogMs=115
recommendations request | id=a786bd26-bca8-4a5f-82fb-8eca9bc911ba | GET /recommendations/1 | status=200 | durationMs=101 | usersMs=99 | catalogMs=100
recommendations request | id=24be1d10-5923-4f48-9560-de67713ab27d | GET /recommendations/1 | status=200 | durationMs=104 | usersMs=100 | catalogMs=101
recommendations request | id=82bd4f06-18e6-47f1-8b37-9abc5f0ebe17 | GET /recommendations/1 | status=200 | durationMs=106 | usersMs=101 | catalogMs=103
recommendations request | id=d271c7b3-7bf0-4273-b44a-d1e4ea82050f | GET /recommendations/1 | status=200 | durationMs=103 | usersMs=96 | catalogMs=98
recommendations request | id=3d70be1d-804e-47d9-8401-02b6829145d1 | GET /recommendations/1 | status=200 | durationMs=101 | usersMs=98 | catalogMs=98
recommendations request | id=92750d79-86dd-4e5f-bcdb-7e3f7f59d396 | GET /recommendations/1 | status=200 | durationMs=101 | usersMs=98 | catalogMs=98
recommendations request | id=9357177f-6d2e-40c0-9bdd-a19245ce1237 | GET /recommendations/1 | status=200 | durationMs=103 | usersMs=98 | catalogMs=101
recommendations request | id=2d1b94ea-5e99-4c0a-a7e3-d60ecc4d25cb | GET /recommendations/1 | status=200 | durationMs=104 | usersMs=101 | catalogMs=101
recommendations request | id=4e9cd8c9-d9e3-4186-a9a6-d7c9820e7a67 | GET /recommendations/1 | status=200 | durationMs=98 | usersMs=95 | catalogMs=96
recommendations request | id=4c74bfeb-3f11-4a27-b0b6-601baaa3dd9c | GET /recommendations/1 | status=200 | durationMs=95 | usersMs=93 | catalogMs=93
recommendations request | id=22258d26-8515-4c0e-88b1-b987f43bbd77 | GET /recommendations/1 | status=200 | durationMs=98 | usersMs=95 | catalogMs=91
recommendations request | id=f8d57674-8ed8-4cbd-a047-0bd3d64d9e47 | GET /recommendations/1 | status=200 | durationMs=96 | usersMs=91 | catalogMs=94
recommendations request | id=2072a66b-5cdd-478e-a4c5-159a665bbb5c | GET /recommendations/1 | status=200 | durationMs=97 | usersMs=90 | catalogMs=95
recommendations request | id=6dffd278-b0be-4e53-93c8-f737665997e6 | GET /recommendations/1 | status=200 | durationMs=100 | usersMs=92 | catalogMs=98
recommendations request | id=20a8d86f-180e-4296-b0ec-5c8a3fc7c35a | GET /recommendations/1 | status=200 | durationMs=102 | usersMs=92 | catalogMs=99
recommendations request | id=7e709be8-2f69-4173-83bc-b4917cabe693 | GET /recommendations/1 | status=200 | durationMs=95 | usersMs=92 | catalogMs=93
recommendations request | id=dca61ff9-b5b9-4974-a887-3e6390c623c0 | GET /recommendations/1 | status=200 | durationMs=95 | usersMs=92 | catalogMs=92
recommendations request | id=de974325-96ba-485a-9048-8b74d10730df | GET /recommendations/1 | status=200 | durationMs=97 | usersMs=92 | catalogMs=95
recommendations request | id=d45752b5-9a09-4028-b73e-74d9f20d1253 | GET /recommendations/1 | status=200 | durationMs=101 | usersMs=92 | catalogMs=97
recommendations request | id=84e3ca08-767c-4a49-986a-1b3e21ef32bd | GET /recommendations/1 | status=200 | durationMs=106 | usersMs=92 | catalogMs=102
recommendations request | id=8ec409fb-56a3-41f1-b5fa-8d72c9da3481 | GET /recommendations/1 | status=200 | durationMs=107 | usersMs=95 | catalogMs=105
recommendations request | id=ecbe462d-3327-4968-9b85-ab2e35fa3912 | GET /recommendations/1 | status=200 | durationMs=107 | usersMs=104 | catalogMs=103
recommendations request | id=d05866d2-5552-4fa3-97b0-6d09aa3cd751 | GET /recommendations/1 | status=200 | durationMs=112 | usersMs=109 | catalogMs=110
recommendations request | id=9e297ca6-b4b9-4149-afae-edb4772f5b4d | GET /recommendations/1 | status=200 | durationMs=111 | usersMs=108 | catalogMs=108
recommendations request | id=1839e84a-f6d3-4e51-80e1-1535c1279090 | GET /recommendations/1 | status=200 | durationMs=104 | usersMs=101 | catalogMs=101
recommendations request | id=ece107a4-bd30-4596-8d34-ecfc83dbc78b | GET /recommendations/1 | status=200 | durationMs=104 | usersMs=101 | catalogMs=100
recommendations request | id=dbb68bc8-c1ff-4899-bc93-9ae450611b9c | GET /recommendations/1 | status=200 | durationMs=105 | usersMs=103 | catalogMs=103
recommendations request | id=557feffc-5afe-4f07-a5dd-909f356e50a5 | GET /recommendations/1 | status=200 | durationMs=104 | usersMs=101 | catalogMs=102
recommendations request | id=63615c58-60d0-4880-b361-38630826bbfc | GET /recommendations/1 | status=200 | durationMs=106 | usersMs=100 | catalogMs=103
recommendations request | id=a129823e-b20c-4b5a-b386-9078a8131200 | GET /recommendations/1 | status=200 | durationMs=108 | usersMs=100 | catalogMs=106
recommendations request | id=5cef87b0-676e-4573-a691-413abddfad36 | GET /recommendations/1 | status=200 | durationMs=111 | usersMs=100 | catalogMs=109
recommendations request | id=82c52a3e-ddb8-4a07-9f2e-4b970e8d600f | GET /recommendations/1 | status=200 | durationMs=109 | usersMs=106 | catalogMs=107
recommendations request | id=bbee89fe-3b37-415c-8fe6-3cb3a01bebf4 | GET /recommendations/1 | status=200 | durationMs=114 | usersMs=107 | catalogMs=110
recommendations request | id=41482fc2-f331-41d8-a92d-65682e71aa9a | GET /recommendations/1 | status=200 | durationMs=116 | usersMs=106 | catalogMs=114
recommendations request | id=7fc3441f-f619-4522-bb2f-775eba86f6ea | GET /recommendations/1 | status=200 | durationMs=118 | usersMs=113 | catalogMs=115
recommendations request | id=bd2a022e-ae98-48e8-967c-e059b6678643 | GET /recommendations/1 | status=200 | durationMs=115 | usersMs=111 | catalogMs=111
recommendations request | id=a1ff114f-ea91-4992-be9e-aa14b5bfe171 | GET /recommendations/1 | status=200 | durationMs=113 | usersMs=109 | catalogMs=110
recommendations request | id=769e9a62-a2a3-4093-9466-0210dcd0dd70 | GET /recommendations/1 | status=200 | durationMs=112 | usersMs=109 | catalogMs=109
recommendations request | id=250e5fc4-d27e-4011-a4b6-ac9fd6227a8b | GET /recommendations/1 | status=200 | durationMs=111 | usersMs=108 | catalogMs=108
recommendations request | id=033f1033-ec46-41d0-b7a3-8019c53ab17e | GET /recommendations/1 | status=200 | durationMs=115 | usersMs=111 | catalogMs=112
recommendations request | id=0e85a123-870c-403b-a096-45008dd87e07 | GET /recommendations/1 | status=200 | durationMs=114 | usersMs=109 | catalogMs=113
recommendations request | id=ab02f6a3-5db7-4524-9ef8-234fe3ae34a0 | GET /recommendations/1 | status=200 | durationMs=118 | usersMs=109 | catalogMs=115
recommendations request | id=34693b83-76a9-4b01-aece-daf82f609374 | GET /recommendations/1 | status=200 | durationMs=118 | usersMs=113 | catalogMs=116
recommendations request | id=d1521159-804f-4997-90df-0cebcb9991d0 | GET /recommendations/1 | status=200 | durationMs=130 | usersMs=112 | catalogMs=128
recommendations request | id=c046133a-c739-4288-b128-818bee0556eb | GET /recommendations/1 | status=200 | durationMs=130 | usersMs=128 | catalogMs=128
recommendations request | id=a98d9b44-9437-4e2b-818c-7dfcf25eefd4 | GET /recommendations/1 | status=200 | durationMs=131 | usersMs=127 | catalogMs=128
recommendations request | id=7674f901-5f38-40bc-89fc-6936589363a8 | GET /recommendations/1 | status=200 | durationMs=129 | usersMs=126 | catalogMs=125
recommendations request | id=d164afd8-c701-4395-884c-1f8078022641 | GET /recommendations/1 | status=200 | durationMs=131 | usersMs=128 | catalogMs=128
recommendations request | id=0353a319-08ba-4b58-a674-3706fdd89f9e | GET /recommendations/1 | status=200 | durationMs=114 | usersMs=112 | catalogMs=111
recommendations request | id=8dd5081a-82c3-464b-b8d8-8e7945715ee5 | GET /recommendations/1 | status=200 | durationMs=114 | usersMs=112 | catalogMs=112
recommendations request | id=82e66feb-76db-412a-b848-fe33b3378805 | GET /recommendations/1 | status=200 | durationMs=114 | usersMs=112 | catalogMs=111
recommendations request | id=1e3f5258-ef8d-460a-8993-a56c9d9306b2 | GET /recommendations/1 | status=200 | durationMs=114 | usersMs=109 | catalogMs=111
recommendations request | id=49fcec35-a136-450a-b08a-f27d6b8de875 | GET /recommendations/1 | status=200 | durationMs=223 | usersMs=220 | catalogMs=110
recommendations request | id=4da5b141-61c8-49b7-b46a-be132cf2bc2e | GET /recommendations/1 | status=200 | durationMs=116 | usersMs=110 | catalogMs=113
recommendations request | id=34bb4c76-3d02-4215-b5ea-8f463ff591bf | GET /recommendations/1 | status=200 | durationMs=117 | usersMs=113 | catalogMs=116
recommendations request | id=51254c7f-5c23-4446-be11-9aa2bbfbe36f | GET /recommendations/1 | status=200 | durationMs=123 | usersMs=112 | catalogMs=117
recommendations request | id=1e3ca448-3d81-424b-bc04-ec486806a7fc | GET /recommendations/1 | status=200 | durationMs=126 | usersMs=114 | catalogMs=123
