recommendations listening on port 3003
recommendations request | id=fb4d5a68-34d3-406e-80cf-1adb30cb96b9 | GET /health | status=200 | durationMs=4 | usersMs=n/a | catalogMs=n/a
recommendations request | id=04d25606-d563-4793-8fd4-0e86c901e880 | GET /recommendations/1 | status=200 | durationMs=19 | usersMs=17 | catalogMs=16
recommendations request | id=6092e570-bdf3-415f-99bc-0dcf88e0bda1 | GET /recommendations/1 | status=200 | durationMs=20 | usersMs=15 | catalogMs=18
recommendations request | id=1669d2a9-f554-4e9d-b37f-dac351e01fc7 | GET /recommendations/1 | status=200 | durationMs=22 | usersMs=19 | catalogMs=16
recommendations request | id=9fe32063-2f4b-4a06-81b3-e8e9b5952392 | GET /recommendations/1 | status=200 | durationMs=20 | usersMs=15 | catalogMs=18
recommendations request | id=fc91a731-468a-4370-a103-167eb8359f17 | GET /recommendations/1 | status=200 | durationMs=26 | usersMs=15 | catalogMs=22
recommendations request | id=b56d1def-8db3-44d0-a6ba-ea9e926dac7b | GET /recommendations/1 | status=200 | durationMs=29 | usersMs=15 | catalogMs=27
recommendations request | id=6e30bf7d-4586-4788-9ca8-38c881cb8462 | GET /recommendations/1 | status=200 | durationMs=35 | usersMs=13 | catalogMs=32
recommendations request | id=9824a75a-d18c-48a4-a626-033241d0438a | GET /recommendations/1 | status=200 | durationMs=39 | usersMs=15 | catalogMs=35
recommendations request | id=24a0efa7-3fd2-4375-8639-77b8a3705cd2 | GET /recommendations/1 | status=200 | durationMs=42 | usersMs=15 | catalogMs=38
recommendations request | id=3dded1d6-a5ff-4cd4-b0c7-8a5143479572 | GET /recommendations/1 | status=200 | durationMs=47 | usersMs=15 | catalogMs=44
recommendations request | id=859aa196-6619-472a-993f-fd402c26eefd | GET /recommendations/1 | status=200 | durationMs=50 | usersMs=15 | catalogMs=48
recommendations request | id=ace26651-e0fa-41ee-af4e-dab8d5285c1e | GET /recommendations/1 | status=200 | durationMs=51 | usersMs=22 | catalogMs=48
recommendations request | id=315ff07d-4e6c-4e35-bd2d-a8a7b10babc0 | GET /recommendations/1 | status=200 | durationMs=49 | usersMs=27 | catalogMs=45
recommendations request | id=70dae120-029c-4f5f-bdaa-74d180513ad3 | GET /recommendations/1 | status=200 | durationMs=51 | usersMs=28 | catalogMs=48
recommendations request | id=4e80927e-5a01-4333-8bf0-a76cc2bda256 | GET /recommendations/1 | status=200 | durationMs=53 | usersMs=29 | catalogMs=50
recommendations request | id=d343164d-b721-4049-bc15-e5c8d5d7d80a | GET /recommendations/1 | status=200 | durationMs=51 | usersMs=31 | catalogMs=49
recommendations request | id=23d8be5c-bf6c-4148-a75c-08f63014adf4 | GET /recommendations/1 | status=200 | durationMs=51 | usersMs=29 | catalogMs=49
recommendations request | id=a4dd9b74-e65e-4606-a6df-c0c29841f230 | GET /recommendations/1 | status=200 | durationMs=45 | usersMs=35 | catalogMs=42
recommendations request | id=0688a42b-a217-4d04-9dbd-ade16a85b914 | GET /recommendations/1 | status=200 | durationMs=37 | usersMs=31 | catalogMs=35
recommendations request | id=c3ff56a1-39fd-4f65-826c-65b8b74890be | GET /recommendations/1 | status=200 | durationMs=35 | usersMs=32 | catalogMs=33
recommendations request | id=16b2484e-90da-4584-8319-80eb44b8fd5b | GET /recommendations/1 | status=200 | durationMs=22 | usersMs=19 | catalogMs=20
recommendations request | id=e93c71dc-5635-4713-bebe-89c1f6ddacc2 | GET /recommendations/1 | status=200 | durationMs=25 | usersMs=19 | catalogMs=23
recommendations request | id=112bc322-5e27-4ce3-a07d-ba80a40bab9b | GET /recommendations/1 | status=200 | durationMs=24 | usersMs=16 | catalogMs=22
recommendations request | id=6777c91f-488b-4a3b-b81b-b62474238647 | GET /recommendations/1 | status=200 | durationMs=30 | usersMs=16 | catalogMs=27
recommendations request | id=3c49563e-4f4b-4f84-b541-60c2ee36fa6b | GET /recommendations/1 | status=200 | durationMs=32 | usersMs=18 | catalogMs=30
recommendations request | id=321d6ab2-2c0b-40bf-80f3-6fe0f141cff7 | GET /recommendations/1 | status=200 | durationMs=25 | usersMs=13 | catalogMs=22
recommendations request | id=10c333fc-525f-40d3-9868-6b2938a98c46 | GET /recommendations/1 | status=200 | durationMs=28 | usersMs=13 | catalogMs=26
recommendations request | id=78a3292c-1cb7-42f2-9377-7caa59d790d9 | GET /recommendations/1 | status=200 | durationMs=30 | usersMs=14 | catalogMs=28
recommendations request | id=4dc1b40a-4eb8-4ba2-9b61-70848d204aa4 | GET /recommendations/1 | status=200 | durationMs=30 | usersMs=11 | catalogMs=28
recommendations request | id=3fb13c38-63dc-4043-990c-e15198d99dc9 | GET /recommendations/1 | status=200 | durationMs=32 | usersMs=11 | catalogMs=30
recommendations request | id=abec53f6-b4e5-43de-a8e9-b79337962462 | GET /recommendations/1 | status=200 | durationMs=36 | usersMs=11 | catalogMs=33
recommendations request | id=8b3b637b-1c8a-4d2b-a227-cb3103aca75d | GET /recommendations/1 | status=200 | durationMs=37 | usersMs=15 | catalogMs=33
recommendations request | id=01f1aa8c-b27e-4515-978d-bc979c008701 | GET /recommendations/1 | status=200 | durationMs=37 | usersMs=15 | catalogMs=35
recommendations request | id=662581e5-59bc-4e32-90ca-1e4b54c0331b | GET /recommendations/1 | status=200 | durationMs=36 | usersMs=13 | catalogMs=33
recommendations request | id=a5d7f99b-10b4-4f13-aaeb-b7aac10448b2 | GET /recommendations/1 | status=200 | durationMs=38 | usersMs=13 | catalogMs=30
recommendations request | id=97f17edf-0ef2-44d9-893c-534459d11b09 | GET /recommendations/1 | status=200 | durationMs=38 | usersMs=12 | catalogMs=35
recommendations request | id=85462565-5cd4-4905-9a89-0d9def75d689 | GET /recommendations/1 | status=200 | durationMs=37 | usersMs=12 | catalogMs=35
recommendations request | id=ad746035-cd0d-4e61-a987-16950f847c0b | GET /recommendations/1 | status=200 | durationMs=37 | usersMs=17 | catalogMs=36
recommendations request | id=3c533aad-1347-477b-bfc6-f88a72419ec8 | GET /recommendations/1 | status=200 | durationMs=34 | usersMs=20 | catalogMs=32
recommendations request | id=7b476e71-310a-4e45-99df-fafe652cb04c | GET /recommendations/1 | status=200 | durationMs=42 | usersMs=18 | catalogMs=39
recommendations request | id=0f1838a1-89fd-4deb-95d1-41687b372916 | GET /recommendations/1 | status=200 | durationMs=45 | usersMs=18 | catalogMs=43
recommendations request | id=43da2acc-5f7b-4df1-bbc0-76bb6d59a9c5 | GET /recommendations/1 | status=200 | durationMs=33 | usersMs=4 | catalogMs=31
recommendations request | id=787bb13b-9954-4a6b-befb-7fbf5ad9ef83 | GET /recommendations/1 | status=200 | durationMs=37 | usersMs=4 | catalogMs=34
recommendations request | id=43321e14-826f-4304-9f3e-5f87f7d428c1 | GET /recommendations/1 | status=200 | durationMs=40 | usersMs=4 | catalogMs=38
recommendations request | id=03bad634-b229-48f5-bb6c-dfe05e1d2c17 | GET /recommendations/1 | status=200 | durationMs=49 | usersMs=4 | catalogMs=48
recommendations request | id=54ef9ca5-54ac-4c3f-97d5-cdc48b4c24b0 | GET /recommendations/1 | status=200 | durationMs=63 | usersMs=4 | catalogMs=58
recommendations request | id=e3233c7b-983a-447e-ac81-33a0e6ffab83 | GET /recommendations/1 | status=200 | durationMs=65 | usersMs=1 | catalogMs=62
recommendations request | id=f5e9b97d-14a7-455e-9af0-34a89f0caa4b | GET /recommendations/1 | status=200 | durationMs=69 | usersMs=1 | catalogMs=66
recommendations request | id=397868df-cc59-48da-a5f5-5f3dc5e90971 | GET /recommendations/1 | status=200 | durationMs=67 | usersMs=1 | catalogMs=64
recommendations request | id=6d79c897-7364-4354-9ce4-0629a010e081 | GET /recommendations/1 | status=200 | durationMs=54 | usersMs=1 | catalogMs=52
recommendations request | id=c0cc31fa-0944-4e43-add1-f39d0f8e22c9 | GET /recommendations/1 | status=200 | durationMs=57 | usersMs=1 | catalogMs=55
recommendations request | id=2936281e-9252-4a81-a7b9-04a54a2c64e0 | GET /recommendations/1 | status=200 | durationMs=69 | usersMs=3 | catalogMs=60
recommendations request | id=8a895af2-b30c-40da-a1e5-650babbd5491 | GET /recommendations/1 | status=200 | durationMs=69 | usersMs=1 | catalogMs=67
recommendations request | id=68a5364a-61c9-44c2-b9d0-f52c4c95b65b | GET /recommendations/1 | status=200 | durationMs=70 | usersMs=3 | catalogMs=67
recommendations request | id=6c7e95a2-bba1-427f-bb40-e9a49e3294b6 | GET /recommendations/1 | status=200 | durationMs=52 | usersMs=4 | catalogMs=49
recommendations request | id=2ad29648-7c6a-4c84-ac19-954c3a9cc4a5 | GET /recommendations/1 | status=200 | durationMs=54 | usersMs=3 | catalogMs=52
recommendations request | id=7cace23f-c06c-44c2-97a8-0c4ee8077cf3 | GET /recommendations/1 | status=200 | durationMs=44 | usersMs=5 | catalogMs=43
recommendations request | id=614e40bc-463b-4691-a2f8-56d999b53124 | GET /recommendations/1 | status=200 | durationMs=47 | usersMs=5 | catalogMs=44
recommendations request | id=3d190c9b-22df-46a5-a28f-08493a1fdb43 | GET /recommendations/1 | status=200 | durationMs=50 | usersMs=4 | catalogMs=47
recommendations request | id=859ef9ff-834f-479f-a94a-7bcb91980268 | GET /recommendations/1 | status=200 | durationMs=50 | usersMs=5 | catalogMs=48
recommendations request | id=3a08f98c-d8ab-4a5c-879b-42c4b1b1b64e | GET /recommendations/1 | status=200 | durationMs=52 | usersMs=4 | catalogMs=50
recommendations request | id=ddc0527a-87d8-4b73-8440-3e29e59a9fea | GET /recommendations/1 | status=200 | durationMs=46 | usersMs=6 | catalogMs=44
recommendations request | id=85b25b62-0ee8-4767-b3e9-22a616c8ef75 | GET /recommendations/1 | status=200 | durationMs=47 | usersMs=14 | catalogMs=44
recommendations request | id=a77c303e-0c55-4830-8ede-b13fe377e523 | GET /recommendations/1 | status=200 | durationMs=49 | usersMs=12 | catalogMs=47
recommendations request | id=c86144c5-ba6f-4417-8418-bd1214bbf527 | GET /recommendations/1 | status=200 | durationMs=33 | usersMs=9 | catalogMs=30
recommendations request | id=3294eafa-68d7-40c2-9c1b-88a5463532df | GET /recommendations/1 | status=200 | durationMs=33 | usersMs=10 | catalogMs=31
recommendations request | id=b392f35e-f478-4537-b679-61b2a25df4fd | GET /recommendations/1 | status=200 | durationMs=33 | usersMs=8 | catalogMs=31
recommendations request | id=78c85f57-4624-47c3-884c-d77d1db79b9b | GET /recommendations/1 | status=200 | durationMs=35 | usersMs=9 | catalogMs=31
recommendations request | id=bf7ba7c6-4cfd-461f-8a46-e6c96a5f9fe5 | GET /recommendations/1 | status=200 | durationMs=37 | usersMs=8 | catalogMs=35
recommendations request | id=1555dce3-b57d-4162-a517-68dbb9c87d38 | GET /recommendations/1 | status=200 | durationMs=37 | usersMs=7 | catalogMs=35
recommendations request | id=2cadb6c6-69ca-4290-8000-34504cd5cd29 | GET /recommendations/1 | status=200 | durationMs=41 | usersMs=8 | catalogMs=36
recommendations request | id=b31ebe07-b460-4b7a-997c-8df617e34b9f | GET /recommendations/1 | status=200 | durationMs=43 | usersMs=7 | catalogMs=42
recommendations request | id=1bea75d6-e800-4840-a533-bd2c33a034e9 | GET /recommendations/1 | status=200 | durationMs=44 | usersMs=7 | catalogMs=40
recommendations request | id=cbaebc50-b917-48c9-a7fe-d211cfedb38e | GET /recommendations/1 | status=200 | durationMs=43 | usersMs=6 | catalogMs=41
recommendations request | id=19b82453-bfca-4971-bd53-22f021902b0c | GET /recommendations/1 | status=200 | durationMs=41 | usersMs=7 | catalogMs=38
recommendations request | id=85284cfe-b33d-4f5a-b18c-208c0f65f5b4 | GET /recommendations/1 | status=200 | durationMs=39 | usersMs=6 | catalogMs=35
recommendations request | id=c3022a1c-604b-4830-a4fc-7b3e8b40c1d0 | GET /recommendations/1 | status=200 | durationMs=41 | usersMs=6 | catalogMs=39
recommendations request | id=c89b68ad-7be4-469d-877a-1449068c0e00 | GET /recommendations/1 | status=200 | durationMs=34 | usersMs=11 | catalogMs=32
recommendations request | id=38529118-3764-42a5-8645-667f01641a89 | GET /recommendations/1 | status=200 | durationMs=37 | usersMs=11 | catalogMs=35
recommendations request | id=0ba09b3b-3390-4258-a1f8-cd1c58289b55 | GET /recommendations/1 | status=200 | durationMs=34 | usersMs=12 | catalogMs=32
recommendations request | id=8e00aa4d-50a1-46ad-94a9-9ac22b82c4b7 | GET /recommendations/1 | status=200 | durationMs=28 | usersMs=16 | catalogMs=26
recommendations request | id=744f9ff1-25ab-4776-b761-b55e3dc93db5 | GET /recommendations/1 | status=200 | durationMs=31 | usersMs=16 | catalogMs=28
recommendations request | id=16a6fff4-87e7-4646-b082-915780cddb0b | GET /recommendations/1 | status=200 | durationMs=33 | usersMs=14 | catalogMs=31
recommendations request | id=485ff7b7-0f00-44f6-90a5-d82967591ae0 | GET /recommendations/1 | status=200 | durationMs=35 | usersMs=16 | catalogMs=33
recommendations request | id=aeda95f6-f327-424b-b461-cca0a3ab75da | GET /recommendations/1 | status=200 | durationMs=33 | usersMs=13 | catalogMs=30
recommendations request | id=13f4bbb1-4cc7-4db4-a93b-677073fcc7a1 | GET /recommendations/1 | status=200 | durationMs=28 | usersMs=8 | catalogMs=25
recommendations request | id=d85e517b-3d6b-4620-a978-b237532864c0 | GET /recommendations/1 | status=200 | durationMs=30 | usersMs=7 | catalogMs=28
recommendations request | id=1aea96ee-4e89-47c1-b230-80d74fd0988c | GET /recommendations/1 | status=200 | durationMs=30 | usersMs=5 | catalogMs=28
recommendations request | id=8b8fcc1c-e468-4eae-8589-d0c89a6df4ea | GET /recommendations/1 | status=200 | durationMs=34 | usersMs=5 | catalogMs=29
recommendations request | id=e2d471cb-dabc-4fc4-9fe3-376e8cb5df77 | GET /recommendations/1 | status=200 | durationMs=29 | usersMs=8 | catalogMs=23
recommendations request | id=96c73625-e2b4-4e29-85bf-c206ede5243b | GET /recommendations/1 | status=200 | durationMs=25 | usersMs=2 | catalogMs=23
recommendations request | id=66f021d3-38f3-4f50-8d5c-539b1fac0077 | GET /recommendations/1 | status=200 | durationMs=27 | usersMs=2 | catalogMs=25
recommendations request | id=fee4d9fe-6f1e-4030-b3ef-d7a0d144a1ef | GET /recommendations/1 | status=200 | durationMs=23 | usersMs=9 | catalogMs=21
recommendations request | id=c33d3b04-f8dd-4f38-a075-9ae707e1a659 | GET /recommendations/1 | status=200 | durationMs=18 | usersMs=9 | catalogMs=14
recommendations request | id=f624f96d-8468-4b3a-9030-343b77298d61 | GET /recommendations/1 | status=200 | durationMs=14 | usersMs=6 | catalogMs=11
recommendations request | id=395db423-f820-4ead-a133-ec5596b44f00 | GET /recommendations/1 | status=200 | durationMs=16 | usersMs=4 | catalogMs=13
recommendations request | id=c6b79dbf-231f-46fd-b3ca-06cc385e3e0e | GET /recommendations/1 | status=200 | durationMs=20 | usersMs=7 | catalogMs=12
recommendations request | id=6cbaed2a-81fe-46e0-974a-096bc749c7c4 | GET /recommendations/1 | status=200 | durationMs=26 | usersMs=6 | catalogMs=22
recommendations request | id=464f229a-d7bd-4cd6-ab5e-b10552656d72 | GET /recommendations/1 | status=200 | durationMs=23 | usersMs=4 | catalogMs=21
recommendations request | id=fa18ebf2-828e-41fb-844e-d93898065038 | GET /recommendations/1 | status=200 | durationMs=22 | usersMs=17 | catalogMs=20
recommendations request | id=3d2c2bb5-57a1-42a6-b209-20b9d847ef89 | GET /recommendations/1 | status=200 | durationMs=16 | usersMs=13 | catalogMs=13
recommendations request | id=215ca66e-5580-4608-9946-a51ae1e9b547 | GET /recommendations/1 | status=200 | durationMs=7 | usersMs=4 | catalogMs=5
recommendations request | id=c13d40ed-5ec8-4d75-bed0-b34c7317af02 | GET /recommendations/1 | status=200 | durationMs=9 | usersMs=5 | catalogMs=7
recommendations request | id=552df9b7-1648-40ec-8274-7fb362ed82c6 | GET /recommendations/1 | status=200 | durationMs=11 | usersMs=4 | catalogMs=8
recommendations request | id=55c80cf2-3d42-4ef1-b74c-a227c938c15b | GET /recommendations/1 | status=200 | durationMs=11 | usersMs=4 | catalogMs=9
recommendations request | id=890f517e-9342-4f49-b7a0-0c4d7d730e3a | GET /recommendations/1 | status=200 | durationMs=12 | usersMs=3 | catalogMs=10
recommendations request | id=6543e43a-7368-4652-9045-beceacae585f | GET /recommendations/1 | status=200 | durationMs=5 | usersMs=1 | catalogMs=3
recommendations request | id=ea185628-ad48-4bed-a6ce-890c97ef72ec | GET /recommendations/1 | status=200 | durationMs=5 | usersMs=1 | catalogMs=3
recommendations request | id=22abfb94-cada-457f-bbd2-74b9a28daac7 | GET /recommendations/1 | status=200 | durationMs=9 | usersMs=1 | catalogMs=6
recommendations request | id=4a17481c-9670-4c3d-87c8-07fcb47e9f1d | GET /recommendations/1 | status=200 | durationMs=10 | usersMs=0 | catalogMs=8
recommendations request | id=dbc53e95-2135-4cc6-80af-d0482b482826 | GET /recommendations/1 | status=200 | durationMs=5 | usersMs=1 | catalogMs=3
recommendations request | id=75eddf62-6970-42ae-ab9a-32f2e5a508f4 | GET /recommendations/1 | status=200 | durationMs=7 | usersMs=1 | catalogMs=4
recommendations request | id=9985cf3d-e3bd-4a3a-82d6-7a56fb2c3586 | GET /recommendations/1 | status=200 | durationMs=9 | usersMs=0 | catalogMs=7
recommendations request | id=a3b72892-c56b-4fd0-9a58-5887c4e94c21 | GET /recommendations/1 | status=200 | durationMs=9 | usersMs=1 | catalogMs=7
recommendations request | id=b4227260-e97b-4537-aed6-ff887b6b9f5b | GET /recommendations/1 | status=200 | durationMs=12 | usersMs=3 | catalogMs=9
recommendations request | id=3c818d58-a0fe-41b0-8a22-8452745fc5a1 | GET /recommendations/1 | status=200 | durationMs=12 | usersMs=3 | catalogMs=10
recommendations request | id=c571867c-0954-480f-930d-a112d715b45d | GET /recommendations/1 | status=200 | durationMs=14 | usersMs=2 | catalogMs=12
recommendations request | id=7b1895eb-0a09-40c2-993f-74e09472242f | GET /recommendations/1 | status=200 | durationMs=6 | usersMs=4 | catalogMs=4
recommendations request | id=7acbe219-7ddc-456e-beb8-93bd0da14a3d | GET /recommendations/1 | status=200 | durationMs=6 | usersMs=4 | catalogMs=3
recommendations request | id=1d52580b-fb35-4d27-afbc-b86cd79ae0bb | GET /recommendations/1 | status=200 | durationMs=7 | usersMs=1 | catalogMs=3
recommendations request | id=34ff8ba7-59ca-4f8d-a06b-3d076e68e7aa | GET /recommendations/1 | status=200 | durationMs=10 | usersMs=1 | catalogMs=7
recommendations request | id=4b6c5b38-5d06-476b-abad-ae16a45f4966 | GET /recommendations/1 | status=200 | durationMs=13 | usersMs=5 | catalogMs=9
recommendations request | id=e18c2e96-579d-4358-be38-ef5396e69403 | GET /recommendations/1 | status=200 | durationMs=22 | usersMs=9 | catalogMs=11
recommendations request | id=83611ab9-4df6-4dad-9023-e0a42f50fe7a | GET /recommendations/1 | status=200 | durationMs=24 | usersMs=7 | catalogMs=20
recommendations request | id=f3c4b096-5672-4b33-8e09-ebd5a8915569 | GET /recommendations/1 | status=200 | durationMs=26 | usersMs=9 | catalogMs=24
recommendations request | id=e21758dc-5301-48ff-86d3-fca38786637d | GET /recommendations/1 | status=200 | durationMs=34 | usersMs=9 | catalogMs=26
recommendations request | id=f4e34c74-4fbb-4be7-b8d9-4adaf38c4dc4 | GET /recommendations/1 | status=200 | durationMs=36 | usersMs=9 | catalogMs=34
recommendations request | id=c5740c15-3601-47be-a881-a5615e5bbcff | GET /recommendations/1 | status=200 | durationMs=43 | usersMs=9 | catalogMs=39
recommendations request | id=424cb7da-4d7c-41d0-ab41-0a86cf6834e0 | GET /recommendations/1 | status=200 | durationMs=45 | usersMs=8 | catalogMs=43
recommendations request | id=21850bff-1b9d-4871-8f40-0fe9f999b54a | GET /recommendations/1 | status=200 | durationMs=48 | usersMs=18 | catalogMs=46
recommendations request | id=ea839153-e34d-45fb-b0db-875bbe03080c | GET /recommendations/1 | status=200 | durationMs=49 | usersMs=17 | catalogMs=45
recommendations request | id=8e4effb2-bd7e-4ed7-8532-30f3c9f9e0ed | GET /recommendations/1 | status=200 | durationMs=51 | usersMs=16 | catalogMs=47
recommendations request | id=77885159-851f-4ba6-9715-1eb83b719c8c | GET /recommendations/1 | status=200 | durationMs=36 | usersMs=25 | catalogMs=33
recommendations request | id=7a45b010-6118-4f8b-9f08-d8e21c90a89b | GET /recommendations/1 | status=200 | durationMs=39 | usersMs=24 | catalogMs=37
recommendations request | id=aaf5b02e-f634-4b3e-80f7-58db9a27afea | GET /recommendations/1 | status=200 | durationMs=31 | usersMs=14 | catalogMs=28
recommendations request | id=a0d252d7-29de-4f63-be87-e828f1eb2a27 | GET /recommendations/1 | status=200 | durationMs=44 | usersMs=14 | catalogMs=33
recommendations request | id=be4a093a-6c83-47e5-a160-1adcf133168d | GET /recommendations/1 | status=200 | durationMs=46 | usersMs=13 | catalogMs=44
recommendations request | id=980e859f-2322-432d-88aa-097da354b63f | GET /recommendations/1 | status=200 | durationMs=49 | usersMs=13 | catalogMs=47
recommendations request | id=cc10c1d8-8634-475f-a9a1-64ef61f12403 | GET /recommendations/1 | status=200 | durationMs=51 | usersMs=12 | catalogMs=48
recommendations request | id=686b105f-9c71-4c99-9774-1a28de250d1a | GET /recommendations/1 | status=200 | durationMs=50 | usersMs=12 | catalogMs=47
recommendations request | id=2917919d-5ee1-4699-8e6f-0989f0d226d5 | GET /recommendations/1 | status=200 | durationMs=46 | usersMs=12 | catalogMs=44
recommendations request | id=c72ce11f-02d1-4566-88a3-ffc5e8b522a1 | GET /recommendations/1 | status=200 | durationMs=48 | usersMs=11 | catalogMs=46
recommendations request | id=80f1f678-614c-4487-85c4-f11e5c5309dd | GET /recommendations/1 | status=200 | durationMs=42 | usersMs=10 | catalogMs=39
recommendations request | id=3a62170b-7f01-456e-978e-ed4f8e72a48f | GET /recommendations/1 | status=200 | durationMs=46 | usersMs=10 | catalogMs=43
recommendations request | id=5fbe6e30-0bda-4c5a-b8e7-017c18bed8fe | GET /recommendations/1 | status=200 | durationMs=50 | usersMs=10 | catalogMs=47
recommendations request | id=1f900032-03b2-4175-a3d3-ca1b7d96b8ed | GET /recommendations/1 | status=200 | durationMs=53 | usersMs=9 | catalogMs=49
recommendations request | id=797dd065-1eeb-4c2d-af63-83ef74513b6b | GET /recommendations/1 | status=200 | durationMs=52 | usersMs=17 | catalogMs=50
recommendations request | id=77939541-efa2-4d48-8f65-9fb975f41510 | GET /recommendations/1 | status=200 | durationMs=44 | usersMs=14 | catalogMs=38
recommendations request | id=8b3961b9-86e8-4dc0-9283-a1ce44ef29ab | GET /recommendations/1 | status=200 | durationMs=48 | usersMs=14 | catalogMs=46
recommendations request | id=501a30b8-3e87-49c9-9000-cdf510bbc608 | GET /recommendations/1 | status=200 | durationMs=51 | usersMs=13 | catalogMs=48
recommendations request | id=aca91ee0-ad95-4469-ad12-c266eb482e09 | GET /recommendations/1 | status=200 | durationMs=39 | usersMs=20 | catalogMs=36
recommendations request | id=024bf8f5-3565-4b3c-883d-396cc494edea | GET /recommendations/1 | status=200 | durationMs=42 | usersMs=19 | catalogMs=39
recommendations request | id=f5b21ccd-79d8-43d5-8b4e-542be511738b | GET /recommendations/1 | status=200 | durationMs=46 | usersMs=19 | catalogMs=43
recommendations request | id=0061a73b-122c-4f81-9cea-bc61b436ae44 | GET /recommendations/1 | status=200 | durationMs=48 | usersMs=22 | catalogMs=44
recommendations request | id=eb345a7f-7886-4df2-a054-23c6ff685719 | GET /recommendations/1 | status=200 | durationMs=58 | usersMs=22 | catalogMs=49
recommendations request | id=99b4fe4e-8ca6-422a-aaca-f21458c59f97 | GET /recommendations/1 | status=200 | durationMs=57 | usersMs=27 | catalogMs=54
recommendations request | id=d5435957-3e06-4b0f-a41d-19d8c57b98d0 | GET /recommendations/1 | status=200 | durationMs=52 | usersMs=23 | catalogMs=48
recommendations request | id=489ddd56-bc77-4a01-bb46-aa93b5de11e7 | GET /recommendations/1 | status=200 | durationMs=56 | usersMs=23 | catalogMs=53
recommendations request | id=e0ddf632-2f14-4d83-9078-528fa897e276 | GET /recommendations/1 | status=200 | durationMs=52 | usersMs=20 | catalogMs=50
recommendations request | id=fac62f04-3e08-4a6c-b7fe-a6e37cf1ce8d | GET /recommendations/1 | status=200 | durationMs=53 | usersMs=21 | catalogMs=50
recommendations request | id=39e77ca8-85f9-4eb4-a3ef-9680f21e208b | GET /recommendations/1 | status=200 | durationMs=49 | usersMs=29 | catalogMs=46
recommendations request | id=32904e54-af29-4c28-9488-5f24f960040c | GET /recommendations/1 | status=200 | durationMs=64 | usersMs=29 | catalogMs=51
recommendations request | id=8c72d283-418d-4d8a-bc08-9fbd16700829 | GET /recommendations/1 | status=200 | durationMs=60 | usersMs=33 | catalogMs=55
recommendations request | id=520c5e94-5c4a-474a-b8c8-62295ac4460e | GET /recommendations/1 | status=200 | durationMs=58 | usersMs=32 | catalogMs=56
recommendations request | id=43eba3d7-4295-4733-b6f3-79671d2db7fc | GET /recommendations/1 | status=200 | durationMs=48 | usersMs=42 | catalogMs=45
recommendations request | id=dd055800-2738-42c5-875a-2349f728fcdd | GET /recommendations/1 | status=200 | durationMs=50 | usersMs=41 | catalogMs=47
recommendations request | id=3cfcd0d4-3090-4002-be1a-c1bed22f5d10 | GET /recommendations/1 | status=200 | durationMs=48 | usersMs=40 | catalogMs=46
recommendations request | id=63ad9591-845b-4622-aac1-aaced0154c11 | GET /recommendations/1 | status=200 | durationMs=46 | usersMs=41 | catalogMs=44
recommendations request | id=20e7143d-82f7-45c6-b367-cbc6981d42f4 | GET /recommendations/1 | status=200 | durationMs=44 | usersMs=39 | catalogMs=42
recommendations request | id=f32e7454-1aa5-4eee-be3a-5e1ee876a9da | GET /recommendations/1 | status=200 | durationMs=40 | usersMs=36 | catalogMs=37
recommendations request | id=271b5b79-4a7d-4296-87ab-3a0c6768af0a | GET /recommendations/1 | status=200 | durationMs=27 | usersMs=24 | catalogMs=24
recommendations request | id=c21fc048-5aaa-46c4-b2a8-68df5e00fea0 | GET /recommendations/1 | status=200 | durationMs=45 | usersMs=19 | catalogMs=20
recommendations request | id=19a49cf6-ba83-4f47-bcab-ea9313a38b45 | GET /recommendations/1 | status=200 | durationMs=53 | usersMs=42 | catalogMs=49
recommendations request | id=67454fe6-112b-4edf-81a0-0793563e10bf | GET /recommendations/1 | status=200 | durationMs=55 | usersMs=41 | catalogMs=53
recommendations request | id=f0e1357d-25cf-4889-9e71-997412e3fccd | GET /recommendations/1 | status=200 | durationMs=58 | usersMs=42 | catalogMs=55
recommendations request | id=af998f83-3400-41c1-84de-37eb171a78b5 | GET /recommendations/1 | status=200 | durationMs=68 | usersMs=42 | catalogMs=65
recommendations request | id=3ad71d6a-483a-46e2-9bc7-1d5a37204068 | GET /recommendations/1 | status=200 | durationMs=71 | usersMs=42 | catalogMs=68
recommendations request | id=ae5cbb6b-0fb5-4c6b-bafb-69b43be9ea57 | GET /recommendations/1 | status=200 | durationMs=72 | usersMs=50 | catalogMs=69
recommendations request | id=f5aed84b-d5e6-49b5-88b8-f9cc378873b1 | GET /recommendations/1 | status=200 | durationMs=74 | usersMs=50 | catalogMs=70
recommendations request | id=e4c04cf6-720a-4c40-b102-d65c01078e55 | GET /recommendations/1 | status=200 | durationMs=81 | usersMs=49 | catalogMs=75
recommendations request | id=819cc7dc-48fc-43dd-b519-4a17ece68b22 | GET /recommendations/1 | status=200 | durationMs=79 | usersMs=47 | catalogMs=77
recommendations request | id=506903cb-0903-4ad0-bce0-dcf2447df70c | GET /recommendations/1 | status=200 | durationMs=38 | usersMs=33 | catalogMs=35
recommendations request | id=7afe35ef-3558-4f6a-90e4-3345e2ee3307 | GET /recommendations/1 | status=200 | durationMs=41 | usersMs=33 | catalogMs=38
