gateway listening on port 3000
gateway request | id=49b45d29-6ff0-4ab1-a725-3e0cb0428e89 | GET /api/recommendations/1 | status=200 | durationMs=50 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=bdbd5a12-cb67-421a-bb0b-c4424464a4dd | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=2301ddea-6400-4124-8923-37b62c8497a0 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=9518fbed-8c6e-48c4-b88f-f998d6d50c7f | GET /api/recommendations/1 | status=200 | durationMs=6 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=9885ab46-9346-41fb-90c4-05cc7a0827f0 | GET /api/recommendations/1 | status=200 | durationMs=6 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=d259a558-3a44-41e3-97fc-0abfd9c47923 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=def79bcf-a0f1-4a5c-a049-bb83ef7f5ed5 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=93369deb-49f0-48d9-baaa-b4eba72654ce | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=e58530dc-eeea-4382-bc88-9bd0fe37309f | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=a32e2644-9558-4982-819d-bfb61c9165df | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=8e72c90c-5a59-4453-a7d0-72a1e6a7de95 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=17b4d7d1-1cf4-4956-8ce6-5a04b2bf7d10 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=c00390c4-d1d5-46d7-9e39-779394e3a049 | GET /api/recommendations/1 | status=200 | durationMs=6 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=d8ab4ed5-dc43-41c1-bb69-e1173de1a922 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=bbecf69d-5c0b-4da4-b1fb-709512491c4b | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=4555555d-2969-4e0e-84e4-801b7ed4c987 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=f4455fc6-9286-4263-b671-2743f84ea107 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=b359ed76-30ae-47e9-8169-3d03476755bd | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=eb530f36-7f03-452b-881c-0c879c88e61f | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=0338909b-ce4e-4a80-ae95-175538c01484 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=cabee502-399a-419e-b06f-8f8b40642eaa | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=f44f9903-16a5-4ae9-9cef-69fc47400ca8 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=31e10fa1-34f2-4eca-9a72-8bea8bcb00ef | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=208953c4-3101-41cb-bbac-732e852587f7 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=078bfe02-5f27-49fa-abcd-fe12342832d3 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=2a243bce-8134-4767-905b-ecabf46eedc3 | GET /api/recommendations/1 | status=200 | durationMs=5 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=94ef6e31-c0b5-4a8a-905d-1de2ac8acdbf | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=9dcdeeb8-2876-404f-9acc-5cc770f0bb78 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=95f493aa-aa39-41cd-ab73-212cc40d382c | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=af44f459-88f4-454c-898d-4e602e9a514f | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=f869a387-df87-4de7-b6a9-39cf8eacc17c | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=9cc16f3a-ec78-456b-8cc3-056093a2e491 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=6b99f193-8ec5-4002-8f10-348b308111ad | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=17f94b66-ccd8-4743-bd74-3bcfd846e3cc | GET /api/recommendations/1 | status=200 | durationMs=2 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=b3466280-1062-4228-a87f-98f39a9cbca2 | GET /api/recommendations/1 | status=200 | durationMs=2 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=da894129-5015-4f8e-906e-83865bcf62bd | GET /api/recommendations/1 | status=200 | durationMs=2 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=95e24a01-635e-4852-927e-f69069df7b88 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=1dbf9241-938a-4bef-b4e8-dc5666712e7b | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=15186b9f-7395-44b0-8143-3ad2b64583fb | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=22ddc83a-0672-4357-ae82-3a4b674504e4 | GET /api/recommendations/1 | status=200 | durationMs=6 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=8c366da8-eae3-4e74-933e-5011589fa445 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=a0c741a6-210b-499c-b703-e70b1c16f77c | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=e7b636f6-e19a-46ed-aaee-54ab57c0bf8f | GET /api/recommendations/1 | status=200 | durationMs=5 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=a750dca0-603e-4e2f-b99d-b54faaa985a1 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=545258fb-4b59-4635-a372-c053f8acef3f | GET /api/recommendations/1 | status=200 | durationMs=5 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=b26d31b1-7f26-4123-a9c8-c091e7e97d53 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=c6698bb7-41a2-4d07-aa53-22e20ea41290 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=aaf22f22-a7ae-4ecf-a2b2-bb499e0167dc | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=f64a6c54-a346-4bf9-87e7-7ebd29f5b350 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=df65dfa8-00b8-4e6b-a678-873a3666ec0f | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=6666bdfa-cc4b-479d-952b-bac48d0a64e1 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=0087a819-e89f-4cdd-907d-19219ed19a35 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=e0bdf46b-9599-407f-af67-029ce19f7b1b | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=935e58fb-127a-4263-8dd4-1ffb6b0eb7a3 | GET /api/recommendations/1 | status=200 | durationMs=6 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=c6db2ba9-e840-420a-800b-d78cfe93c4cf | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=97375df6-032e-46b1-af77-9723536d7cf9 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=e931e50c-5b7d-4951-820a-5ef5d3a59404 | GET /api/recommendations/1 | status=200 | durationMs=5 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=61f59489-3277-430d-a27c-db37e67dea2d | GET /api/recommendations/1 | status=200 | durationMs=5 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=9ef42458-3bcd-47a0-9950-78e13d80d330 | GET /api/recommendations/1 | status=200 | durationMs=5 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=d5526575-a228-460e-9c1d-7acd9a63ed55 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=41278c2b-3081-46fd-a31c-dc0f7111198d | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=eb0d89a9-8d48-4228-9272-58ea4e177e53 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=1dc88c14-12e2-45e0-835b-a8657426c7ae | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=b41ee628-a954-478a-8eac-dd6dba89b338 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=1f8dbb3e-112b-4bc3-923b-b8f245acbdff | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=abbe432c-5808-4015-8ef5-6cfb2009cdbb | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=07c20205-e961-4d34-9a15-7e9effcc2d72 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=c57ae1d2-54af-463e-8dc4-45dd272f4568 | GET /api/recommendations/1 | status=200 | durationMs=1 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=61b71787-cb3d-4c9b-a029-d4d70d842bb6 | GET /api/recommendations/1 | status=200 | durationMs=5 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=84872162-bdf3-4d8e-bcfd-7a160033fd54 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=861cc1cb-e476-4e56-bdd9-f4d9938c302f | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=a786ef81-aa59-4ce8-8388-39ed6826c245 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=258523a8-2a09-41e6-ae68-713d29113832 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=3e09125d-7a02-4fe2-ab0c-51fc010ad46e | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=2e95b61f-e847-4e14-8625-9b9c70bc81cb | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=b214ce9e-ba7d-487f-8781-13d5016cc916 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=41f90397-24c2-4722-9155-362db90ef8b3 | GET /api/recommendations/1 | status=200 | durationMs=5 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=ece363ef-f96f-4ebc-b1e5-b3410cf869b3 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=379c7446-8a60-4afd-a97d-2e96b9d5197d | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=10a6a908-4d74-40b8-9ef8-a842037de20e | GET /api/recommendations/1 | status=200 | durationMs=5 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=346544fc-894b-4a24-8f5e-f30997ad4d5c | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=426183fe-c648-4e4b-9904-9a99f59f352e | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=23a2c2c1-a6fc-4c2d-a0aa-c3801794be9e | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=f09bf631-f7f8-411a-a6f0-c38d29a27d86 | GET /api/recommendations/1 | status=200 | durationMs=5 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=12ceb1f5-bc7c-49cb-9728-f76a60e8ca80 | GET /api/recommendations/1 | status=200 | durationMs=5 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=be7fcfda-88fb-4a68-88aa-2a2ae1750d9a | GET /api/recommendations/1 | status=200 | durationMs=6 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=b99bed78-f284-4a10-9038-40239b9e2ca8 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=6c66820b-a0fd-47b0-93ae-a4ab41b4b4b7 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=b8e11c54-6416-4db2-bc2b-b054c63d996f | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=d42fe4e3-9dad-4697-9a8a-8c3a63735e69 | GET /api/recommendations/1 | status=200 | durationMs=5 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=eb1f7f84-8975-47dc-9337-1329aa04a647 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=ef8b0663-6518-45c6-8cc2-79e24fabec62 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=4702d9f5-8128-4fea-b563-3cbf88386337 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=51466e93-6c25-41e2-a1c3-71011109bad7 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=7b1ab93d-b7dd-4ced-b88a-ee9ae3b3dde0 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=7e7fe95e-9b84-4f28-8e76-61f6485396f0 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=412c2c67-b817-407a-bfea-8ffa7b2059dd | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=412bb637-58aa-498b-9547-61af8664ca51 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=65cba2ae-ea7c-4141-8e65-0243497d1c84 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=ca78b589-a10f-4461-9b22-30a5d00916ce | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=63c1fb95-df97-4e63-a05a-491db598e7c2 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=83d5ea07-0abc-495a-ae2b-f365df62619a | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=139c719d-61e9-4f24-98f6-4bc5f2618be0 | GET /api/recommendations/1 | status=200 | durationMs=1 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=8c43ba07-f91a-41be-a472-6a30423cf7de | GET /api/recommendations/1 | status=200 | durationMs=2 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=c3302a74-27ad-4ae5-83dc-6585daf5d3c7 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=4c6a4acd-1dc3-47e1-a88f-70f4a35741f8 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=c87b3c90-4235-479d-8781-683b3a46028a | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=d79d742c-ea35-4502-ace3-ca2cf8689e92 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=8cbd85a5-e62a-4b34-ac1f-ed93c80aa6b1 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=6d7080fb-7f15-4735-b0ec-17c57dbc21bf | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=0c7a15ec-68db-46fb-84e5-e8cde8213069 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=109beed5-ea92-4641-8dc6-8e7edb8aaa2e | GET /api/recommendations/1 | status=200 | durationMs=5 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=86100e5e-b984-4fa0-973b-25bf5d948cc8 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=1ea538bd-a25c-4543-a56d-e93c4915c7f1 | GET /api/recommendations/1 | status=200 | durationMs=10 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=dec99a03-8f97-43f6-898d-3a9c98624fed | GET /api/recommendations/1 | status=200 | durationMs=6 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=b6121f80-e76a-471f-9efb-e9363b9edacb | GET /api/recommendations/1 | status=200 | durationMs=7 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=b55886cc-7727-4b75-bd31-3face31f02b1 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=3d37fa07-b3e7-4e62-8230-3503198a98cd | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=7e4773ba-21d3-4d7c-91f0-135df16174aa | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=1a56d39a-9b4e-4e92-af0c-34e9c43fc417 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=bedc2d02-c1fe-4a75-b885-c9d4bc01ad1c | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=fa500b75-50c7-47ea-8857-16da82226ba2 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=8b94dd00-9095-4b8d-897a-5b87339e7fb8 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=d30f1ccb-814a-4526-9c23-e95e0ed715a3 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=f11bce39-9ed2-433a-bfee-856f3b586b95 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=a487a30f-b24d-4f9d-825e-0cf804ff30a4 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=71fc54e1-5e3e-42ca-b87d-49f18a59365e | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=43ef77a1-a16b-43b3-b8da-83bc64bace9d | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=efde3a7d-13ae-4191-934e-c373f82a0a29 | GET /api/recommendations/1 | status=200 | durationMs=5 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=a8b5af7c-0823-4c0d-8b6c-574f93a49ce7 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=40d9a611-2574-4e93-8b83-ad8e626ce500 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=37542bbf-533a-43c9-8415-0cb1b83ca988 | GET /api/recommendations/1 | status=200 | durationMs=5 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=79f4e80d-1ca2-4b2c-87d1-3bffd975c220 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=c12bde33-9874-4d06-9843-8a2ffdf822f7 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=0ab8705c-655a-4cb0-8997-72404aefa779 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=a51ac755-1491-4c47-bf09-f6ab7e4f6973 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=4b2a721c-81dc-4d02-85ce-f1da6fda8752 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=6973227a-96d8-4b46-ac42-3882a8e86b9c | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=0d0f39df-c9de-49d4-95f4-fcaa44e20c52 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=3293f5ae-6801-4e80-bcfa-682a4fefdae7 | GET /api/recommendations/1 | status=200 | durationMs=6 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=8dee8604-d4e9-40b1-aeba-322bfa02fd6a | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=428cea44-ec3b-4bb0-9bca-70d85b701358 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=ae0cfd16-135d-44dc-ad08-44bebd53adf3 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=9d9a8485-6bf9-4d02-b21a-5478b1a4548b | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=0296fec4-5e3f-4385-9a72-1fa95dc4bebd | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=82a83e21-9650-46ad-99eb-6217444c0bd7 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=9adf6879-eab8-40e2-88af-bdb962ea6591 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=e3d9beb2-bc2c-4ede-87e5-4be92e38f161 | GET /api/recommendations/1 | status=200 | durationMs=5 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=00e1cc73-2df8-4ec7-9ec1-0713c9c05010 | GET /api/recommendations/1 | status=200 | durationMs=6 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=b8be724e-9626-48ac-9823-5b37da3d40b0 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=c3cbcf2f-c1ee-40a0-8b1d-370717bab36f | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=0a03a0cb-439b-478a-89f2-b6f46adf6d70 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=49711d13-9b05-47a1-b5d7-13de2b30ed23 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=02fc38dd-a4bd-4783-8671-f4f797680211 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=37d07fad-a659-483e-a2ca-505caab524c8 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=66351328-4d8f-4ca1-8c9d-eb0a347843ca | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=be379c80-a68e-4b8c-b642-e268bcc6238b | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=7366f0fc-2a2c-4ca0-94f9-f1bc48e389b1 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=1fad48c8-ee86-4cb3-a853-a58d8186c211 | GET /api/recommendations/1 | status=200 | durationMs=6 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=9c0cd77a-d255-4dc0-81e5-192872d97fe4 | GET /api/recommendations/1 | status=200 | durationMs=5 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=4cee133f-151f-4edc-bc8a-97bfa6b18044 | GET /api/recommendations/1 | status=200 | durationMs=6 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=2547bfcc-8cb8-401d-9d68-2399372d1559 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=cf21dfde-5c06-4021-ae49-a495f4f40c57 | GET /api/recommendations/1 | status=200 | durationMs=8 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=e447a75b-f844-4458-b280-e7596cfd7b45 | GET /api/recommendations/1 | status=200 | durationMs=7 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=12adf8f3-142e-426f-8515-f8db61da38d4 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=aa8d7356-e7e4-481d-b333-e08f7ca30fcb | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=20968370-8ff7-4fad-b54b-e721301e7750 | GET /api/recommendations/1 | status=200 | durationMs=5 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=d7ed555f-cde1-406f-870c-45c3bcb573d0 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=a582b8ca-b63a-4564-ad1c-6df161ac3007 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
