
> gateway@1.0.0 start
> node src/server.js

gateway listening on port 3000
gateway request | id=a7a2cf96-6442-476f-a57e-16fdab51625d | GET /health | status=200 | durationMs=7 | upstream=n/a | cache=n/a | source=n/a
gateway request | id=7475c578-0322-4dcd-8c83-b7c4f360422e | GET /api/recommendations/1 | status=200 | durationMs=6 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=95e8f399-3092-4e04-9963-139a2ffd0e80 | GET /api/recommendations/1 | status=200 | durationMs=6 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=a1b81247-3d32-453f-8fe1-9183dde28918 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=d4190942-6823-4a43-a144-504f940f2c99 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=e654f8a0-a1b5-4f18-997a-ff436e13f4f8 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=a194ce80-3667-4b84-9467-a54d579f14c2 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=068705c7-8b48-462f-bc38-3fa6312d7957 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=570e3bda-2430-4e23-a2f9-7ce7360c51df | GET /api/recommendations/1 | status=200 | durationMs=5 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=cdff4ea2-8f21-4231-9fa7-722101d32a09 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=d35ba2c3-bd1c-4ddd-9a6f-804ffc8991bb | GET /api/recommendations/1 | status=200 | durationMs=5 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=bb555fb5-3407-41fb-9be6-8dee8e99d258 | GET /api/recommendations/1 | status=200 | durationMs=6 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=1e4f4fd2-cb13-4a08-922a-8584a28f9859 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=f7d2df37-a1ae-47f9-86e7-06ece8d51c48 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=d6ee6e79-a6d5-4a9a-b2cd-de9892b7ca2c | GET /api/recommendations/1 | status=200 | durationMs=2 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=d935548a-d55d-4a7b-b7dd-ff9b9c4eb389 | GET /api/recommendations/1 | status=200 | durationMs=2 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=271d85b8-213a-490b-bb5d-f00172fcd396 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=f83c0173-5c00-495a-9057-0f4054ed583b | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=c7ee26ad-147d-4356-a15c-419216981218 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=96029de2-fc36-4ca7-adac-60d7eb4a2226 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=77fbe3af-4a9b-40f9-b6d8-7f511670871a | GET /api/recommendations/1 | status=200 | durationMs=2 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=9956b27a-3550-40eb-92c1-c7a650552d04 | GET /api/recommendations/1 | status=200 | durationMs=2 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=92c7be21-98a6-4940-a6fb-2433a70232e6 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=9c8be85c-d59b-4c03-a8be-99f186c52129 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=2fd7ad8b-1f4c-46b0-9d9a-4e4f7e5c7fef | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=74f7529b-1b81-4b99-ae66-e6949443e539 | GET /api/recommendations/1 | status=200 | durationMs=2 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=72a1086c-e07f-40d5-9e9d-7b935dca0773 | GET /api/recommendations/1 | status=200 | durationMs=2 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=05d5b7d9-da98-4620-9ff8-6e246b7a4c2b | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=d0bb5833-c31a-4d63-abb8-805e1459fd09 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=09ccc74c-5c81-4abc-aa67-eebdf5e5e9a9 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=42b6228f-7adc-4514-8a24-ad72987a6531 | GET /api/recommendations/1 | status=200 | durationMs=2 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=8d04c794-4c63-4976-8e76-e8011a703af9 | GET /api/recommendations/1 | status=200 | durationMs=2 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=54f78100-dab4-4fad-a45e-00d85a585c4f | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=8f068934-df33-4f85-a4b2-a2be2f3338b9 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=ab472074-891b-4f0e-95e9-f988bce416c7 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=6cf7a384-5600-45d7-b8ba-3aea8b90d999 | GET /api/recommendations/1 | status=200 | durationMs=6 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=6cf4c53d-9dd6-48d5-bce2-427d548a7ec2 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=a3c25658-4080-4c03-9a93-6d2c9d480e37 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=1d97d95b-abc1-4527-b131-a456d9b89291 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=7c778784-70cb-4686-b191-7b95fa143b16 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=a2d3ae9e-dfdd-4abf-afcb-d6d3cd91f4ef | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=22baede6-d810-4df4-af50-a80d8293a2f2 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=8647711b-0d8b-4a1b-8dd2-62eb8dad7901 | GET /api/recommendations/1 | status=200 | durationMs=6 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=4ed0ebee-f5c7-4765-a3c4-90694b2ae77e | GET /api/recommendations/1 | status=200 | durationMs=6 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=cfd9b0e3-0a08-4a62-af82-80a3b5a64d3a | GET /api/recommendations/1 | status=200 | durationMs=7 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=dd64309a-b846-45cf-8d18-170e771534bc | GET /api/recommendations/1 | status=200 | durationMs=7 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=26fdc0f1-6147-4532-83d1-92a00dbe381a | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=852d6fe3-489d-4b43-a106-fea79d9f527e | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=61d756ee-e312-4185-b0f6-a1c4794001a1 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=5d1b0e45-cd39-4f90-8a42-8e0a76af2117 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=37fb1607-ac7c-40ea-a3e3-002ed636ce75 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=35e3f461-7020-42a2-b231-4db2d6a50088 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=b8a6cc1b-041a-4356-bef7-d9ebe5b4fe2e | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=fb22334c-efdb-4f22-ae05-80609a1029cd | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=a33e2d8f-bd0c-4852-97bc-f34753df4c85 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=068a117a-8280-44c4-9d70-bc3996dcb2c5 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=50c684c7-201e-4d3f-a8af-2ebb9101fbe5 | GET /api/recommendations/1 | status=200 | durationMs=5 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=ba1894d0-db92-4448-9986-57569291ab86 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=085f3e8d-c69f-48ec-ab49-b788f7d4653d | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=66f2d669-c79d-4458-ac39-27ff5734acf0 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=271903b7-70a8-4bfb-bc6b-b9524cf574d8 | GET /api/recommendations/1 | status=200 | durationMs=5 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=ef68d6c9-d6e5-4da8-a9b9-b049d594f2fe | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=3b01c8f2-9f5d-4c0a-98ff-b026136a53ea | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=750512fb-b88f-4477-a3bd-5b8a5ad391b0 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=261853cb-9e3b-4bfb-9c97-c9ee9dd0b145 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=f1797d1c-09f5-4944-a1c7-58dbef805e50 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=a4556245-dae6-4526-b9f5-3db25ea92dcf | GET /api/recommendations/1 | status=200 | durationMs=5 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=55ea27f1-25ba-4a41-ab22-09581a76d60f | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=466eddc5-a512-40a9-88a2-b5e16ced9703 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=a176cddf-f157-4149-b081-1778d705461f | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=1fc42f50-f410-49ab-948c-4f5239e82b0b | GET /api/recommendations/1 | status=200 | durationMs=5 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=647ed840-9a44-47a9-abba-85ac6f648c15 | GET /api/recommendations/1 | status=200 | durationMs=6 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=158ee96a-4eb6-4ff7-8c83-343c322289ff | GET /api/recommendations/1 | status=200 | durationMs=6 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=3845f3bf-d570-42f7-902f-ab19f94806e3 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=d6596e34-0be8-47f3-8e63-17bd0ada6525 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=75c6423c-bf05-44ed-993a-fde7fb8b37a8 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=5456da66-d7b2-4007-befd-2a14935ea665 | GET /api/recommendations/1 | status=200 | durationMs=2 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=fa0b6f15-79df-44c3-90ad-36179c7ff64e | GET /api/recommendations/1 | status=200 | durationMs=2 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=c705aa20-d9ce-4d00-8f1d-076489f4b508 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=a3ec9d68-d0a5-40e0-b495-0e9f7151e500 | GET /api/recommendations/1 | status=200 | durationMs=2 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=0dffc6ca-b7d0-4b0d-9545-a34e38e1f972 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=f5d554cb-7b55-4968-aa39-6653405ed8bd | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=a58c4338-1743-43af-bbb1-8849035ddeda | GET /api/recommendations/1 | status=200 | durationMs=2 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=497889ff-c624-49c5-8e6d-23e48fc58ee3 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=f29973ad-a79c-4d3e-92f5-335e0cfd99da | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=83b8660a-5b30-4c3c-b22a-8ecb2ba7f413 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=85232044-7ee0-46b1-87ad-438f6386fe5c | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=b9a7af78-b60c-40bc-acf9-8147148a2cba | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=d692a495-0f79-4254-b2fc-e0de093213b7 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=528c8739-c247-4f9b-a866-5714a84ce5b4 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=6060ea1d-a298-43d9-80a8-fb22c27a6e52 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=d9e4b70e-6f3d-49d7-b37c-84c2fd667a11 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=19d9208a-3e06-4dcc-a36f-411096c11231 | GET /api/recommendations/1 | status=200 | durationMs=2 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=7548206b-6052-4a68-8940-3446531f83da | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=e1d2737e-efb6-4beb-b12d-532043c729f9 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=f2af7d4e-f3a0-4295-b170-220e7700bb7a | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=67e52e2d-0954-43e4-9aa3-63f2176b2221 | GET /api/recommendations/1 | status=200 | durationMs=6 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=a3ac7363-0c72-4777-b8ec-10579e41d043 | GET /api/recommendations/1 | status=200 | durationMs=8 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=12c2f2ff-b7bc-4235-ab73-49db2b1f2885 | GET /api/recommendations/1 | status=200 | durationMs=8 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=ae3c3f23-7192-4012-b135-837446153fb5 | GET /api/recommendations/1 | status=200 | durationMs=7 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=d95c7cc4-e7dd-450b-8a87-d56635dd0d0d | GET /api/recommendations/1 | status=200 | durationMs=7 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=19b2dfdc-a792-4018-88c6-f65259061620 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=fe2c8208-68c6-4291-ac31-946d87196e9b | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=1ff84f6e-55ea-47ef-9a72-83dc19141fd5 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=3480744b-9157-4f2a-8581-e99cb76081d9 | GET /api/recommendations/1 | status=200 | durationMs=5 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=0a328567-a02c-4a1f-b3ba-61ca8e62972f | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=2ed44ddf-1867-4065-923f-de3a1f4268de | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=901c4542-0706-4eb4-b46b-91dde0e013fe | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=afa3e7d4-69ef-4f4a-a4cc-74b33849e790 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=36123610-5c03-4460-9d7f-03064739fb9f | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=53d31ff4-0fde-4cdd-b570-a765c1e039fc | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=0793f932-b325-4d72-9c9c-ada38dffb4ce | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=3bc2a795-ae14-4a57-ba43-80ccd504e52b | GET /api/recommendations/1 | status=200 | durationMs=2 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=c921c8f2-ac31-44ab-b4d8-b53adc0f729b | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=b7055521-e453-4893-a9e2-ed579bb403f5 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=326161d2-3fc4-4bc1-b907-9be64daf522a | GET /api/recommendations/1 | status=200 | durationMs=5 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=090848fc-2cd2-44c3-be4f-7fb4e8a4d893 | GET /api/recommendations/1 | status=200 | durationMs=5 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=d554025f-8251-4e86-a8f3-a506c483a92b | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=699b72b6-090d-4f41-9ace-b5db8952d32e | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=646bbc0c-185c-44f8-9978-e3a29a84639a | GET /api/recommendations/1 | status=200 | durationMs=2 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=5bc09b62-16cd-466a-b96f-1ed76d4c5037 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=2dcefa93-be73-42fb-bff9-e4737c457fb6 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=e8896d68-9b90-4d19-9f4b-c11ad52fe660 | GET /api/recommendations/1 | status=200 | durationMs=7 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=3029bffa-5f1f-4987-a171-e3ef29f1c48d | GET /api/recommendations/1 | status=200 | durationMs=2 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=4ff047c2-82dd-4a06-a448-8d18ac0fa36e | GET /api/recommendations/1 | status=200 | durationMs=2 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=0c4fc3e0-6e54-4bc1-9e36-1317596f085b | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=789f5c44-9baf-4381-98dc-c8c543b18023 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=687a89b0-efaa-4ffa-8c75-01b0da372f99 | GET /api/recommendations/1 | status=200 | durationMs=5 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=44ee7881-5a40-4ffd-9a48-6a0ebd1b68bd | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=57731430-ba9f-42cf-8e10-f83baa6f4891 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=c48cb2bb-ef60-4c4b-8896-cd33e01b5c6a | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=c3422a45-5410-4059-8438-fadb2f43abd1 | GET /api/recommendations/1 | status=200 | durationMs=2 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=a31834d0-8d47-4ded-9ebb-83cbe8df1d87 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=33bf6504-ef05-4eb7-bd08-53a27e64036d | GET /api/recommendations/1 | status=200 | durationMs=2 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=b8194061-fc07-4f20-aaee-28513651f607 | GET /api/recommendations/1 | status=200 | durationMs=2 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=92298eed-3246-4e81-86a8-28f9dd90fe2d | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=18617602-ca17-41eb-b582-a492fc979542 | GET /api/recommendations/1 | status=200 | durationMs=2 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=0616e605-7205-4933-b4b0-b192f8a77126 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=5722a06e-3b49-4bc2-9886-66652dfc7da8 | GET /api/recommendations/1 | status=200 | durationMs=2 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=6804d6b0-2317-48d1-9adb-9e633ab7bb26 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=3f7fb2eb-81bd-43cb-8ecc-50d3831b9a51 | GET /api/recommendations/1 | status=200 | durationMs=2 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=8398305e-6b13-4e09-8fbc-8b92a6b33e0d | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=9ac02b28-c492-4e7c-a54b-0563918bfaeb | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=1472983c-fdfd-4af5-8004-6d5aa3e28593 | GET /api/recommendations/1 | status=200 | durationMs=6 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=d702ee94-012e-4c42-8b72-f65949aa398b | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=b69c438e-90b3-4a84-ae69-43a8269681a2 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=dccdd93e-dde4-47a8-b718-3904bf17212a | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=e61a5e21-2b8a-4695-b592-408a9a41f1d5 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=a5b51a0c-4dc9-490f-b1a8-4d5c831abf74 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=bf8d72ec-0f91-4051-bc04-e34e27163d23 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=01c310a0-18a1-46cb-ac41-623eca077f88 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=f7e026ff-3ffc-4eb3-b6c8-329170fca380 | GET /api/recommendations/1 | status=200 | durationMs=5 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=264601a3-8d58-4de8-836b-aa33785c273d | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=68b9a6a4-39ea-4b89-be61-ebf76397c45d | GET /api/recommendations/1 | status=200 | durationMs=5 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=bd768d11-6b1b-453d-bfcf-390a815c4f8e | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=55e20540-be14-4e0d-b25c-c3281137db24 | GET /api/recommendations/1 | status=200 | durationMs=6 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=9fde26a6-4570-4457-a2e1-abdaab7f4b31 | GET /api/recommendations/1 | status=200 | durationMs=5 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=fad96e1b-024c-4736-8265-3ffd212627e8 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=fc84db4a-fd4a-48df-b02b-85ffc7b24ac6 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=41a96511-c0f0-49ca-9b9a-746f16fc4c5c | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=0a8095d6-005b-48ce-8a58-c943e9582abf | GET /api/recommendations/1 | status=200 | durationMs=2 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=0ba0109a-3294-4dec-bdeb-365fee0001bb | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=179fadf8-1d32-4c38-b19f-c3ea46fcaebb | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=9eeeee52-e98e-47c1-9707-37253cbfed3f | GET /api/recommendations/1 | status=200 | durationMs=2 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=72e7498d-c3a0-4878-881e-3cdc5498083f | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=abb25d15-b797-415a-81e7-478bf5a3d713 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=099b45fb-69a2-4ffc-96b6-5edf3ae548b1 | GET /api/recommendations/1 | status=200 | durationMs=3 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=abb4c1c9-8b0e-4214-aa06-a3fcfc847594 | GET /api/recommendations/1 | status=200 | durationMs=4 | upstream=recommendations | cache=n/a | source=n/a
