recommendations listening on port 3003
recommendations request | id=ea351388-11c2-4ec4-98a2-2ba83410cbda | GET /health | status=200 | durationMs=5 | usersMs=n/a | catalogMs=n/a
recommendations request | id=42a7ac1f-ca86-4f65-8e9e-ba7b70805d8b | GET /recommendations/1 | status=200 | durationMs=58 | usersMs=8 | catalogMs=54
recommendations request | id=04b4237b-8f7c-418a-a236-e3a8308894b9 | GET /recommendations/1 | status=200 | durationMs=56 | usersMs=7 | catalogMs=54
recommendations request | id=e102c5db-c721-441a-946b-706d4ead4bcc | GET /recommendations/1 | status=200 | durationMs=61 | usersMs=7 | catalogMs=58
recommendations request | id=c62e0e19-8387-4006-999e-c32f752d8918 | GET /recommendations/1 | status=200 | durationMs=59 | usersMs=13 | catalogMs=55
recommendations request | id=9cf9cbe8-f69e-4b3a-b674-223e829e624d | GET /recommendations/1 | status=200 | durationMs=51 | usersMs=9 | catalogMs=49
recommendations request | id=b025b549-ff01-4260-896c-d6e21d92d570 | GET /recommendations/1 | status=200 | durationMs=53 | usersMs=8 | catalogMs=50
recommendations request | id=ee04c840-b01a-4613-ac57-a1db2bee609f | GET /recommendations/1 | status=200 | durationMs=56 | usersMs=8 | catalogMs=53
recommendations request | id=b8153da0-760d-4aa8-84d1-6d32d53eb53c | GET /recommendations/1 | status=200 | durationMs=56 | usersMs=10 | catalogMs=53
recommendations request | id=b9c531c2-8629-448d-accb-d909d1cb2147 | GET /recommendations/1 | status=200 | durationMs=57 | usersMs=15 | catalogMs=54
recommendations request | id=96c5b231-7834-4ada-8453-54dc3a1fc24f | GET /recommendations/1 | status=200 | durationMs=57 | usersMs=16 | catalogMs=55
recommendations request | id=a9412ad8-9b12-430e-9290-ba72b19e038b | GET /recommendations/1 | status=200 | durationMs=55 | usersMs=15 | catalogMs=51
recommendations request | id=062485a9-644c-4fd6-ab15-00e9ab36e459 | GET /recommendations/1 | status=200 | durationMs=56 | usersMs=16 | catalogMs=53
recommendations request | id=35ecdddf-01eb-4032-a2a5-94de0057ad48 | GET /recommendations/1 | status=200 | durationMs=56 | usersMs=20 | catalogMs=53
recommendations request | id=c5105ade-f20d-4c02-8b68-40d47c638d0a | GET /recommendations/1 | status=200 | durationMs=63 | usersMs=17 | catalogMs=54
recommendations request | id=a44e598f-8c06-4e64-bdd8-1d1ed19951a3 | GET /recommendations/1 | status=200 | durationMs=63 | usersMs=13 | catalogMs=60
recommendations request | id=69abea35-b5d2-49a3-9cb2-c0d5b5b14d07 | GET /recommendations/1 | status=200 | durationMs=56 | usersMs=15 | catalogMs=54
recommendations request | id=7bb663c4-65ae-4def-8832-31076e34c044 | GET /recommendations/1 | status=200 | durationMs=60 | usersMs=14 | catalogMs=57
recommendations request | id=b61d8bd5-0444-4f2f-bf52-0ab8e777b90e | GET /recommendations/1 | status=200 | durationMs=51 | usersMs=10 | catalogMs=48
recommendations request | id=8133015d-c584-4bb8-b861-fb539b5bc659 | GET /recommendations/1 | status=200 | durationMs=53 | usersMs=12 | catalogMs=50
recommendations request | id=db064e9d-076d-43a1-ae30-2d800636ee6c | GET /recommendations/1 | status=200 | durationMs=49 | usersMs=14 | catalogMs=46
recommendations request | id=f41327e8-b7e4-4ad2-a1d4-59017adb442d | GET /recommendations/1 | status=200 | durationMs=53 | usersMs=14 | catalogMs=50
recommendations request | id=e4708321-c143-4ec6-bf91-65b6f36cc09f | GET /recommendations/1 | status=200 | durationMs=56 | usersMs=14 | catalogMs=54
recommendations request | id=ea451ccd-cf43-4531-bbe8-562ab204b827 | GET /recommendations/1 | status=200 | durationMs=54 | usersMs=20 | catalogMs=52
recommendations request | id=cc59ca55-60a5-4f72-84fa-0c3fd6f642ea | GET /recommendations/1 | status=200 | durationMs=65 | usersMs=23 | catalogMs=63
recommendations request | id=73537fbc-d0d2-4729-9bc5-2cbc9088a691 | GET /recommendations/1 | status=200 | durationMs=51 | usersMs=19 | catalogMs=48
recommendations request | id=29f54ab6-1ba6-4884-bcc1-ff6e0bc63870 | GET /recommendations/1 | status=200 | durationMs=53 | usersMs=18 | catalogMs=51
recommendations request | id=a0563586-e681-494d-9659-6e02fdbc8db4 | GET /recommendations/1 | status=200 | durationMs=53 | usersMs=20 | catalogMs=50
recommendations request | id=dd9b67c8-9e6e-421a-b463-f13c75b5444d | GET /recommendations/1 | status=200 | durationMs=52 | usersMs=21 | catalogMs=49
recommendations request | id=4f44cd64-87a6-4c53-9a23-67ab53106d1f | GET /recommendations/1 | status=200 | durationMs=55 | usersMs=20 | catalogMs=51
recommendations request | id=a9eb2599-7bab-4b52-8ea3-a75518377736 | GET /recommendations/1 | status=200 | durationMs=53 | usersMs=20 | catalogMs=50
recommendations request | id=6c2470a8-b944-44f6-8556-dd9f140d5a0d | GET /recommendations/1 | status=200 | durationMs=53 | usersMs=26 | catalogMs=51
recommendations request | id=966862c0-4822-492f-a4f2-c97c4453ba53 | GET /recommendations/1 | status=200 | durationMs=51 | usersMs=26 | catalogMs=48
recommendations request | id=dfd11a6b-01b4-40c7-bce1-14b85f867a04 | GET /recommendations/1 | status=200 | durationMs=53 | usersMs=27 | catalogMs=51
recommendations request | id=797a5d66-a7e1-4637-a950-b7cfb16c7803 | GET /recommendations/1 | status=200 | durationMs=53 | usersMs=28 | catalogMs=50
recommendations request | id=1266c077-86dd-4512-ad24-076c64335350 | GET /recommendations/1 | status=200 | durationMs=42 | usersMs=28 | catalogMs=39
recommendations request | id=724eba07-b0d0-4d07-bc69-12b3aabf1e96 | GET /recommendations/1 | status=200 | durationMs=36 | usersMs=30 | catalogMs=33
recommendations request | id=c9e450cf-84bd-42d5-9bc8-fb69c075685a | GET /recommendations/1 | status=200 | durationMs=35 | usersMs=29 | catalogMs=32
recommendations request | id=dbad3a98-b2a0-486c-9139-088281b7e6af | GET /recommendations/1 | status=200 | durationMs=35 | usersMs=29 | catalogMs=33
recommendations request | id=0ab1fca4-8e98-4e7a-af23-2a97823ac3a5 | GET /recommendations/1 | status=200 | durationMs=36 | usersMs=28 | catalogMs=33
recommendations request | id=c46e8c09-2050-407b-a3c6-989eb3b76daf | GET /recommendations/1 | status=200 | durationMs=40 | usersMs=28 | catalogMs=37
recommendations request | id=732497ed-883e-4abb-adc1-1998708ff41f | GET /recommendations/1 | status=200 | durationMs=36 | usersMs=29 | catalogMs=34
recommendations request | id=0c10093e-134f-4cbc-b6d9-358e6fc64210 | GET /recommendations/1 | status=200 | durationMs=33 | usersMs=30 | catalogMs=31
recommendations request | id=34647f45-8fd8-4da7-bc45-8c0f254d5757 | GET /recommendations/1 | status=200 | durationMs=32 | usersMs=26 | catalogMs=30
recommendations request | id=67b860ce-5184-4390-8bb0-f01491970ea7 | GET /recommendations/1 | status=200 | durationMs=37 | usersMs=27 | catalogMs=34
recommendations request | id=d9aad8c2-bd0b-47bd-ad35-727df7995f87 | GET /recommendations/1 | status=200 | durationMs=46 | usersMs=26 | catalogMs=37
recommendations request | id=331741ca-9cf5-4b00-9033-8d8f84f715f3 | GET /recommendations/1 | status=200 | durationMs=42 | usersMs=20 | catalogMs=38
recommendations request | id=1e7f765e-9360-4eeb-b0bf-23cfa3e7a5f4 | GET /recommendations/1 | status=200 | durationMs=39 | usersMs=16 | catalogMs=35
recommendations request | id=bdf07b33-1176-4411-9a22-748ea238a278 | GET /recommendations/1 | status=200 | durationMs=43 | usersMs=15 | catalogMs=40
recommendations request | id=7bcf87cf-9ddc-4950-ad74-826bca7713d2 | GET /recommendations/1 | status=200 | durationMs=44 | usersMs=12 | catalogMs=41
recommendations request | id=b2464f71-993a-46b6-ae0d-e725ba1328f7 | GET /recommendations/1 | status=200 | durationMs=48 | usersMs=12 | catalogMs=45
recommendations request | id=cf9e46d1-db4a-4d83-86b6-922bf2d51c9e | GET /recommendations/1 | status=200 | durationMs=47 | usersMs=12 | catalogMs=44
recommendations request | id=a14ad948-1da2-4e76-824d-c44c8b732419 | GET /recommendations/1 | status=200 | durationMs=50 | usersMs=11 | catalogMs=47
recommendations request | id=6abbbb6b-5cc7-41e7-96e8-808237ee9e11 | GET /recommendations/1 | status=200 | durationMs=49 | usersMs=17 | catalogMs=44
recommendations request | id=3cd94383-26da-44a4-a38d-8b8df1519b8e | GET /recommendations/1 | status=200 | durationMs=52 | usersMs=17 | catalogMs=49
recommendations request | id=70358e35-468b-4d36-8800-5ceaa5913603 | GET /recommendations/1 | status=200 | durationMs=54 | usersMs=17 | catalogMs=52
recommendations request | id=54105d33-3623-461c-8e54-e303d635bca3 | GET /recommendations/1 | status=200 | durationMs=44 | usersMs=4 | catalogMs=41
recommendations request | id=c0a1f3ad-f706-493e-94ff-d111d18af70a | GET /recommendations/1 | status=200 | durationMs=45 | usersMs=4 | catalogMs=43
recommendations request | id=001ea3af-23a6-4293-8bed-6dab9e19398d | GET /recommendations/1 | status=200 | durationMs=45 | usersMs=5 | catalogMs=42
recommendations request | id=72388f16-b6ae-4a01-83f2-934a2e4cb988 | GET /recommendations/1 | status=200 | durationMs=45 | usersMs=10 | catalogMs=42
recommendations request | id=dbbff1e5-a4ca-4cce-b31f-74f144ab72e9 | GET /recommendations/1 | status=200 | durationMs=48 | usersMs=10 | catalogMs=46
recommendations request | id=23d65a5d-d0a6-4ca8-8803-2c0bf78cebe0 | GET /recommendations/1 | status=200 | durationMs=52 | usersMs=9 | catalogMs=50
recommendations request | id=bbfaed57-8e68-4a11-9558-a1adb8fc0db0 | GET /recommendations/1 | status=200 | durationMs=57 | usersMs=9 | catalogMs=53
recommendations request | id=f9c2399e-8b9d-4c78-a494-9406dafdfb94 | GET /recommendations/1 | status=200 | durationMs=56 | usersMs=11 | catalogMs=52
recommendations request | id=2a58520b-8cda-4a81-9823-a80e3d7c43bb | GET /recommendations/1 | status=200 | durationMs=48 | usersMs=14 | catalogMs=45
recommendations request | id=08573a5b-ac52-49f4-b3fa-15cffc3f15db | GET /recommendations/1 | status=200 | durationMs=57 | usersMs=11 | catalogMs=53
recommendations request | id=1a137ead-358a-40f1-9398-4daf2e51a626 | GET /recommendations/1 | status=200 | durationMs=54 | usersMs=9 | catalogMs=49
recommendations request | id=4026ac61-eefc-472b-a251-2fa6b3816c0a | GET /recommendations/1 | status=200 | durationMs=60 | usersMs=9 | catalogMs=57
recommendations request | id=283d251d-f11e-451e-89e0-c157ca26f79f | GET /recommendations/1 | status=200 | durationMs=62 | usersMs=8 | catalogMs=59
recommendations request | id=b83ce050-9f6b-403e-abea-4cefeebddd1f | GET /recommendations/1 | status=200 | durationMs=61 | usersMs=12 | catalogMs=59
recommendations request | id=bb50af33-9e61-4737-a61f-951d131a6fcf | GET /recommendations/1 | status=200 | durationMs=61 | usersMs=13 | catalogMs=58
recommendations request | id=72d1cb28-c858-42fb-b1fd-a7420b5a747a | GET /recommendations/1 | status=200 | durationMs=56 | usersMs=17 | catalogMs=53
recommendations request | id=733162e1-2b67-4eb8-8602-a86bdbe9d71a | GET /recommendations/1 | status=200 | durationMs=58 | usersMs=23 | catalogMs=56
recommendations request | id=bfe323b6-84fe-435c-a38c-f946d60b830e | GET /recommendations/1 | status=200 | durationMs=42 | usersMs=35 | catalogMs=39
recommendations request | id=ebfd3b2c-30ae-4c85-9ca3-c38a8a23d923 | GET /recommendations/1 | status=200 | durationMs=29 | usersMs=26 | catalogMs=27
recommendations request | id=d73a5b3b-148e-4bad-a8f2-4a419d254597 | GET /recommendations/1 | status=200 | durationMs=33 | usersMs=26 | catalogMs=30
recommendations request | id=d8470e24-9fd8-4122-a65e-ad3bb25e1a87 | GET /recommendations/1 | status=200 | durationMs=26 | usersMs=21 | catalogMs=24
recommendations request | id=772bff95-c5ce-4a1d-b524-ff0828c7f53f | GET /recommendations/1 | status=200 | durationMs=21 | usersMs=18 | catalogMs=19
recommendations request | id=61e5d104-fa28-466f-9668-cdc98176485d | GET /recommendations/1 | status=200 | durationMs=21 | usersMs=18 | catalogMs=18
recommendations request | id=57c4eac6-7f62-4faa-83de-57ff0df2a522 | GET /recommendations/1 | status=200 | durationMs=23 | usersMs=17 | catalogMs=21
recommendations request | id=e9f33bdd-5e88-4d8d-a8b5-7ff65a72150c | GET /recommendations/1 | status=200 | durationMs=27 | usersMs=17 | catalogMs=24
recommendations request | id=aeaafc3f-fdc8-4bb9-b313-1fb19ecf6233 | GET /recommendations/1 | status=200 | durationMs=30 | usersMs=17 | catalogMs=28
recommendations request | id=af85528d-981a-4719-b82f-c6e12b9c7487 | GET /recommendations/1 | status=200 | durationMs=34 | usersMs=17 | catalogMs=30
recommendations request | id=b2776c16-5568-45d9-845e-f93cec09a350 | GET /recommendations/1 | status=200 | durationMs=34 | usersMs=17 | catalogMs=30
recommendations request | id=4f21b597-9ee5-42ce-85c3-43d52a348fc5 | GET /recommendations/1 | status=200 | durationMs=36 | usersMs=16 | catalogMs=34
recommendations request | id=ce960af1-83bc-4def-b388-94f656662c0d | GET /recommendations/1 | status=200 | durationMs=37 | usersMs=17 | catalogMs=34
recommendations request | id=1c3aefb8-1f0e-4485-964e-87a497ad2d6a | GET /recommendations/1 | status=200 | durationMs=39 | usersMs=16 | catalogMs=37
recommendations request | id=9a52753a-4b9a-4a49-a5fe-cd20270475df | GET /recommendations/1 | status=200 | durationMs=37 | usersMs=14 | catalogMs=35
recommendations request | id=cddfa079-76be-4e2e-8d6b-7a67983309c7 | GET /recommendations/1 | status=200 | durationMs=40 | usersMs=14 | catalogMs=38
recommendations request | id=029a4d4d-ee3d-4e0b-82b4-177c04cb4045 | GET /recommendations/1 | status=200 | durationMs=40 | usersMs=11 | catalogMs=37
recommendations request | id=abe1c04d-fe1d-4670-a631-030e6666d4f6 | GET /recommendations/1 | status=200 | durationMs=44 | usersMs=15 | catalogMs=29
recommendations request | id=7bada6dd-d16d-4ef8-b1f5-34480da1494b | GET /recommendations/1 | status=200 | durationMs=50 | usersMs=17 | catalogMs=46
recommendations request | id=773079eb-a02b-4589-8d48-bfe25e068214 | GET /recommendations/1 | status=200 | durationMs=50 | usersMs=18 | catalogMs=47
recommendations request | id=4d7a6d37-8d5f-4131-b5fd-f7bf70e538a2 | GET /recommendations/1 | status=200 | durationMs=48 | usersMs=17 | catalogMs=46
recommendations request | id=e7b035bc-96ea-46c1-8bdc-f09eb25e4fdf | GET /recommendations/1 | status=200 | durationMs=52 | usersMs=16 | catalogMs=49
recommendations request | id=c7226778-74ce-47b1-853e-c99b40e9b95d | GET /recommendations/1 | status=200 | durationMs=52 | usersMs=29 | catalogMs=49
recommendations request | id=728a2c4d-cfdb-4df1-b325-a6122fa9fac0 | GET /recommendations/1 | status=200 | durationMs=52 | usersMs=34 | catalogMs=49
recommendations request | id=d3fcf296-447a-4311-9aa3-be8ea81fcf10 | GET /recommendations/1 | status=200 | durationMs=55 | usersMs=35 | catalogMs=53
recommendations request | id=d3739587-9b91-4560-8b5b-9467b4178e17 | GET /recommendations/1 | status=200 | durationMs=55 | usersMs=36 | catalogMs=53
recommendations request | id=7cae8337-0e8c-452a-97a3-47726251235c | GET /recommendations/1 | status=200 | durationMs=56 | usersMs=35 | catalogMs=52
recommendations request | id=47396010-5caa-4c81-9140-4c0829d225a3 | GET /recommendations/1 | status=200 | durationMs=61 | usersMs=36 | catalogMs=52
recommendations request | id=1f4a9c80-3a23-4202-bbb1-a9a97753a7c8 | GET /recommendations/1 | status=200 | durationMs=41 | usersMs=38 | catalogMs=39
recommendations request | id=ab106a69-95e2-4860-bc30-8a66776651f4 | GET /recommendations/1 | status=200 | durationMs=43 | usersMs=37 | catalogMs=41
recommendations request | id=b916a9b1-f3fc-4a6e-964a-1c00c3b2f78a | GET /recommendations/1 | status=200 | durationMs=33 | usersMs=29 | catalogMs=30
recommendations request | id=31fc5695-4d29-4ac4-91b4-b6d624c94651 | GET /recommendations/1 | status=200 | durationMs=36 | usersMs=29 | catalogMs=33
recommendations request | id=384a9624-d2e7-4bfd-addf-90c98ef20aa4 | GET /recommendations/1 | status=200 | durationMs=23 | usersMs=19 | catalogMs=20
recommendations request | id=d42da1ed-5701-4a15-a6e9-570c37c3cf81 | GET /recommendations/1 | status=200 | durationMs=25 | usersMs=19 | catalogMs=23
recommendations request | id=9e97ba49-c91e-45cd-a660-77fd1d10bcc8 | GET /recommendations/1 | status=200 | durationMs=34 | usersMs=19 | catalogMs=29
recommendations request | id=0b5d0773-ebf6-4412-8c4a-4185817c0ee9 | GET /recommendations/1 | status=200 | durationMs=44 | usersMs=19 | catalogMs=31
recommendations request | id=ac8072f0-97d7-4530-9efe-11a2c2f9e97f | GET /recommendations/1 | status=200 | durationMs=174 | usersMs=18 | catalogMs=50
recommendations request | id=2a28b4b4-e15d-493d-b167-a15ad734e4e6 | GET /recommendations/1 | status=200 | durationMs=182 | usersMs=21 | catalogMs=176
recommendations request | id=e7548824-6788-4928-bffb-3d951b0166d6 | GET /recommendations/1 | status=200 | durationMs=188 | usersMs=20 | catalogMs=182
recommendations request | id=e4a5ba1a-4c3f-4450-8a51-6cb6a3239b77 | GET /recommendations/1 | status=200 | durationMs=199 | usersMs=25 | catalogMs=195
recommendations request | id=7839bd8a-c39e-499e-bf75-81d732020f0c | GET /recommendations/1 | status=200 | durationMs=202 | usersMs=38 | catalogMs=198
recommendations request | id=66eeea96-45a5-4886-99a8-8bddd4198998 | GET /recommendations/1 | status=200 | durationMs=207 | usersMs=167 | catalogMs=200
recommendations request | id=0d5082c8-de0d-4dbc-a7aa-b5338f4c442b | GET /recommendations/1 | status=200 | durationMs=210 | usersMs=168 | catalogMs=207
recommendations request | id=15fdd50d-5d42-484d-a487-31a9bef67a3a | GET /recommendations/1 | status=200 | durationMs=210 | usersMs=172 | catalogMs=207
recommendations request | id=019ce4be-09b0-4df8-bc9e-228aa1291a51 | GET /recommendations/1 | status=200 | durationMs=206 | usersMs=184 | catalogMs=203
recommendations request | id=2a94364f-ba44-423f-b210-80ee82f062e8 | GET /recommendations/1 | status=200 | durationMs=207 | usersMs=183 | catalogMs=205
recommendations request | id=b50db838-d950-4745-9118-07e04a3df7cf | GET /recommendations/1 | status=200 | durationMs=210 | usersMs=183 | catalogMs=208
recommendations request | id=a73708ba-595e-47de-a284-f6f7e7ffc9a1 | GET /recommendations/1 | status=200 | durationMs=205 | usersMs=195 | catalogMs=202
recommendations request | id=9e993508-d744-4477-9a50-7d20dc1acea9 | GET /recommendations/1 | status=200 | durationMs=190 | usersMs=188 | catalogMs=189
recommendations request | id=29e4026e-2b31-43db-93cf-34733f6da7ce | GET /recommendations/1 | status=200 | durationMs=63 | usersMs=61 | catalogMs=61
recommendations request | id=fcd48359-8027-4b03-b742-af4f8a5cebde | GET /recommendations/1 | status=200 | durationMs=59 | usersMs=56 | catalogMs=57
recommendations request | id=97e77df2-000c-452d-beaf-3588074b19bf | GET /recommendations/1 | status=200 | durationMs=56 | usersMs=50 | catalogMs=46
recommendations request | id=55bba999-f4c7-4b84-aca3-9ac0fd180b09 | GET /recommendations/1 | status=200 | durationMs=47 | usersMs=44 | catalogMs=43
recommendations request | id=e31de9cb-d832-4548-bf95-9098eca034a6 | GET /recommendations/1 | status=200 | durationMs=37 | usersMs=35 | catalogMs=34
recommendations request | id=387dbd3f-dec4-4e15-a155-9964f9b14502 | GET /recommendations/1 | status=200 | durationMs=28 | usersMs=23 | catalogMs=25
recommendations request | id=81e51da9-b635-467c-b617-399fe2c14599 | GET /recommendations/1 | status=200 | durationMs=30 | usersMs=22 | catalogMs=28
recommendations request | id=0e7fbe3d-e514-48da-837e-a216ed2b7fb4 | GET /recommendations/1 | status=200 | durationMs=31 | usersMs=20 | catalogMs=28
recommendations request | id=07df0a26-bf07-4436-a87a-b8e9ba01fc38 | GET /recommendations/1 | status=200 | durationMs=32 | usersMs=18 | catalogMs=29
recommendations request | id=acec3f09-84db-46b3-8610-735662e587ff | GET /recommendations/1 | status=200 | durationMs=34 | usersMs=18 | catalogMs=32
recommendations request | id=83b7191d-5dec-4aff-bd17-3d5a404b429b | GET /recommendations/1 | status=200 | durationMs=36 | usersMs=18 | catalogMs=34
recommendations request | id=a903e7d3-1225-413c-b9dd-1ab9989aea32 | GET /recommendations/1 | status=200 | durationMs=40 | usersMs=19 | catalogMs=38
recommendations request | id=04e16a52-2405-4e5d-b785-079d1b0b46a4 | GET /recommendations/1 | status=200 | durationMs=28 | usersMs=23 | catalogMs=26
recommendations request | id=8989f1bb-8eb4-47e0-a148-5192a25f9a3e | GET /recommendations/1 | status=200 | durationMs=48 | usersMs=18 | catalogMs=46
recommendations request | id=b340956d-ecd1-4b56-a371-e418c2f9735c | GET /recommendations/1 | status=200 | durationMs=17 | usersMs=14 | catalogMs=14
recommendations request | id=81e74509-d061-484e-b517-128d5806f448 | GET /recommendations/1 | status=200 | durationMs=7 | usersMs=4 | catalogMs=5
recommendations request | id=a5eb227a-00ec-4dd0-9db5-e5fc32ea2c70 | GET /recommendations/1 | status=200 | durationMs=11 | usersMs=4 | catalogMs=9
recommendations request | id=b315f2cd-db4f-4e95-9120-2e62c1602d2e | GET /recommendations/1 | status=200 | durationMs=11 | usersMs=5 | catalogMs=9
recommendations request | id=624ddac2-bdf7-43e9-91ee-960957abe84f | GET /recommendations/1 | status=200 | durationMs=11 | usersMs=1 | catalogMs=8
recommendations request | id=bcff3747-e21c-487e-8d45-77c0299b3e7b | GET /recommendations/1 | status=200 | durationMs=15 | usersMs=4 | catalogMs=12
recommendations request | id=2c4ae528-f851-4095-a3c8-070b11f3674e | GET /recommendations/1 | status=200 | durationMs=16 | usersMs=4 | catalogMs=13
recommendations request | id=9c866ece-8913-4fb9-9d5b-6b629b81d4f6 | GET /recommendations/1 | status=200 | durationMs=17 | usersMs=6 | catalogMs=14
recommendations request | id=bedaa394-d7b0-47f5-9ddd-0b84314b3fc7 | GET /recommendations/1 | status=200 | durationMs=18 | usersMs=6 | catalogMs=13
recommendations request | id=473d1824-552a-48fe-831b-81e040435b1a | GET /recommendations/1 | status=200 | durationMs=23 | usersMs=6 | catalogMs=21
recommendations request | id=64a41060-8700-4a1f-9013-fd2a746a7c72 | GET /recommendations/1 | status=200 | durationMs=24 | usersMs=19 | catalogMs=20
recommendations request | id=ff39a1c1-63c8-4c5e-b883-c9c22c276c14 | GET /recommendations/1 | status=200 | durationMs=25 | usersMs=18 | catalogMs=23
recommendations request | id=27819214-b9fa-4a9a-b8c6-85553cd9e99b | GET /recommendations/1 | status=200 | durationMs=29 | usersMs=19 | catalogMs=26
recommendations request | id=408df118-20ec-46dd-9be6-f12db1992521 | GET /recommendations/1 | status=200 | durationMs=32 | usersMs=19 | catalogMs=29
recommendations request | id=f95e547e-9a63-4e39-907c-9e0c738b5d2a | GET /recommendations/1 | status=200 | durationMs=32 | usersMs=16 | catalogMs=30
recommendations request | id=fa14c5f9-d583-4318-aeba-8fe23657a64e | GET /recommendations/1 | status=200 | durationMs=31 | usersMs=12 | catalogMs=28
recommendations request | id=391d27b3-c4f9-43a4-b522-46ce76952972 | GET /recommendations/1 | status=200 | durationMs=22 | usersMs=14 | catalogMs=20
recommendations request | id=fb360f95-34c6-43e0-b97f-e33ec1a2774e | GET /recommendations/1 | status=200 | durationMs=21 | usersMs=13 | catalogMs=19
recommendations request | id=10772b52-4167-4b88-866b-1dab7a139bc6 | GET /recommendations/1 | status=200 | durationMs=23 | usersMs=13 | catalogMs=21
recommendations request | id=a1244040-7a01-4923-a52f-4c6b9c62d14f | GET /recommendations/1 | status=200 | durationMs=23 | usersMs=13 | catalogMs=21
recommendations request | id=8742d611-4648-4f5c-b6af-9a2d64d69f00 | GET /recommendations/1 | status=200 | durationMs=22 | usersMs=12 | catalogMs=20
recommendations request | id=2e969893-416e-4b59-972f-b48ffb6091ab | GET /recommendations/1 | status=200 | durationMs=27 | usersMs=12 | catalogMs=24
recommendations request | id=31df9525-e9c6-4774-a686-426509f0806a | GET /recommendations/1 | status=200 | durationMs=28 | usersMs=14 | catalogMs=26
recommendations request | id=516a75bb-bcbe-43d1-8e8b-7d0e3069e072 | GET /recommendations/1 | status=200 | durationMs=25 | usersMs=14 | catalogMs=22
recommendations request | id=2e9fb549-b504-4d47-a9c6-e81bca2b5628 | GET /recommendations/1 | status=200 | durationMs=27 | usersMs=17 | catalogMs=24
recommendations request | id=aa412d40-0604-4abf-bb27-b6eeda09de9b | GET /recommendations/1 | status=200 | durationMs=29 | usersMs=16 | catalogMs=26
recommendations request | id=13fe67e4-2c85-47e2-a375-66ab1d4f7064 | GET /recommendations/1 | status=200 | durationMs=32 | usersMs=16 | catalogMs=29
recommendations request | id=2a678915-9bca-49cf-9165-50314035a490 | GET /recommendations/1 | status=200 | durationMs=34 | usersMs=15 | catalogMs=31
recommendations request | id=cc274c7d-f219-4b8f-8806-ffffcaab177f | GET /recommendations/1 | status=200 | durationMs=37 | usersMs=15 | catalogMs=35
recommendations request | id=da54df23-90ea-4246-b228-7c1fbfafd0b5 | GET /recommendations/1 | status=200 | durationMs=34 | usersMs=16 | catalogMs=32
recommendations request | id=a727cef8-9e2f-4844-b13b-4c3340bd4952 | GET /recommendations/1 | status=200 | durationMs=33 | usersMs=15 | catalogMs=31
recommendations request | id=240612ec-d4fd-4aec-9885-4b800befc062 | GET /recommendations/1 | status=200 | durationMs=33 | usersMs=17 | catalogMs=30
recommendations request | id=0e6c7949-5bb2-4dbb-b591-87150156b9cd | GET /recommendations/1 | status=200 | durationMs=35 | usersMs=16 | catalogMs=33
recommendations request | id=55025cf2-b915-417e-b7a1-7b4afd2bf432 | GET /recommendations/1 | status=200 | durationMs=32 | usersMs=16 | catalogMs=29
recommendations request | id=ddf64448-7685-4904-8b10-3c53c937aedf | GET /recommendations/1 | status=200 | durationMs=28 | usersMs=15 | catalogMs=26
recommendations request | id=a7c3a357-e6ea-4cfd-94d9-48c23143dd5e | GET /recommendations/1 | status=200 | durationMs=29 | usersMs=17 | catalogMs=24
recommendations request | id=706e45a5-0e4d-4d98-88dd-893fe2494765 | GET /recommendations/1 | status=200 | durationMs=32 | usersMs=17 | catalogMs=30
recommendations request | id=b6cdc4ce-4899-423a-b171-4c8cc186c4f4 | GET /recommendations/1 | status=200 | durationMs=30 | usersMs=16 | catalogMs=27
recommendations request | id=1dfaab5f-b258-4d10-9d05-f6c12a844e95 | GET /recommendations/1 | status=200 | durationMs=33 | usersMs=16 | catalogMs=30
recommendations request | id=35a8ca6d-7938-4ce3-ba0d-8b2b1b616792 | GET /recommendations/1 | status=200 | durationMs=36 | usersMs=17 | catalogMs=33
recommendations request | id=541e1fa6-cce4-438d-9017-c07cdc82fd30 | GET /recommendations/1 | status=200 | durationMs=40 | usersMs=20 | catalogMs=36
recommendations request | id=41a1cb18-faf5-4de4-b5bc-3e6dc31297db | GET /recommendations/1 | status=200 | durationMs=42 | usersMs=19 | catalogMs=37
recommendations request | id=8e8b3c8a-6048-492e-a7d5-0fe230f27d2e | GET /recommendations/1 | status=200 | durationMs=42 | usersMs=19 | catalogMs=39
recommendations request | id=7181c7a3-dee7-4da2-8c62-66ca8d874f3a | GET /recommendations/1 | status=200 | durationMs=46 | usersMs=21 | catalogMs=43
recommendations request | id=3f57bbc9-f4ed-49da-bc4a-859ded93962a | GET /recommendations/1 | status=200 | durationMs=47 | usersMs=26 | catalogMs=44
recommendations request | id=59f2d575-5770-4da3-80e5-17089673ecd3 | GET /recommendations/1 | status=200 | durationMs=46 | usersMs=29 | catalogMs=43
recommendations request | id=8dd71834-f20f-4755-a24c-d3d170a686a5 | GET /recommendations/1 | status=200 | durationMs=45 | usersMs=29 | catalogMs=43
recommendations request | id=889190dd-fc5d-4209-a8cc-5addb768410c | GET /recommendations/1 | status=200 | durationMs=46 | usersMs=34 | catalogMs=44
recommendations request | id=b67cbdb2-3078-4e8a-ba45-40a8d2776b27 | GET /recommendations/1 | status=200 | durationMs=39 | usersMs=37 | catalogMs=38
