gateway listening on port 3000
gateway request | id=9aee0c55-e3a3-4075-9a06-9706d21782e7 | GET /health | status=200 | durationMs=16 | upstream=n/a | cache=n/a | source=n/a
gateway request | id=6257d64f-1e2c-426b-aa08-bcbbda5f8695 | GET /api/recommendations/1 | status=200 | durationMs=126 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=5fbdaa85-98f3-4517-ad53-42364cd2f6f3 | GET /api/recommendations/1 | status=200 | durationMs=160 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=0d0cdd34-5acd-4766-9597-ed509a33e82a | GET /api/recommendations/1 | status=200 | durationMs=165 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=12b7e596-745d-4621-b044-666b9231225c | GET /api/recommendations/1 | status=200 | durationMs=108 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=bc210620-3a00-4ed6-8f6b-99ada0d46fc4 | GET /api/recommendations/1 | status=200 | durationMs=92 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=eff93d16-a845-4b67-91f3-ab6dd590fb7e | GET /api/recommendations/1 | status=200 | durationMs=96 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=56abc8c0-acab-4fa9-8761-09fea3701981 | GET /api/recommendations/1 | status=200 | durationMs=98 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=649fe48f-83d6-4fe8-bf80-bea3210ce5e9 | GET /api/recommendations/1 | status=200 | durationMs=97 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=a584a09c-6d6b-4bc8-8510-f11e62f03694 | GET /api/recommendations/1 | status=200 | durationMs=172 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=12ca75d2-8419-4f1f-9886-9030bfbbf39a | GET /api/recommendations/1 | status=200 | durationMs=174 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=f096b015-b57e-4ce5-a1cc-8231fb107fad | GET /api/recommendations/1 | status=200 | durationMs=112 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=c7ece2f2-ca39-4d99-85cf-518f80e3ca70 | GET /api/recommendations/1 | status=200 | durationMs=113 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=c23a5442-08b4-4d9f-8975-f7726d15e440 | GET /api/recommendations/1 | status=200 | durationMs=116 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=203630ba-1891-4376-9936-95d77bab3297 | GET /api/recommendations/1 | status=200 | durationMs=186 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=ec8339aa-6290-4bc5-bc70-f906a026bfca | GET /api/recommendations/1 | status=200 | durationMs=194 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=5b68e901-6bd1-4097-a80d-f5fb25887f95 | GET /api/recommendations/1 | status=200 | durationMs=188 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=624b7a50-76ea-449f-afd1-270396facefe | GET /api/recommendations/1 | status=200 | durationMs=122 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=ecb8fd28-7943-4a6e-92da-fdb7e558ba43 | GET /api/recommendations/1 | status=200 | durationMs=105 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=20f55dff-e78e-4982-88a6-f8b763afeadb | GET /api/recommendations/1 | status=200 | durationMs=108 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=b110d748-60b2-49cd-8b83-11adc6a810a9 | GET /api/recommendations/1 | status=200 | durationMs=90 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=3566a1d6-0c18-47a5-8491-b99f6c0b5151 | GET /api/recommendations/1 | status=200 | durationMs=209 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=ba27d686-0b21-40fe-be8c-779ff2488bdf | GET /api/recommendations/1 | status=200 | durationMs=86 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=1a2b511a-c4d9-45a7-8215-588d4b9f187e | GET /api/recommendations/1 | status=200 | durationMs=98 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=1ecd6250-0991-4ae4-a066-19923a3684b6 | GET /api/recommendations/1 | status=200 | durationMs=93 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=ea15391a-a84d-41f2-8ad2-726a680659fa | GET /api/recommendations/1 | status=200 | durationMs=89 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=c92d09be-2956-4859-99dd-82d210e39b21 | GET /api/recommendations/1 | status=200 | durationMs=88 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=bcf95cbf-1f53-4634-b848-61ebe08402a8 | GET /api/recommendations/1 | status=200 | durationMs=83 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=43f64d38-6210-4a4e-aede-e9ec9f9e5c46 | GET /api/recommendations/1 | status=200 | durationMs=82 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=88a5d5bf-bf3d-4b24-a37d-2b749a38305c | GET /api/recommendations/1 | status=200 | durationMs=233 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=6821acb3-0e12-4a35-87b7-2502fffc51eb | GET /api/recommendations/1 | status=200 | durationMs=73 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=1c59ca34-7d5e-4909-9e84-2ce5b6f81be8 | GET /api/recommendations/1 | status=200 | durationMs=73 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=68dc96a2-8f9d-4e06-86ea-49d3a72cc204 | GET /api/recommendations/1 | status=200 | durationMs=65 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=d6006a16-cafb-4951-8516-9896e69e07ee | GET /api/recommendations/1 | status=200 | durationMs=75 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=da2e3eb9-cd61-4f9c-a754-3b8c69c6e613 | GET /api/recommendations/1 | status=200 | durationMs=78 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=293cd868-15fa-4a67-b677-381d5b606a95 | GET /api/recommendations/1 | status=200 | durationMs=18 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=14881ca2-2d59-44de-b244-6080bf8b4cd7 | GET /api/recommendations/1 | status=200 | durationMs=73 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=76d48c8f-3ec1-488f-9d04-77a39871bf7f | GET /api/recommendations/1 | status=200 | durationMs=76 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=4498739c-8208-4f4f-abf1-4c510597e5e1 | GET /api/recommendations/1 | status=200 | durationMs=80 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=660e1436-2979-4603-928c-af084acfd542 | GET /api/recommendations/1 | status=200 | durationMs=77 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=c713c38f-0b9c-42df-9f34-bf2f42b6b260 | GET /api/recommendations/1 | status=200 | durationMs=84 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=5f846394-8509-4cba-b17c-70397b8a170e | GET /api/recommendations/1 | status=200 | durationMs=80 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=59de37d5-103d-4c88-85c8-2c50b511b94c | GET /api/recommendations/1 | status=200 | durationMs=65 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=5e3cfe34-1b70-4742-84d5-f3a12518f6d8 | GET /api/recommendations/1 | status=200 | durationMs=78 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=df2888b8-9195-4f46-a267-e19883446a55 | GET /api/recommendations/1 | status=200 | durationMs=78 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=40a79783-46c7-4911-9f35-1e75b35867bf | GET /api/recommendations/1 | status=200 | durationMs=77 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=5b8bdcce-2b3b-4f5f-8c18-e98ae676394f | GET /api/recommendations/1 | status=200 | durationMs=79 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=789b8f80-dfea-4836-bccc-44f3cdd17cf4 | GET /api/recommendations/1 | status=200 | durationMs=87 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=6589787e-f763-43bb-b514-8c58235443a6 | GET /api/recommendations/1 | status=200 | durationMs=101 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=618526b0-59ef-4d0d-98a7-bc5a6eac455c | GET /api/recommendations/1 | status=200 | durationMs=88 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=df2e354d-8540-439d-83a9-1d84270218ad | GET /api/recommendations/1 | status=200 | durationMs=79 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=0f6b17ce-2429-4faf-8f34-ba0ba1744cea | GET /api/recommendations/1 | status=200 | durationMs=85 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=146316c0-1e72-4fe9-88fe-f496fd387dd8 | GET /api/recommendations/1 | status=200 | durationMs=92 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=433512c3-8423-4ddb-9274-11ab71af1ed0 | GET /api/recommendations/1 | status=200 | durationMs=91 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=9404239b-4285-4cf2-964d-a2301ff145fc | GET /api/recommendations/1 | status=200 | durationMs=85 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=aae46660-6ab8-44b0-9601-3f64b8e707dc | GET /api/recommendations/1 | status=200 | durationMs=92 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=02c17a93-9dec-479a-a37c-fa2ec24ec96e | GET /api/recommendations/1 | status=200 | durationMs=95 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=c4be4b39-6f76-4f2e-8600-54eb05b5dda8 | GET /api/recommendations/1 | status=200 | durationMs=100 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=d31aa641-8e0a-415f-81c4-9b073ff672ca | GET /api/recommendations/1 | status=200 | durationMs=105 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=1f89d349-7448-46f1-97ab-04dda9a57129 | GET /api/recommendations/1 | status=200 | durationMs=122 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=61becf41-a0c5-4ee2-aa30-ff59e1306b2e | GET /api/recommendations/1 | status=200 | durationMs=121 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=142e0003-6b86-4e38-9b87-2e741a37c1e1 | GET /api/recommendations/1 | status=200 | durationMs=128 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=a4e6b9c9-4728-467d-82cd-62dc61f8328c | GET /api/recommendations/1 | status=200 | durationMs=117 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=24cb7e0b-04b8-4a61-bc01-ea4150ce5050 | GET /api/recommendations/1 | status=200 | durationMs=119 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=78347804-0eb6-4d58-95d5-33a7084b7529 | GET /api/recommendations/1 | status=200 | durationMs=113 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=061cd02b-bd62-46ea-b6cb-81853b29c5f7 | GET /api/recommendations/1 | status=200 | durationMs=113 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=a8697283-60c0-4232-9d8d-9f3ce0cd54c8 | GET /api/recommendations/1 | status=200 | durationMs=115 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=b0622892-c19c-4a37-826d-a82904698f8d | GET /api/recommendations/1 | status=200 | durationMs=131 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=4425783b-eaf3-4a63-91ce-bb78c6582b3e | GET /api/recommendations/1 | status=200 | durationMs=134 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=ba8e6d0d-9c6a-4b52-99d1-dd2ff2208954 | GET /api/recommendations/1 | status=200 | durationMs=135 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=fe9786d8-b3b7-47f1-93ea-2d1e2533b5f8 | GET /api/recommendations/1 | status=200 | durationMs=139 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=436b928f-fef0-4c8a-b90c-93d494b97a06 | GET /api/recommendations/1 | status=200 | durationMs=140 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=1e01b142-3e78-47ec-b8dc-55eb43cfd309 | GET /api/recommendations/1 | status=200 | durationMs=144 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=db5a1625-6f9c-46f0-8aac-99259e0d2b84 | GET /api/recommendations/1 | status=200 | durationMs=134 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=16f44fe6-47ef-40b8-b063-e097cda6f22f | GET /api/recommendations/1 | status=200 | durationMs=137 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=c4043c13-07aa-4936-868e-034a4838863b | GET /api/recommendations/1 | status=200 | durationMs=138 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=ebe58613-f59d-4334-ac32-ef69fdbd5579 | GET /api/recommendations/1 | status=200 | durationMs=137 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=383d7843-0bdd-499f-8403-80a63a363289 | GET /api/recommendations/1 | status=200 | durationMs=127 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=3d31213d-4d6f-4611-a9da-c44d4df7e49d | GET /api/recommendations/1 | status=200 | durationMs=127 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=5a13b0a2-7df5-4256-830f-d09aa093b5bb | GET /api/recommendations/1 | status=200 | durationMs=127 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=be4a6d8e-e23d-427c-8716-c2cc31636473 | GET /api/recommendations/1 | status=200 | durationMs=128 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=63c7f3a1-f16b-4a9a-99dc-11eae0bd6b18 | GET /api/recommendations/1 | status=200 | durationMs=132 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=2957f756-07de-4dc8-882e-21b1eaf563e5 | GET /api/recommendations/1 | status=200 | durationMs=136 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=7a2ed6f3-c85e-4f52-b459-49d590f5858b | GET /api/recommendations/1 | status=200 | durationMs=133 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=6347cedb-bb99-462d-a9df-dd91aaf86053 | GET /api/recommendations/1 | status=200 | durationMs=139 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=609b9158-1fff-4ea8-822c-07c2c75f0b0e | GET /api/recommendations/1 | status=200 | durationMs=137 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=bb33ec84-e18d-4937-b4d8-745b78ac1a5b | GET /api/recommendations/1 | status=200 | durationMs=137 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=8191d257-4062-475b-8026-6df600f21399 | GET /api/recommendations/1 | status=200 | durationMs=98 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=1d22b4df-68ec-408c-bb25-b105c27b965f | GET /api/recommendations/1 | status=200 | durationMs=99 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=7c4a337d-1abf-428d-9706-65f51e65e258 | GET /api/recommendations/1 | status=200 | durationMs=100 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=db0b02c3-0b66-4cd8-9ebf-799367f83645 | GET /api/recommendations/1 | status=200 | durationMs=102 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=1ec15a28-cd9f-4cae-88b5-fdef76a033ce | GET /api/recommendations/1 | status=200 | durationMs=109 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=5a165218-830e-4e12-aa43-06a5cb24cac2 | GET /api/recommendations/1 | status=200 | durationMs=108 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=c1193f72-c2a8-41ff-8c84-a5a856f51b89 | GET /api/recommendations/1 | status=200 | durationMs=109 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=1441cf81-f0e9-4150-99d6-94c183780198 | GET /api/recommendations/1 | status=200 | durationMs=111 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=e51b96d7-e9d5-4dd6-adec-9939b6945be8 | GET /api/recommendations/1 | status=200 | durationMs=114 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=d2883c8f-5398-4181-b91f-5da6a2182096 | GET /api/recommendations/1 | status=200 | durationMs=119 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=0fad23e3-e408-4fa9-a44e-7a7fc09cc2d0 | GET /api/recommendations/1 | status=200 | durationMs=115 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=a7cceb31-6b6e-428d-8e05-938c7d55591b | GET /api/recommendations/1 | status=200 | durationMs=109 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=9d39b2c3-0f62-4ccd-886f-ee95be7d17f7 | GET /api/recommendations/1 | status=200 | durationMs=97 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=f37ba92d-e59a-4a5c-983d-56b44cd5e8ca | GET /api/recommendations/1 | status=200 | durationMs=97 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=da5d0b60-0560-4af8-8cf5-e4a16babaca5 | GET /api/recommendations/1 | status=200 | durationMs=96 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=5db180bb-dd7d-43dc-8dd4-a9e321a56e52 | GET /api/recommendations/1 | status=200 | durationMs=92 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=a46b3f35-32e6-4837-8d4a-b7483629383a | GET /api/recommendations/1 | status=200 | durationMs=90 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=4afecd69-30fe-4793-97ae-a7b1d87a0a6b | GET /api/recommendations/1 | status=200 | durationMs=85 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=4cc70186-934b-4274-a9ce-e0236466a67b | GET /api/recommendations/1 | status=200 | durationMs=92 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=eaa53598-32d4-40a3-9c7b-637dbf78094f | GET /api/recommendations/1 | status=200 | durationMs=96 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=06686c03-a8ec-4c17-b8d0-57d88d98c05a | GET /api/recommendations/1 | status=200 | durationMs=82 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=87e59c9d-e230-4c48-816a-146dab2e498e | GET /api/recommendations/1 | status=200 | durationMs=87 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=6c2770e7-500e-46e6-b133-8a37c4425b30 | GET /api/recommendations/1 | status=200 | durationMs=80 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=a85f0164-cbf4-4570-82ae-d71a7da11798 | GET /api/recommendations/1 | status=200 | durationMs=78 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=2ea37f7d-25bd-437e-8c35-584537f6b481 | GET /api/recommendations/1 | status=200 | durationMs=80 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=ffe33814-a7b2-456b-b8e1-c3c3c4f1b1ae | GET /api/recommendations/1 | status=200 | durationMs=81 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=6699a4ee-4842-4ed4-ab6f-3a51b1a76959 | GET /api/recommendations/1 | status=200 | durationMs=78 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=80429656-1c0c-4500-97a2-e6a1ead20bc6 | GET /api/recommendations/1 | status=200 | durationMs=87 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=b64156e3-af74-42e6-9989-58d02578dfc2 | GET /api/recommendations/1 | status=200 | durationMs=63 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=87984d5d-7f89-4642-9506-84c3f6ede7ba | GET /api/recommendations/1 | status=200 | durationMs=63 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=e946c6b2-7d9e-44d2-b9f7-50240aec8c89 | GET /api/recommendations/1 | status=200 | durationMs=64 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=20d8fddc-48ce-4ac7-8b32-c0082906c791 | GET /api/recommendations/1 | status=200 | durationMs=63 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=7ae422c9-93d1-49fc-886a-6e9d1c19c4ab | GET /api/recommendations/1 | status=200 | durationMs=64 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=88da0d5e-be86-4512-84b0-2792152d4795 | GET /api/recommendations/1 | status=200 | durationMs=61 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=181a2193-f8ae-474e-88da-6c7e83df460a | GET /api/recommendations/1 | status=200 | durationMs=66 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=96127898-3631-4788-ada0-7280e452ce26 | GET /api/recommendations/1 | status=200 | durationMs=65 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=fe118b4c-ec47-45ce-aee3-2ca8d62f67d2 | GET /api/recommendations/1 | status=200 | durationMs=55 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=c5accf5c-d71c-4f94-acb6-a8fad799ee7d | GET /api/recommendations/1 | status=200 | durationMs=69 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=8cd6fb46-ba82-4ef9-bef4-d4729bf71faa | GET /api/recommendations/1 | status=200 | durationMs=74 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=42cbaf58-e307-454c-a729-ebef71c955b8 | GET /api/recommendations/1 | status=200 | durationMs=73 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=eb972af7-983f-4878-a585-7a2d7e7e9faa | GET /api/recommendations/1 | status=200 | durationMs=75 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=4425b787-aeff-444d-8d7d-c2636bdeb5d5 | GET /api/recommendations/1 | status=200 | durationMs=76 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=ada14b05-b1d2-4559-a90a-4ebe3857c1cd | GET /api/recommendations/1 | status=200 | durationMs=75 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=e5ed391d-3be5-4521-8e95-6f67d0911de2 | GET /api/recommendations/1 | status=200 | durationMs=77 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=07aa2f8f-f018-4a5e-862c-1a93bb1b44ed | GET /api/recommendations/1 | status=200 | durationMs=78 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=18e1d9c9-2c29-404b-8aaa-f24b1113054f | GET /api/recommendations/1 | status=200 | durationMs=79 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=bfbe99bb-41ce-4dd4-9944-fdcbe4f46f90 | GET /api/recommendations/1 | status=200 | durationMs=74 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=0b22dace-ab14-49e1-bc9e-7247f09c563f | GET /api/recommendations/1 | status=200 | durationMs=70 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=5da8b1f6-cdb3-4a7f-848c-36c411746f2f | GET /api/recommendations/1 | status=200 | durationMs=78 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=614684c6-8336-4b5a-8827-e24b1495876e | GET /api/recommendations/1 | status=200 | durationMs=79 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=d853ed5b-f52e-41fb-842f-f54b21c48477 | GET /api/recommendations/1 | status=200 | durationMs=64 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=2ff5f308-f710-4bea-abda-abc514036102 | GET /api/recommendations/1 | status=200 | durationMs=65 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=a2d50857-8b66-49ba-be90-1398dc239165 | GET /api/recommendations/1 | status=200 | durationMs=69 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=1cce3b5e-229d-4a28-b2b0-f86c91318095 | GET /api/recommendations/1 | status=200 | durationMs=77 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=1f733976-c878-4e4c-94b8-b860ad24166a | GET /api/recommendations/1 | status=200 | durationMs=70 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=7f7ff7d1-e9db-4c75-8bba-a78a9871f8c1 | GET /api/recommendations/1 | status=200 | durationMs=72 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=1e192330-4e0b-47ce-bdb6-30c0bccc7e6e | GET /api/recommendations/1 | status=200 | durationMs=76 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=6192871e-d198-4a6a-93ed-4aa7b88be412 | GET /api/recommendations/1 | status=200 | durationMs=86 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=621b70e4-6f4c-43d9-adf6-c8eb03c4a1d2 | GET /api/recommendations/1 | status=200 | durationMs=87 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=2b92e84c-94c4-4183-8758-69e90154aeb3 | GET /api/recommendations/1 | status=200 | durationMs=81 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=38ab074f-6687-43df-b9a1-2c39b79eb4bd | GET /api/recommendations/1 | status=200 | durationMs=84 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=890af5bc-72d8-4cc1-8025-d5dc3b14fcf2 | GET /api/recommendations/1 | status=200 | durationMs=86 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=66810a43-f4da-4384-b8d6-6f3a9139e302 | GET /api/recommendations/1 | status=200 | durationMs=89 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=60f758a2-7a91-411a-8117-c6187ba7c298 | GET /api/recommendations/1 | status=200 | durationMs=90 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=7fb6ae3a-1648-41c6-be38-bcd1e8c06eb7 | GET /api/recommendations/1 | status=200 | durationMs=92 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=26a12548-e004-4bdf-bb87-59155ec4ae7f | GET /api/recommendations/1 | status=200 | durationMs=85 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=303fa586-3180-480e-8765-7946303c0ea5 | GET /api/recommendations/1 | status=200 | durationMs=86 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=022617dc-bd44-4754-abc6-7284c0ac0fba | GET /api/recommendations/1 | status=200 | durationMs=87 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=4a2e5c24-d17c-49c2-905d-d6d56d0f0eae | GET /api/recommendations/1 | status=200 | durationMs=100 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=450aa52d-466f-47b3-afa0-6c76577f1d4e | GET /api/recommendations/1 | status=200 | durationMs=100 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=0d63c1e9-237f-444d-9880-1fbadf098326 | GET /api/recommendations/1 | status=200 | durationMs=95 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=b382d047-e725-42ae-aff4-4d45999e049d | GET /api/recommendations/1 | status=200 | durationMs=95 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=1fa3b599-1007-4f3e-970d-be6dd6792e26 | GET /api/recommendations/1 | status=200 | durationMs=96 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=b985e33a-2d9a-4dca-9d9b-9e941981a666 | GET /api/recommendations/1 | status=200 | durationMs=91 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=25df84f9-f839-48f3-a42c-c9c6996d7bfc | GET /api/recommendations/1 | status=200 | durationMs=88 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=f77a91af-0d9d-4b0a-9798-c4861fcf1111 | GET /api/recommendations/1 | status=200 | durationMs=85 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=2a61be11-589d-4f52-a49c-eb88b03462e9 | GET /api/recommendations/1 | status=200 | durationMs=93 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=2a954b36-d52e-4dd6-a5f7-35d70028f0aa | GET /api/recommendations/1 | status=200 | durationMs=88 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=6b16fa7e-16c5-45eb-9620-dd5d9133ea60 | GET /api/recommendations/1 | status=200 | durationMs=92 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=9be101fc-2f43-4ead-92b8-5455791f9f57 | GET /api/recommendations/1 | status=200 | durationMs=93 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=f9bc9797-3340-4f18-b335-6d80229dc3b0 | GET /api/recommendations/1 | status=200 | durationMs=92 | upstream=recommendations | cache=n/a | source=n/a
gateway request | id=7bb98f0c-491a-4237-9ec3-844483f257df | GET /api/recommendations/1 | status=200 | durationMs=93 | upstream=recommendations | cache=n/a | source=n/a
